Date, flow
2101-05-06T00:00:00.000000000Z,62.9751391444
2101-05-07T00:00:00.000000000Z,60.2608337745
2101-05-08T00:00:00.000000000Z,47.5841642993
2101-05-09T00:00:00.000000000Z,89.9251124881
2101-05-10T00:00:00.000000000Z,141.583876296
2101-05-11T00:00:00.000000000Z,146.772445106
2101-05-12T00:00:00.000000000Z,166.88920016
2101-05-13T00:00:00.000000000Z,169.379020776
2101-05-14T00:00:00.000000000Z,128.837982801
2101-05-15T00:00:00.000000000Z,91.3353601656
2101-05-16T00:00:00.000000000Z,69.9951125043
2101-05-17T00:00:00.000000000Z,56.637494934
2101-05-18T00:00:00.000000000Z,47.8844480911
2101-05-19T00:00:00.000000000Z,41.9207848654
2101-05-20T00:00:00.000000000Z,37.6764480117
2101-05-21T00:00:00.000000000Z,34.5050190492
2101-05-22T00:00:00.000000000Z,32.413062853
2101-05-23T00:00:00.000000000Z,31.0939157328
2101-05-24T00:00:00.000000000Z,29.6164023136
2101-05-25T00:00:00.000000000Z,27.9736232844
2101-05-26T00:00:00.000000000Z,26.4979726293
2101-05-27T00:00:00.000000000Z,25.1397453264
2101-05-28T00:00:00.000000000Z,23.8744295551
2101-05-29T00:00:00.000000000Z,22.6868032438
2101-05-30T00:00:00.000000000Z,21.5666826538
2101-05-31T00:00:00.000000000Z,20.5069424685
2101-06-01T00:00:00.000000000Z,19.502353341
2101-06-02T00:00:00.000000000Z,18.5500826501
2101-06-03T00:00:00.000000000Z,17.6467462487
2101-06-04T00:00:00.000000000Z,16.7870696243
2101-06-05T00:00:00.000000000Z,15.9686416939
2101-06-06T00:00:00.000000000Z,15.1904609465
2101-06-07T00:00:00.000000000Z,14.4504664792
2101-06-08T00:00:00.000000000Z,13.7467249807
2101-06-09T00:00:00.000000000Z,13.2507592651
2101-06-10T00:00:00.000000000Z,12.9343293489
2101-06-11T00:00:00.000000000Z,12.4560098039
2101-06-12T00:00:00.000000000Z,11.8447534276
2101-06-13T00:00:00.000000000Z,11.2671312552
2101-06-14T00:00:00.000000000Z,10.9644284752
2101-06-15T00:00:00.000000000Z,11.1109037531
2101-06-16T00:00:00.000000000Z,12.3807734117
2101-06-17T00:00:00.000000000Z,14.2189782568
2101-06-18T00:00:00.000000000Z,14.5765886821
2101-06-19T00:00:00.000000000Z,14.2793184037
2101-06-20T00:00:00.000000000Z,14.3800753711
2101-06-21T00:00:00.000000000Z,14.0368153123
2101-06-22T00:00:00.000000000Z,13.3391192396
2101-06-23T00:00:00.000000000Z,12.687078971
2101-06-24T00:00:00.000000000Z,12.0690705845
2101-06-25T00:00:00.000000000Z,11.4816564343
2101-06-26T00:00:00.000000000Z,10.92303373
2101-06-27T00:00:00.000000000Z,10.3917225514
