Name,X,Y,Type,max_storage,min_storage,initialHead,elev,area,storCoeff,unitCost,linCoeff,Consumption,S_var,delivery_var,infeasQ_var,agBenefitsMon_var,urbBenefitsMon_var,COSBenefitsMon_var,gwPumpUnitCost_var,H_var,BC,IC,outflow,quadCoeff,Description
CVPM12UR,1938,1863,urban,,,,,,,,TS/lin_coeff.csv,TS/consumption.csv,,NULL,NULL,,NULL,,,,TS/BC.csv,,,,
CVPM13,1622,1547,agricultural,,,,,,,,TS/lin_coeff.csv,TS/consumption.csv,,NULL,NULL,NULL,,,,,TS/BC.csv,,,TS/quad_coeff.csv,
CVPM13UR,1948,1873,urban,,,,,,,,TS/lin_coeff.csv,TS/consumption.csv,,NULL,NULL,,NULL,,,,TS/BC.csv,,,,
CVPM14,1620,1545,agricultural,,,,,,,,TS/lin_coeff.csv,TS/consumption.csv,,NULL,NULL,NULL,,,,,TS/BC.csv,,,TS/quad_coeff.csv,
CVPM14UR,1946,1871,urban,,,,,,,,TS/lin_coeff.csv,TS/consumption.csv,,NULL,NULL,,NULL,,,,TS/BC.csv,,,,
CVPM15,1630,1555,agricultural,,,,,,,,TS/lin_coeff.csv,TS/consumption.csv,,NULL,NULL,NULL,,,,,TS/BC.csv,,,TS/quad_coeff.csv,
CVPM15UR,1956,1881,urban,,,,,,,,TS/lin_coeff.csv,TS/consumption.csv,,NULL,NULL,,NULL,,,,TS/BC.csv,,,,
CVPM16,1624,1549,agricultural,,,,,,,,TS/lin_coeff.csv,TS/consumption.csv,,NULL,NULL,NULL,,,,,TS/BC.csv,,,TS/quad_coeff.csv,
CVPM17,1626,1551,agricultural,,,,,,,,TS/lin_coeff.csv,TS/consumption.csv,,NULL,NULL,NULL,,,,,TS/BC.csv,,,TS/quad_coeff.csv,
CVPM17UR,1952,1877,urban,,,,,,,,TS/lin_coeff.csv,TS/consumption.csv,,NULL,NULL,,NULL,,,,TS/BC.csv,,,,
CVPM18,1628,1553,agricultural,,,,,,,,TS/lin_coeff.csv,TS/consumption.csv,,NULL,NULL,NULL,,,,,TS/BC.csv,,,TS/quad_coeff.csv,
CVPM18UR,1954,1879,urban,,,,,,,,TS/lin_coeff.csv,TS/consumption.csv,,NULL,NULL,,NULL,,,,TS/BC.csv,,,,
CVPM19,1632,1557,agricultural,,,,,,,,TS/lin_coeff.csv,TS/consumption.csv,,NULL,NULL,NULL,,,,,TS/BC.csv,,,TS/quad_coeff.csv,
CVPM19UR,1960,1885,urban,,,,,,,,TS/lin_coeff.csv,TS/consumption.csv,,NULL,NULL,,NULL,,,,TS/BC.csv,,,,
CVPM20,1634,1559,agricultural,,,,,,,,TS/lin_coeff.csv,TS/consumption.csv,,NULL,NULL,NULL,,,,,TS/BC.csv,,,TS/quad_coeff.csv,
CVPM20UR,1958,1883,urban,,,,,,,,TS/lin_coeff.csv,TS/consumption.csv,,NULL,NULL,,NULL,,,,TS/BC.csv,,,,
CVPM21,1636,1561,agricultural,,,,,,,,TS/lin_coeff.csv,TS/consumption.csv,,NULL,NULL,NULL,,,,,TS/BC.csv,,,TS/quad_coeff.csv,
CVPM21UR,1964,1889,urban,,,,,,,,TS/lin_coeff.csv,TS/consumption.csv,,NULL,NULL,,NULL,,,,TS/BC.csv,,,,
D16,1640,1565,junction,,,,,,,,,,,,NULL,,,,,,TS/BC.csv,,,,
D30,1366,1291,junction,,,,,,,,,,,,NULL,,,,,,TS/BC.csv,,,,
D31,1382,1307,junction,,,,,,,,,,,,NULL,,,,,,TS/BC.csv,,,,
D37,1398,1323,junction,,,,,,,,,,,,NULL,,,,,,TS/BC.csv,,,,
D42,1404,1329,junction,,,,,,,,,,,,NULL,,,,,,TS/BC.csv,,,,
D43,1400,1325,junction,,,,,,,,,,,,NULL,,,,,,TS/BC.csv,,,,
D5,1320,1245,junction,,,,,,,,,,,,NULL,,,,,,TS/BC.csv,,,,
D503,1424,1349,junction,,,,,,,,,,,,NULL,,,,,,TS/BC.csv,,,,
D507,1446,1371,junction,,,,,,,,,,,,NULL,,,,,,TS/BC.csv,,,,
D509,1452,1377,junction,,,,,,,,,,,,NULL,,,,,,TS/BC.csv,,,,
D511,1422,1347,junction,,,,,,,,,,,,NULL,,,,,,TS/BC.csv,,,,
D513,1440,1365,junction,,,,,,,,,,,,NULL,,,,,,TS/BC.csv,,,,
D515,1442,1367,junction,,,,,,,,,,,,NULL,,,,,,TS/BC.csv,,,,
D517,1434,1359,junction,,,,,,,,,,,,NULL,,,,,,TS/BC.csv,,,,
D521,1438,1363,junction,,,,,,,,,,,,NULL,,,,,,TS/BC.csv,,,,
D522,1444,1369,junction,,,,,,,,,,,,NULL,,,,,,TS/BC.csv,,,,
D523,1448,1373,junction,,,,,,,,,,,,NULL,,,,,,TS/BC.csv,,,,
D525,1454,1379,junction,,,,,,,,,,,,NULL,,,,,,TS/BC.csv,,,,
D528,1456,1381,junction,,,,,,,,,,,,NULL,,,,,,TS/BC.csv,,,,
D550,1458,1383,junction,,,,,,,,,,,,NULL,,,,,,TS/BC.csv,,,,
D59,1462,1387,junction,,,,,,,,,,,,NULL,,,,,,TS/BC.csv,,,,
D605,1806,1731,junction,,,,,,,,,,,,NULL,,,,,,TS/BC.csv,,,,
D606,1790,1715,junction,,,,,,,,,,,,NULL,,,,,,TS/BC.csv,,,,
D608,1772,1697,junction,,,,,,,,,,,,NULL,,,,,,TS/BC.csv,,,,
D61,1374,1299,junction,,,,,,,,,,,,NULL,,,,,,TS/BC.csv,,,,
D612,1666,1591,junction,,,,,,,,,,,,NULL,,,,,,TS/BC.csv,,,,
D615,1768,1693,junction,,,,,,,,,,,,NULL,,,,,,TS/BC.csv,,,,
D616,1652,1577,junction,,,,,,,,,,,,NULL,,,,,,TS/BC.csv,,,,
D619,1760,1685,junction,,,,,,,,,,,,NULL,,,,,,TS/BC.csv,,,,
D622,1810,1735,junction,,,,,,,,,,,,NULL,,,,,,TS/BC.csv,,,,
D624,1824,1749,junction,,,,,,,,,,,,NULL,,,,,,TS/BC.csv,,,,
D632,1812,1737,junction,,,,,,,,,,,,NULL,,,,,,TS/BC.csv,,,,
D634,1814,1739,junction,,,,,,,,,,,,NULL,,,,,,TS/BC.csv,,,,
D640,1770,1695,junction,,,,,,,,,,,,NULL,,,,,,TS/BC.csv,,,,
D642,1804,1729,junction,,,,,,,,,,,,NULL,,,,,,TS/BC.csv,,,,
D643,1802,1727,junction,,,,,,,,,,,,NULL,,,,,,TS/BC.csv,,,,
D645,1800,1725,junction,,,,,,,,,,,,NULL,,,,,,TS/BC.csv,,,,
D646,1798,1723,junction,,,,,,,,,,,,NULL,,,,,,TS/BC.csv,,,,
D647,1796,1721,junction,,,,,,,,,,,,NULL,,,,,,TS/BC.csv,,,,
D649,1792,1717,junction,,,,,,,,,,,,NULL,,,,,,TS/BC.csv,,,,
D653a,1642,1567,junction,,,,,,,,,,,,NULL,,,,,,TS/BC.csv,,,,
D653b,1644,1569,junction,,,,,,,,,,,,NULL,,,,,,TS/BC.csv,,,,
D66,1362,1287,junction,,,,,,,,,,,,NULL,,,,,,TS/BC.csv,,,,
D662,1656,1581,junction,,,,,,,,,,,,NULL,,,,,,TS/BC.csv,,,,
D663,1658,1583,junction,,,,,,,,,,,,NULL,,,,,,TS/BC.csv,,,,
D664,1660,1585,junction,,,,,,,,,,,,NULL,,,,,,TS/BC.csv,,,,
D670,1638,1563,junction,,,,,,,,,,,,NULL,,,,,,TS/BC.csv,,,,
D672,1646,1571,junction,,,,,,,,,,,,NULL,,,,,,TS/BC.csv,,,,
D675,1648,1573,junction,,,,,,,,,,,,NULL,,,,,,TS/BC.csv,,,,
D676,1650,1575,junction,,,,,,,,,,,,NULL,,,,,,TS/BC.csv,,,,
D683,1674,1599,junction,,,,,,,,,,,,NULL,,,,,,TS/BC.csv,,,,
D687,1672,1597,junction,,,,,,,,,,,,NULL,,,,,,TS/BC.csv,,,,
D688,1670,1595,junction,,,,,,,,,,,,NULL,,,,,,TS/BC.csv,,,,
D689,1668,1593,junction,,,,,,,,,,,,NULL,,,,,,TS/BC.csv,,,,
D691,1758,1683,junction,,,,,,,,,,,,NULL,,,,,,TS/BC.csv,,,,
D692,1818,1743,junction,,,,,,,,,,,,NULL,,,,,,TS/BC.csv,,,,
D693,1820,1745,junction,,,,,,,,,,,,NULL,,,,,,TS/BC.csv,,,,
D694,1756,1681,junction,,,,,,,,,,,,NULL,,,,,,TS/BC.csv,,,,
D695,1754,1679,junction,,,,,,,,,,,,NULL,,,,,,TS/BC.csv,,,,
D697,1682,1607,junction,,,,,,,,,,,,NULL,,,,,,TS/BC.csv,,,,
D698,1680,1605,junction,,,,,,,,,,,,NULL,,,,,,TS/BC.csv,,,,
D699,1676,1601,junction,,,,,,,,,,,,NULL,,,,,,TS/BC.csv,,,,
D701,1692,1617,junction,,,,,,,,,,,,NULL,,,,,,TS/BC.csv,,,,
D703,1904,1829,junction,,,,,,,,,,,,NULL,,,,,,TS/BC.csv,,,,
D710,1900,1825,junction,,,,,,,,,,,,NULL,,,,,,TS/BC.csv,,,,
D712,1902,1827,junction,,,,,,,,,,,,NULL,,,,,,TS/BC.csv,,,,
D714,1726,1651,junction,,,,,,,,,,,,NULL,,,,,,TS/BC.csv,,,,
D722,1690,1615,junction,,,,,,,,,,,,NULL,,,,,,TS/BC.csv,,,,
D723,1716,1641,junction,,,,,,,,,,,,NULL,,,,,,TS/BC.csv,,,,
D724,1746,1671,junction,,,,,,,,,,,,NULL,,,,,,TS/BC.csv,,,,
D73,1322,1247,junction,,,,,,,,,,,,NULL,,,,,,TS/BC.csv,,,,
D731,1774,1699,junction,,,,,,,,,,,,NULL,,,,,,TS/BC.csv,,,,
D732,1764,1689,junction,,,,,,,,,,,,NULL,,,,,,TS/BC.csv,,,,
D733,1762,1687,junction,,,,,,,,,,,,NULL,,,,,,TS/BC.csv,,,,
D74,1326,1251,junction,,,,,,,,,,,,NULL,,,,,,TS/BC.csv,,,,
D742,1708,1633,junction,,,,,,,,,,,,NULL,,,,,,TS/BC.csv,,,,
D743,1712,1637,junction,,,,,,,,,,,,NULL,,,,,,TS/BC.csv,,,,
D744,1714,1639,junction,,,,,,,,,,,,NULL,,,,,,TS/BC.csv,,,,
D745,1738,1663,junction,,,,,,,,,,,,NULL,,,,,,TS/BC.csv,,,,
D747,1740,1665,junction,,,,,,,,,,,,NULL,,,,,,TS/BC.csv,,,,
D749,1742,1667,junction,,,,,,,,,,,,NULL,,,,,,TS/BC.csv,,,,
D750,1744,1669,junction,,,,,,,,,,,,NULL,,,,,,TS/BC.csv,,,,
D751,1750,1675,junction,,,,,,,,,,,,NULL,,,,,,TS/BC.csv,,,,
D752,1886,1811,junction,,,,,,,,,,,,NULL,,,,,,TS/BC.csv,,,,
D76b,1344,1269,junction,,,,,,,,,,,,NULL,,,,,,TS/BC.csv,,,,
D77,1336,1261,junction,,,,,,,,,,,,NULL,,,,,,TS/BC.csv,,,,
D801,1694,1619,junction,,,,,,,,,,,,NULL,,,,,,TS/BC.csv,,,,
D803,1696,1621,junction,,,,,,,,,,,,NULL,,,,,,TS/BC.csv,,,,
D804,1698,1623,junction,,,,,,,,,,,,NULL,,,,,,TS/BC.csv,,,,
D814,1700,1625,junction,,,,,,,,,,,,NULL,,,,,,TS/BC.csv,,,,
D816,1702,1627,junction,,,,,,,,,,,,NULL,,,,,,TS/BC.csv,,,,
D818,1704,1629,junction,,,,,,,,,,,,NULL,,,,,,TS/BC.csv,,,,
D820,1706,1631,junction,,,,,,,,,,,,NULL,,,,,,TS/BC.csv,,,,
D845,1850,1775,junction,,,,,,,,,,,,NULL,,,,,,TS/BC.csv,,,,
D847,1852,1777,junction,,,,,,,,,,,,NULL,,,,,,TS/BC.csv,,,,
D848,1854,1779,junction,,,,,,,,,,,,NULL,,,,,,TS/BC.csv,,,,
D849,1856,1781,junction,,,,,,,,,,,,NULL,,,,,,TS/BC.csv,,,,
D850,1858,1783,junction,,,,,,,,,,,,NULL,,,,,,TS/BC.csv,,,,
D851D852,1860,1785,junction,,,,,,,,,,,,NULL,,,,,,TS/BC.csv,,,,
D853,1862,1787,junction,,,,,,,,,,,,NULL,,,,,,TS/BC.csv,,,,
