Name,From,To,Type,lossCoeff,max_flow,min_flow,ReturnFlowProportion,cost,Q_var,networkCosts_var,Description
C90_GW15,C90,GW15,cost_link,1,10000000,0,,5000,NULL,NULL,
C54_D608,C54,D608,DEF_link,1,10000000,0,,,NULL,,
C54_C52,C54,C52,DEF_link,1,10000000,0,,,NULL,,
C52_C90,C52,C90,DEF_link,0.84,461,0,,,NULL,,
C52_C59,C52,C59,DEF_link,1,10000000,0,,,NULL,,
C59_SRTLB,C59,SRTLB,DEF_link,1,10000000,0,,,NULL,,
C609_D608,C609,D608,DEF_link,1,10000000,0,,,NULL,,
C609_C48,C609,C48,DEF_link,1,10000000,0,,,NULL,,
C53_C54,C53,C54,DEF_link,1,10000000,0,,,NULL,,
C53_C50,C53,C50,DEF_link,0.85,130.2,0,,,NULL,,
C53_C55,C53,C55,DEF_link,0.81,217.4,0,,,NULL,,
C56_C90,C56,C90,DEF_link,0.84,29.7,0,,,NULL,,
C56_C59,C56,C59,DEF_link,1,10000000,0,,,NULL,,
C56_C60,C56,C60,DEF_link,0.88,179.6,0,,,NULL,,
D606_C609,D606,C609,DEF_link,1,10000000,0,,,NULL,,
D606_C46,D606,C46,DEF_link,0.86,2.2,0,,,NULL,,
D606_C50,D606,C50,DEF_link,0.85,10000000,0,,,NULL,,
D649_C45,D649,C45,DEF_link,0.83,12.2,0,,,NULL,,
D649_D695,D649,D695,DEF_link,1,10000000,0.97,,,NULL,,
D649_C46,D649,C46,DEF_link,0.86,4.3,0,,,NULL,,
C46_CVPM13,C46,CVPM13,DEF_link,1,10000000,0,,,NULL,,
C46_D694,C46,D694,DEF_link,1,10000000,0,,,NULL,,
C46_GW13,C46,GW13,cost_link,1,10000000,0,,5000,NULL,NULL,
D647_D649,D647,D649,DEF_link,1,10000000,0,,,NULL,,
D646_D647,D646,D647,DEF_link,1,10000000,0,,,NULL,,
D645_C45,D645,C45,DEF_link,0.83,5.4,0,,,NULL,,
D645_C46,D645,C46,DEF_link,0.86,111.4,0,,,NULL,,
D645_D646,D645,D646,DEF_link,1,10000000,0,,,NULL,,
D643_D645,D643,D645,DEF_link,1,10000000,0,,,NULL,,
D642_D643,D642,D643,DEF_link,1,10000000,0,,,NULL,,
D605_D606,D605,D606,DEF_link,1,10000000,0,,,NULL,,
C72_C46,C72,C46,DEF_link,0.86,89.5,0,,,NULL,,
D622_D624,D622,D624,DEF_link,1,10000000,0,,,NULL,,
D632_D634,D632,D634,DEF_link,1,10000000,0,,,NULL,,
D634_C46,D634,C46,DEF_link,0.86,42.9,0,,,NULL,,
D634_C47,D634,C47,DEF_link,1,10000000,0,,,NULL,,
C47_D692,C47,D692,DEF_link,1,10000000,0,,,NULL,,
D692_D693,D692,D693,DEF_link,1,10000000,0,,,NULL,,
D693_D619,D693,D619,DEF_link,1,10000000,0,,,NULL,,
C48_C47,C48,C47,DEF_link,1,10000000,0,,,NULL,,
D624_C46,D624,C46,DEF_link,0.86,57.2,0,,,NULL,,
D624_C48,D624,C48,DEF_link,1,10000000,0,,,NULL,,
C318_D692,C318,D692,DEF_link,1,10000000,0,,,NULL,,
C50_CVPM16,C50,CVPM16,DEF_link,1,10000000,0,,,NULL,,
C50_C53,C50,C53,DEF_link,1,10000000,0,,,NULL,,
C50_GW16,C50,GW16,cost_link,1,10000000,0,,5000,NULL,NULL,
C49_C50,C49,C50,DEF_link,0.85,6.8,0,,,NULL,,
C49_C76,C49,C76,DEF_link,1,10000000,0,,,NULL,,
C55_CVPM17,C55,CVPM17,DEF_link,1,10000000,0,,,NULL,,
C55_C53,C55,C53,DEF_link,1,10000000,0,,,NULL,,
C55_GW17,C55,GW17,cost_link,1,10000000,0,,5000,NULL,NULL,
C76_C55,C76,C55,DEF_link,0.81,12.9,0,,,NULL,,
C76_C688,C76,C688,DEF_link,1,10000000,0,,,NULL,,
C51_C53,C51,C53,DEF_link,1,10000000,0,,,NULL,,
C89_C56,C89,C56,DEF_link,1,10000000,0,,,NULL,,
C688_C60,C688,C60,DEF_link,0.88,172.3,0,,,NULL,,
C688_C62,C688,C62,DEF_link,1,10000000,0,,,NULL,,
C58_C59,C58,C59,DEF_link,1,10000000,0,,,NULL,,
C58_C60,C58,C60,DEF_link,0.88,23.1,0,,,NULL,,
C57_C58,C57,C58,DEF_link,1,10000000,0,,,NULL,,
C60_CVPM18,C60,CVPM18,DEF_link,1,10000000,0,,,NULL,,
C60_C688,C60,C688,DEF_link,1,10000000,0,,,NULL,,
C60_Pixley,C60,Pixley,DEF_link,0.5,10000000,0,,,NULL,,
C60_GW18,C60,GW18,cost_link,1,10000000,0,,5000,NULL,NULL,
Pixley_SRTLB,Pixley,SRTLB,DEF_link,0.001,10000000,0,,,NULL,,
D845_D847,D845,D847,DEF_link,1,10000000,0,,,NULL,,
D845_D850,D845,D850,DEF_link,1,10000000,0,,,NULL,,
D847_D848,D847,D848,DEF_link,1,10000000,0,,,NULL,,
D847_C100,D847,C100,DEF_link,1,25.16,0,,,NULL,,
D848_D849,D848,D849,DEF_link,1,10000000,0,,,NULL,,
D849_StBarbara,D849,StBarbara,DEF_link,1,10000000,0,,,NULL,,
D850_D851D852,D850,D851D852,DEF_link,1,10000000,0,,,NULL,,
D850_C100,D850,C100,DEF_link,0.99,237.42,0,,,NULL,,
D851D852_D853,D851D852,D853,DEF_link,1,10000000,0,,,NULL,,
D853_C95,D853,C95,DEF_link,1,10000000,0,,,NULL,,
C95_KernRef,C95,KernRef,DEF_link,0.87,10000000,0,,,NULL,,
C95_D752,C95,D752,DEF_link,1,10000000,0,,,NULL,,
KernRef_SRTLB,KernRef,SRTLB,DEF_link,0.001,10000000,0,,,NULL,,
C100_CVPM19,C100,CVPM19,DEF_link,1,10000000,0,,,NULL,,
C100_D850,C100,D850,DEF_link,1,10000000,0,,,NULL,,
C100_GW19,C100,GW19,cost_link,1,10000000,0,,5000,NULL,NULL,
C62_C100,C62,C100,DEF_link,0.99,3.5,0,,,NULL,,
C62_C64,C62,C64,DEF_link,1,10000000,0,,,NULL,,
C64_C689,C64,C689,DEF_link,1,10000000,0,,,NULL,,
C64_C63,C64,C63,DEF_link,0.89,69.4,0,,,NULL,,
C689_C66,C689,C66,DEF_link,0.95,28.8,0,,,NULL,,
C63_CVPM20,C63,CVPM20,DEF_link,1,10000000,0,,,NULL,,
C63_C65,C63,C65,DEF_link,1,10000000,0,,,NULL,,
C63_GW20,C63,GW20,cost_link,1,10000000,0,,5000,NULL,NULL,
C65_C100,C65,C100,DEF_link,1,84.7,0,,,NULL,,
C65_C63,C65,C63,DEF_link,0.89,135.5,0,,,NULL,,
C65_C97,C65,C97,DEF_link,1,10000000,0,,,NULL,,
C65_C66,C65,C66,DEF_link,1,135.5,0,,,NULL,,
C74_C100,C74,C100,DEF_link,0.99,10000000,0,,,NULL,,
C74_C63,C74,C63,DEF_link,0.89,10000000,0,,,NULL,,
C74_D752,C74,D752,DEF_link,1,10000000,0,,,NULL,,
C74_C66,C74,C66,DEF_link,0.95,30.6,0,,,NULL,,
C97_C73,C97,C73,DEF_link,1,10000000,0,,,NULL,,
C97_Bfield,C97,Bfield,cost_link,1,36.37,0,,,NULL,NULL,
C73_C100,C73,C100,DEF_link,0.99,10000000,0,,,NULL,,
C73_D859,C73,D859,DEF_link,1,10000000,0,,,NULL,,
C73_SRBLV,C73,SRBLV,DEF_link,1,10000000,0,,,NULL,,
D752_C74,D752,C74,DEF_link,1,30.62,0,,,NULL,,
D752_D855D857,D752,D855D857,DEF_link,1,10000000,0,,,NULL,,
D855D857_D859,D855D857,D859,DEF_link,1,10000000,0,,,NULL,,
D855D857_C98,D855D857,C98,DEF_link,1,88.6,0,,,NULL,,
D859_D860,D859,D860,DEF_link,1,10000000,0,,,NULL,,
C66_CVPM21,C66,CVPM21,DEF_link,1,10000000,0,,,NULL,,
C66_GW21,C66,GW21,cost_link,1,10000000,0,,5000,NULL,NULL,
C98_D855D857,C98,D855D857,DEF_link,1,10000000,0,,,NULL,,
C98_C66,C98,C66,DEF_link,0.95,98.13,0,,,NULL,,
C98_GW21,C98,GW21,cost_link,1,10000000,0,,,NULL,NULL,
D860_D863,D860,D863,DEF_link,1,10000000,0,,,NULL,,
dum_GW21,dum,GW21,cost_link,1,10000000,0,,,NULL,NULL,
D710_D814,D710,D814,DEF_link,1,10000000,0,,,NULL,,
D710_D712,D710,D712,DEF_link,1,10000000,0,,,NULL,,
D712_D722,D712,D722,DEF_link,1,10000000,0,,,NULL,,
D703_D710,D703,D710,DEF_link,1,10000000,0,,,NULL,,
D863_C98,D863,C98,DEF_link,1,14.6,0,,,NULL,,
D863_C103,D863,C103,DEF_link,1,10000000,0,,,NULL,,
C103_outflow2,C103,outflow2,DEF_link,1,10000000,0,,,NULL,,
GW11_C172,GW11,C172,DEF_link,1,52.22,0,,,NULL,,
GW11_CVPM11UR,GW11,CVPM11UR,DEF_link,1,10000000,0,,,NULL,,
GW12_C45,GW12,C45,DEF_link,1,80.56,0,,,NULL,,
GW12_CVPM12UR,GW12,CVPM12UR,DEF_link,1,10000000,0,,,NULL,,
GW10_C84,GW10,C84,DEF_link,1,197.88,0,,,NULL,,
GW10_CVPM10UR,GW10,CVPM10UR,DEF_link,1,10000000,0,,,NULL,,
GWSC_OakFlat,GWSC,OakFlat,DEF_link,1,30.5,0,,,NULL,,
GW14_C91,GW14,C91,DEF_link,1,332.85,0,,,NULL,,
GW13_C46,GW13,C46,DEF_link,1,290.96,0,,,NULL,,
GW13_CVPM13UR,GW13,CVPM13UR,DEF_link,1,10000000,0,,,NULL,,
GW16_C50,GW16,C50,DEF_link,1,60.76,0,,,NULL,,
GW16_FRESNO,GW16,FRESNO,DEF_link,1,10000000,0,,,NULL,,
GW17_C55,GW17,C55,DEF_link,1,152.39,0,,,NULL,,
GW17_CVPM17UR,GW17,CVPM17UR,DEF_link,1,10000000,0,,,NULL,,
GW18_C60,GW18,C60,DEF_link,1,384.95,0,,,NULL,,
GW18_CVPM18UR,GW18,CVPM18UR,DEF_link,1,10000000,0,,,NULL,,
GW15_C90,GW15,C90,DEF_link,1,407.88,0,,,NULL,,
GW15_CVPM15UR,GW15,CVPM15UR,DEF_link,1,8.63,0,,,NULL,,
GW19_D851D852,GW19,D851D852,DEF_link,1,10000000,0,,,NULL,,
GW19_C100,GW19,C100,DEF_link,1,171.1,0,,,NULL,,
GW19_CVPM19UR,GW19,CVPM19UR,DEF_link,1,10000000,0,,,NULL,,
GW20_C63,GW20,C63,DEF_link,1,108.1,0,,,NULL,,
GW20_CVPM20UR,GW20,CVPM20UR,DEF_link,1,10000000,0,,,NULL,,
GW21_C66,GW21,C66,DEF_link,1,228.31,0,,,NULL,,
GW21_C98,GW21,C98,DEF_link,1,10000000,0,,,NULL,,
GW21_Bfield,GW21,Bfield,DEF_link,1,33,0,,,NULL,,
GW21_CVPM21UR,GW21,CVPM21UR,DEF_link,1,10000000,0,,,NULL,,
CVPM11UR_GW11,CVPM11UR,GW11,return_link,1,10000000,0,1,,NULL,,
CVPM12UR_GW12,CVPM12UR,GW12,return_link,1,10000000,0,1,,NULL,,
CVPM10UR_GW10,CVPM10UR,GW10,return_link,1,10000000,0,1,,NULL,,
OakFlat_dummy1,OakFlat,dummy1,return_link,1,10000000,0,1,,NULL,,
CVPM14UR_GW14,CVPM14UR,GW14,return_link,1,10000000,0,1,,NULL,,
CVPM13UR_GW13,CVPM13UR,GW13,return_link,1,10000000,0,1,,NULL,,
FRESNO_D605,FRESNO,D605,return_link,1,10000000,0,1,,NULL,,
CVPM17UR_GW17,CVPM17UR,GW17,return_link,1,10000000,0,1,,NULL,,
CVPM18UR_GW18,CVPM18UR,GW18,return_link,1,10000000,0,1,,NULL,,
CVPM15UR_GW15,CVPM15UR,GW15,return_link,1,10000000,0,1,,NULL,,
CVPM20UR_GW20,CVPM20UR,GW20,return_link,1,10000000,0,1,,NULL,,
CVPM19UR_GW19,CVPM19UR,GW19,return_link,1,10000000,0,1,,NULL,,
Bfield_dum,Bfield,dum,return_link,1,10000000,0,1,,NULL,,
CVPM21UR_GW21,CVPM21UR,GW21,return_link,1,10000000,0,1,,NULL,,
