Name ,from,to,WRSE Ref,Type,Zone generic,Co. From,Co. to,Zone from,Zone to,Company,WRZ,Earliest Start Year,Year Activated,End year,Asset life,DO,Demand flow,Demand + THR flow,Financial cost,Financial cost spent,Financial vopex,Financial vopex spent,EnvSoc cost,EnvSoc cost spent,EnvSoc vopex,EnvSoc vopex spent,Carbon const,Carbon capital cost spent,Carbon fopex,Carbon fopex cost spent,Carbon vopex,Carbon vopex cost spent,Transfer type,Ratchet,Full capacity,Description,Bi-directional
Lft1228_ph2b,UpperThames,ExDO42,TWU-CTR-LON-0229,Intra-company transfer,WRZ22,TWU,TWU,Thames,WRZ22,TWU,LON,2026,NULL,,60,Array_Link_DO.csv,NULL,NULL,Array_Link_Financial_Cost.csv,NULL,0,NULL,Array_Link_EnvSoc_Cost.csv,NULL,0,NULL,0,NULL,0,NULL,0,NULL,Intra-company transfer option,0,,Transfer-Supported STT Deerhurst 89 (2 zone Lon),
Lft1229_ph2b,UpperThames,ExDO43,TWU-CTR-SWX-0229,Intra-company transfer,WRZ23,TWU,TWU,Thames,WRZ23,TWU,SWX,2026,NULL,,60,Array_Link_DO.csv,NULL,NULL,Array_Link_Financial_Cost.csv,NULL,0,NULL,Array_Link_EnvSoc_Cost.csv,NULL,0,NULL,0,NULL,0,NULL,0,NULL,Intra-company transfer option,0,,Transfer-Supported STT Deerhurst 89 (2 zone SWOX),
Lft1230_ph2b,UpperThames,ExDO42,TWU-CTR-LON-0362,Intra-company transfer,WRZ22,TWU,TWU,Thames,WRZ22,TWU,LON,2021,NULL,,60,Array_Link_DO.csv,NULL,NULL,Array_Link_Financial_Cost.csv,NULL,0,NULL,Array_Link_EnvSoc_Cost.csv,NULL,0,NULL,0,NULL,0,NULL,0,NULL,Intra-company transfer option,0,,Transfer-Unsupported STT Cots.Canal 100 Ml/d (2 zone Lon),
Lft1231_ph2b,UpperThames,ExDO43,TWU-CTR-SWX-0362,Intra-company transfer,WRZ23,TWU,TWU,Thames,WRZ23,TWU,SWX,2021,NULL,,60,Array_Link_DO.csv,NULL,NULL,Array_Link_Financial_Cost.csv,NULL,0,NULL,Array_Link_EnvSoc_Cost.csv,NULL,0,NULL,0,NULL,0,NULL,0,NULL,Intra-company transfer option,0,,Transfer-Unsupported STT Cots.Canal 100 Ml/d (2 zone SWOX),
Lft1232_ph2b,UpperThames,ExDO42,TWU-CTR-LON-0363,Intra-company transfer,WRZ22,TWU,TWU,Thames,WRZ22,TWU,LON,2021,NULL,,60,Array_Link_DO.csv,NULL,NULL,Array_Link_Financial_Cost.csv,NULL,0,NULL,Array_Link_EnvSoc_Cost.csv,NULL,0,NULL,0,NULL,0,NULL,0,NULL,Intra-company transfer option,0,,Transfer-Unsupported STT Cots.Canal 50 Ml/d (2 zone Lon),
Lft1233_ph2b,UpperThames,ExDO43,TWU-CTR-SWX-0363,Intra-company transfer,WRZ23,TWU,TWU,Thames,WRZ23,TWU,SWX,2021,NULL,,60,Array_Link_DO.csv,NULL,NULL,Array_Link_Financial_Cost.csv,NULL,0,NULL,Array_Link_EnvSoc_Cost.csv,NULL,0,NULL,0,NULL,0,NULL,0,NULL,Intra-company transfer option,0,,Transfer-Unsupported STT Cots.Canal 50 Ml/d (2 zone SWOX),
Lft1234_ph2b,UpperThames,ExDO42,TWU-CTR-LON-0624,Intra-company transfer,WRZ22,TWU,TWU,Thames,WRZ22,TWU,LON,2021,NULL,,60,Array_Link_DO.csv,NULL,NULL,Array_Link_Financial_Cost.csv,NULL,0,NULL,Array_Link_EnvSoc_Cost.csv,NULL,0,NULL,0,NULL,0,NULL,0,NULL,Intra-company transfer option,0,,Transfer-Unsupported STT Deerhurst 100 Ml/d (2 zone Lon),
Lft1235_ph2b,UpperThames,ExDO43,TWU-CTR-SWX-0624,Intra-company transfer,WRZ23,TWU,TWU,Thames,WRZ23,TWU,SWX,2021,NULL,,60,Array_Link_DO.csv,NULL,NULL,Array_Link_Financial_Cost.csv,NULL,0,NULL,Array_Link_EnvSoc_Cost.csv,NULL,0,NULL,0,NULL,0,NULL,0,NULL,Intra-company transfer option,0,,Transfer-Unsupported STT Deerhurst 100 Ml/d (2 zone SWOX),
Lft1236_ph2b,UpperThames,ExDO42,TWU-CTR-LON-0623,Intra-company transfer,WRZ22,TWU,TWU,Thames,WRZ22,TWU,LON,2021,NULL,,60,Array_Link_DO.csv,NULL,NULL,Array_Link_Financial_Cost.csv,NULL,0,NULL,Array_Link_EnvSoc_Cost.csv,NULL,0,NULL,0,NULL,0,NULL,0,NULL,Intra-company transfer option,0,,Transfer-Unsupported STT Deerhurst 200 Ml/d (2 zone Lon),
Lft1237_ph2b,UpperThames,ExDO43,TWU-CTR-SWX-0623,Intra-company transfer,WRZ23,TWU,TWU,Thames,WRZ23,TWU,SWX,2021,NULL,,60,Array_Link_DO.csv,NULL,NULL,Array_Link_Financial_Cost.csv,NULL,0,NULL,Array_Link_EnvSoc_Cost.csv,NULL,0,NULL,0,NULL,0,NULL,0,NULL,Intra-company transfer option,0,,Transfer-Unsupported STT Deerhurst 200 Ml/d (2 zone SWOX),
Lft1238_ph2b,UpperThames,ExDO42,TWU-CTR-LON-0620,Intra-company transfer,WRZ22,TWU,TWU,Thames,WRZ22,TWU,LON,2021,NULL,,60,Array_Link_DO.csv,NULL,NULL,Array_Link_Financial_Cost.csv,NULL,0,NULL,Array_Link_EnvSoc_Cost.csv,NULL,0,NULL,0,NULL,0,NULL,0,NULL,Intra-company transfer option,0,,Transfer-Unsupported STT Deerhurst 300 Ml/d (2 zone Lon),
Lft1239_ph2b,UpperThames,ExDO43,TWU-CTR-SWX-0620,Intra-company transfer,WRZ23,TWU,TWU,Thames,WRZ23,TWU,SWX,2021,NULL,,60,Array_Link_DO.csv,NULL,NULL,Array_Link_Financial_Cost.csv,NULL,0,NULL,Array_Link_EnvSoc_Cost.csv,NULL,0,NULL,0,NULL,0,NULL,0,NULL,Intra-company transfer option,0,,Transfer-Unsupported STT Deerhurst 300 Ml/d (2 zone SWOX),
Lft3002_ph2b,UpperThames,ExDO43,TWU-RTR-SWX-0810,Intra-company transfer,WRZ23,TWU,TWU,Thames,WRZ23,TWU,SWX,2026,NULL,,60,Array_Link_DO.csv,NULL,NULL,Array_Link_Financial_Cost.csv,NULL,0,NULL,Array_Link_EnvSoc_Cost.csv,NULL,0,NULL,0,NULL,0,NULL,0,NULL,Intra-company transfer option,0,,Transfer-Supported STT Deerhurst 125 (2 zone SWOX) ,
Lft3003_ph2b,UpperThames,ExDO42,TWU-RTR-LON-0810,Intra-company transfer,WRZ22,TWU,TWU,Thames,WRZ22,TWU,LON,2026,NULL,,60,Array_Link_DO.csv,NULL,NULL,Array_Link_Financial_Cost.csv,NULL,0,NULL,Array_Link_EnvSoc_Cost.csv,NULL,0,NULL,0,NULL,0,NULL,0,NULL,Intra-company transfer option,0,,Transfer-Supported STT Deerhurst 125 (2 zone Lon),
Lft3500_ph2b,UpperThames,ExDO42,TWU-CTR-LON-0007,Intra-company transfer,WRZ22,TWU,TWU,Thames,WRZ22,TWU,LON,2026,NULL,,60,Array_Link_DO.csv,NULL,NULL,Array_Link_Financial_Cost.csv,NULL,0,NULL,Array_Link_EnvSoc_Cost.csv,NULL,0,NULL,0,NULL,0,NULL,0,NULL,Intra-company transfer option,0,,RES RR Abingdon 75,
Lft3501_ph2b,UpperThames,ExDO43,TWU-CTR-SWX-0007,Intra-company transfer,WRZ23,TWU,TWU,Thames,WRZ23,TWU,SWX,2026,NULL,,60,Array_Link_DO.csv,NULL,NULL,Array_Link_Financial_Cost.csv,NULL,0,NULL,Array_Link_EnvSoc_Cost.csv,NULL,0,NULL,0,NULL,0,NULL,0,NULL,Intra-company transfer option,0,,RES RR Abingdon 75,
Lft3140_ph2b,ExDO42,FS01,TWU-CTR-LON-5080,Inter-company transfer,FS01,TWU,TWU,WRZ22,FS01,TWU,HON,2018,NULL,,60,Array_Link_DO.csv,NULL,NULL,Array_Link_Financial_Cost.csv,NULL,10.08,NULL,Array_Link_EnvSoc_Cost.csv,NULL,0,NULL,0,NULL,0,NULL,0,NULL,Inter-company transfer,1,,TW London to Honor Oak - 45Mld ,
Lft3141_ph2b,ExDO42,FS01,TWU-CTR-LON-5081,Inter-company transfer,FS01,TWU,TWU,WRZ22,FS01,TWU,HON,2018,NULL,,60,Array_Link_DO.csv,NULL,NULL,Array_Link_Financial_Cost.csv,NULL,10.08,NULL,Array_Link_EnvSoc_Cost.csv,NULL,0,NULL,0,NULL,0,NULL,0,NULL,Inter-company transfer,1,,TW London to Honor Oak - 10Mld ,
Lft3142_ph2b,ExDO42,FS01,TWU-CTR-LON-5082,Inter-company transfer,FS01,TWU,TWU,WRZ22,FS01,TWU,HON,2018,NULL,,60,Array_Link_DO.csv,NULL,NULL,Array_Link_Financial_Cost.csv,NULL,10.08,NULL,Array_Link_EnvSoc_Cost.csv,NULL,0,NULL,0,NULL,0,NULL,0,NULL,Inter-company transfer,1,,TW London to Honor Oak - 20Mld ,
Lft3143_ph2b,ExDO42,FS01,TWU-CTR-LON-5083,Inter-company transfer,FS01,TWU,TWU,WRZ22,FS01,TWU,HON,2018,NULL,,60,Array_Link_DO.csv,NULL,NULL,Array_Link_Financial_Cost.csv,NULL,10.08,NULL,Array_Link_EnvSoc_Cost.csv,NULL,0,NULL,0,NULL,0,NULL,0,NULL,Inter-company transfer,1,,TW London to Honor Oak - 30Mld ,
Lft3144_ph2b,ExDO42,FS01,TWU-CTR-LON-5084,Inter-company transfer,FS01,TWU,TWU,WRZ22,FS01,TWU,HON,2018,NULL,,60,Array_Link_DO.csv,NULL,NULL,Array_Link_Financial_Cost.csv,NULL,10.08,NULL,Array_Link_EnvSoc_Cost.csv,NULL,0,NULL,0,NULL,0,NULL,0,NULL,Inter-company transfer,1,,TW London to Honor Oak - 40Mld ,
Lft009c_ph2b,ExDO29,ExDO39b,SEW-RTR-ESU-5390,Inter-company transfer,WRZ19B,SEW,SES,WRZ13,WRZ19B,SEW,ESU,2020,NULL,,60,Array_Link_DO.csv,NULL,NULL,Array_Link_Financial_Cost.csv,NULL,0,NULL,Array_Link_EnvSoc_Cost.csv,NULL,0,NULL,769.7056272,NULL,0,NULL,0,NULL,Inter-company transfer,0,,SEW Whitely Hill to SESW Outwood,Bi-directional
Lft009a_ph2b,ExDO29,ExDO39b,SES-RTR-ESU-5040,Inter-company transfer,WRZ19B,SEW,SES,WRZ13,WRZ19B,SES,ESU,2017,NULL,,60,Array_Link_DO.csv,NULL,NULL,Array_Link_Financial_Cost.csv,NULL,123.0045054,NULL,Array_Link_EnvSoc_Cost.csv,NULL,0,NULL,1125.203047,NULL,0,NULL,0.296890266,NULL,Inter-company transfer,0,,5Ml/d (ADO or PDO) transfer from SEW (RZ2) at Maidenbower/Whitely Hill to East Surrey (Outwood),Bi-directional
Loc52_ph2,ExDO39b,ExDO39b,SES-ETR-ESU-5020,Existing transfer,WRZ19B,SES,SES,WRZ19B,WRZ19B,,ESU,2015,NULL,2040,60,Array_Link_DO.csv,timeseries_LINK_Flow.csv,timeseries_LINK_Flow.csv,,,,,,,,,,NULL,,NULL,,NULL,Local transfer,,0,Bough Beech to East Surrey local,
Lex042_ph2,ExDO39a,ExDO39b,SES-ETR-ESU-5011,Existing transfer,WRZ19B,SES,SES,WRZ19A,WRZ19B,,ESU,2015,NULL,2040,60,Array_Link_DO.csv,timeseries_LINK_Flow.csv,timeseries_LINK_Flow.csv,,,,,,,,,,NULL,,NULL,,NULL,Existing transfer intra company,,0,From Sutton to East Surrey (Margery to Buckland),
Lex040_ph2,ExDO39b,ExDO39a,SES-ETR-SUT-5000,Existing transfer,WRZ19A,SES,SES,WRZ19B,WRZ19A,,SUT,2015,NULL,2040,60,Array_Link_DO.csv,timeseries_LINK_Flow.csv,timeseries_LINK_Flow.csv,,,,,,,,,,NULL,,NULL,,NULL,Existing transfer intra company,,0,From East Surrey to Sutton (The Avenue),
Lex041_ph2,ExDO39b,ExDO39a,SES-ETR-SUT-5010,Existing transfer,WRZ19A,SES,SES,WRZ19B,WRZ19A,,SUT,2015,NULL,2040,60,Array_Link_DO.csv,timeseries_LINK_Flow.csv,timeseries_LINK_Flow.csv,,,,,,,,,,NULL,,NULL,,NULL,Existing transfer intra company,,0,From East Surrey to Sutton (Buckland to Margery),
Lex015_ph2,ExDO35,ExDO38,VWS-ETR-VWS-5010,Existing transfer,WRZ18,SEW,VWS,WRZ17,WRZ18,,VWS,2015,NULL,2014,60,Array_Link_DO.csv,timeseries_LINK_Flow.csv,timeseries_LINK_Flow.csv,,,,,,,,,,NULL,,NULL,,NULL,Ex.  transfer with negotiated period,,1,Barham Import,
Lex021_ph2,ExDO30,ExDO29,SEW-ETR-RZ2-0110,Existing transfer,WRZ13,SEW,SEW,WRZ14,WRZ13,,RZ2,2015,NULL,2040,60,Array_Link_DO.csv,timeseries_LINK_Flow.csv,timeseries_LINK_Flow.csv,,,,,,,,,,NULL,,NULL,,NULL,Existing transfer intra company,,0,SEW Arlington Eastbourne to SEW Barcombe Mid-Sussex,
Lex051_ph2,ExDO12,ExDO32a,SEW-ETR-RZ6-0240,Existing transfer,WRZ16A,SWS,SEW,WRZ06,WRZ16A,,RZ6,2015,NULL,2040,60,Array_Link_DO.csv,timeseries_LINK_Flow.csv,timeseries_LINK_Flow.csv,,,,,,,,,,NULL,,NULL,,NULL,Ex.  transfer,,1,SWS Kent Medway Pitfield Booster to RZ6,
Lex031_ph2,ExDO56,ExDO27,SEW-ETR-RZ4-0270,Existing transfer,WRZ11,AFF,SEW,WRZ36,WRZ11,,RZ4,2015,NULL,2040,60,Array_Link_DO.csv,timeseries_LINK_Flow.csv,timeseries_LINK_Flow.csv,,,,,,,,,,NULL,,NULL,,NULL,Existing transfer perpetual,,1,Egham (zone 6) bulk supply to SEW (RZ4),
Lex022_ph2,ExDO29,ExDO30,SEW-ETR-RZ3-0120,Existing transfer,WRZ14,SEW,SEW,WRZ13,WRZ14,,RZ3,2015,NULL,2040,60,Array_Link_DO.csv,timeseries_LINK_Flow.csv,timeseries_LINK_Flow.csv,,,,,,,,,,NULL,,NULL,,NULL,Existing transfer intra company,,0,SEW Barcombe Mid-Sussex to SEW Arlington Eastbourne,
Lex023_ph2,ExDO29,ExDO31,SEW-ETR-RZ1-0130,Existing transfer,WRZ15,SEW,SEW,WRZ13,WRZ15,,RZ1,2015,NULL,2040,60,Array_Link_DO.csv,timeseries_LINK_Flow.csv,timeseries_LINK_Flow.csv,,,,,,,,,,NULL,,NULL,,NULL,Existing transfer intra company,,0,SEW Mid Sussex (Horsted Keynes) to SEW Medway (Pembury) ,
Lex024_ph2,ExDO31,ExDO29,SEW-ETR-RZ2-0140,Existing transfer,WRZ13,SEW,SEW,WRZ15,WRZ13,,RZ2,2015,NULL,2040,60,Array_Link_DO.csv,timeseries_LINK_Flow.csv,timeseries_LINK_Flow.csv,,,,,,,,,,NULL,,NULL,,NULL,Existing transfer intra company,,0,SEW Medway (Pembury) to SEW Mid-Sussex (Horsted Keynes) ,
Lex025_ph2,ExDO27,ExDO28,SEW-ETR-RZ5-0150,Existing transfer,WRZ12,SEW,SEW,WRZ11,WRZ12,,RZ5,2015,NULL,2040,60,Array_Link_DO.csv,timeseries_LINK_Flow.csv,timeseries_LINK_Flow.csv,,,,,,,,,,NULL,,NULL,,NULL,Existing transfer intra company,,0,SEW Northern North to SEW Northern South,
Lex026_ph2,ExDO28,ExDO27,SEW-ETR-RZ4-0160,Existing transfer,WRZ11,SEW,SEW,WRZ12,WRZ11,,RZ4,2015,NULL,2040,60,Array_Link_DO.csv,timeseries_LINK_Flow.csv,timeseries_LINK_Flow.csv,,,,,,,,,,NULL,,NULL,,NULL,Existing transfer intra company,,0,SEW Northern South to SEW Northern North,
Lex029_ph2,ExDO32b,ExDO35,SEW-ETR-RZ8-0170,Existing transfer,WRZ17,SEW,SEW,WRZ16B,WRZ17,,RZ8,2015,NULL,2040,60,Array_Link_DO.csv,timeseries_LINK_Flow.csv,timeseries_LINK_Flow.csv,,,,,,,,,,NULL,,NULL,,NULL,Existing transfer intra company,,0,Bewl to Ashford Trunk Main,
Lex030_ph2,ExDO35,ExDO32b,SEW-ETR-RZ7-0180,Existing transfer,WRZ16B,SEW,SEW,WRZ17,WRZ16B,,RZ7,2015,NULL,2040,60,Array_Link_DO.csv,timeseries_LINK_Flow.csv,timeseries_LINK_Flow.csv,,,,,,,,,,NULL,,NULL,,NULL,Existing transfer intra company,,0,Ashford to Bewl Trunk Main,
Lex036_ph2,ExDO32b,ExDO31,SEW-ETR-RZ1-0190,Existing transfer,WRZ15,SEW,SEW,WRZ16B,WRZ15,,RZ1,2015,NULL,2040,60,Array_Link_DO.csv,timeseries_LINK_Flow.csv,timeseries_LINK_Flow.csv,,,,,,,,,,NULL,,NULL,,NULL,Existing transfer intra company,,0,SEW RZ 7 to SEW Medway (RZ1),
Lex005_ph2,ExDO03,ExDO29,SEW-ETR-RZ2-0020,Existing transfer,WRZ13,SWS,SEW,WRZ03,WRZ13,,RZ2,2015,NULL,2021,60,Array_Link_DO.csv,timeseries_LINK_Flow.csv,timeseries_LINK_Flow.csv,,,,,,,,,,NULL,,NULL,,NULL,Ex.  transfer with negotiated period,,1,SWS Weir Wood Res. to SEW Mid -Sussex (RZ2),
Lex037_ph2,ExDO35,ExDO32a,SEW-ETR-RZ6-0200,Existing transfer,WRZ16A,SEW,SEW,WRZ17,WRZ16A,,RZ6,2015,NULL,2040,60,Array_Link_DO.csv,timeseries_LINK_Flow.csv,timeseries_LINK_Flow.csv,,,,,,,,,,NULL,,NULL,,NULL,Existing transfer intra company,,0,SEW RZ8 to RZ6 (Hollingbourne to Maidstone),
Lex039_ph2,ExDO32a,ExDO35,SEW-ETR-RZ8-0210,Existing transfer,WRZ17,SEW,SEW,WRZ16A,WRZ17,,RZ8,2015,NULL,2040,60,Array_Link_DO.csv,timeseries_LINK_Flow.csv,timeseries_LINK_Flow.csv,,,,,,,,,,NULL,,NULL,,NULL,Existing transfer intra company,,0,SEW RZ6 to SEW RZ8 (Maidstone to Hollingbourne),
Loc24_ph2,ExDO35,ExDO35,SEW-ETR-RZ8-0220,Existing transfer,WRZ17,SEW,SEW,WRZ17,WRZ17,,RZ8,2015,NULL,2040,60,Array_Link_DO.csv,timeseries_LINK_Flow.csv,timeseries_LINK_Flow.csv,,,,,,,,,,NULL,,NULL,,NULL,Local transfer,,0,SEW Kingston Local (to SEW RZ 8),
Lex050_ph2,ExDO32b,ExDO29,SEW-ETR-RZ2-0230,Existing transfer,WRZ13,SEW,SEW,WRZ16B,WRZ13,,RZ2,2015,NULL,2015,60,Array_Link_DO.csv,timeseries_LINK_Flow.csv,timeseries_LINK_Flow.csv,,,,,,,,,,NULL,,NULL,,NULL,Existing transfer intra company,,0,Transfer from Bewl to Best Beech (RZ7 - RZ2),
Lex011_ph2,ExDO32a,ExDO32b,SEW-ETR-RZ7-0250,Existing transfer,WRZ16B,SEW,SEW,WRZ16A,WRZ16B,,RZ7,2015,NULL,2040,60,Array_Link_DO.csv,timeseries_LINK_Flow.csv,timeseries_LINK_Flow.csv,,,,,,,,,,NULL,,NULL,,NULL,Existing transfer intra company,,0,SEW RZ 6 to RZ7 - 2Ml/d transfer,
Lex007_ph2,ExDO12,ExDO32a,SEW-ETR-RZ6-0030,Existing transfer,WRZ16A,SWS,SEW,WRZ06,WRZ16A,,RZ6,2015,NULL,2040,60,Array_Link_DO.csv,timeseries_LINK_Flow.csv,timeseries_LINK_Flow.csv,,,,,,,,,,NULL,,NULL,,NULL,Existing transfer perpetual,,1,SWS Belmont Scheme to SEW RZ6,
Lex008_ph2,ExDO13,FS02,SEW-ETR-BEJ-0040,Existing transfer,FS02,SWS,SWS,ExDO13j,FS02,,BEJ,2015,NULL,2040,60,Array_Link_DO.csv,timeseries_LINK_Flow.csv,timeseries_LINK_Flow.csv,,,,,,,,,,NULL,,NULL,,NULL,Existing transfer perpetual,,1,Bewl-Medway scheme to Flow split junction,
Lex009_ph2,FS02,ExDO32b,SEW-ETR-RZ7-0050,Existing transfer,WRZ16B,SWS,SEW,FS02,WRZ16B,,RZ7,2015,NULL,2040,60,Array_Link_DO.csv,timeseries_LINK_Flow.csv,timeseries_LINK_Flow.csv,,,,,,,,,,NULL,,NULL,,NULL,Existing transfer,,0,Bewl-Medway scheme to SEW RZ 7,
Lex010_ph2,FS02,ExDO32a,SEW-ETR-RZ6-0060,Existing transfer,WRZ16A,SWS,SEW,FS02,WRZ16A,,RZ6,2015,NULL,2040,60,Array_Link_DO.csv,timeseries_LINK_Flow.csv,timeseries_LINK_Flow.csv,,,,,,,,,,NULL,,NULL,,NULL,Existing transfer,,0,Bewl-Medway scheme to SEW RZ 6,
Lex001_ph2,ExDO01c,ExDO02,SWS-ETR-IOW-5010,Existing transfer,WRZ02,SWS,SWS,WRZ01C,WRZ02,,IOW,2015,NULL,2040,60,Array_Link_DO.csv,timeseries_LINK_Flow.csv,timeseries_LINK_Flow.csv,,,,,,,,,,NULL,,NULL,,NULL,Existing transfer intra company,,0,Cross Solent Main,
Lex002_ph2,ExDO06b,ExDO03,SWS-ETR-SNO-5020,Existing transfer,WRZ03,SWS,SWS,WRZ04B,WRZ03,,SNO,2015,NULL,2040,60,Array_Link_DO.csv,timeseries_LINK_Flow.csv,timeseries_LINK_Flow.csv,,,,,,,,,,NULL,,NULL,,NULL,Existing transfer intra company,,0,SWS Sussex Worthing to SWS Sussex North,
Lex003_ph2,ExDO03,ExDO06b,SWS-ETR-SWO-5021,Existing transfer,WRZ04B,SWS,SWS,WRZ03,WRZ04B,,SWO,2015,NULL,2040,60,Array_Link_DO.csv,timeseries_LINK_Flow.csv,timeseries_LINK_Flow.csv,,,,,,,,,,NULL,,NULL,,NULL,Existing transfer intra company,,0,SWS Sussex North to SWS Sussex Worthing,
Lex004_ph2,ExDO12,ExDO17,SWS-ETR-KTH-5030,Existing transfer,WRZ07,SWS,SWS,WRZ06,WRZ07,,KTH,2015,NULL,2040,60,Array_Link_DO.csv,timeseries_LINK_Flow.csv,timeseries_LINK_Flow.csv,,,,,,,,,,NULL,,NULL,,NULL,Existing transfer intra company,,0,Selling - Fleete Main,
Lex019_ph2,ExDO20,ExDO03,SWS-ETR-SNO-5100,Existing transfer,WRZ03,SEW,SWS,WRZ08,WRZ03,,SNO,2015,NULL,2040,60,Array_Link_DO.csv,timeseries_LINK_Flow.csv,timeseries_LINK_Flow.csv,,,,,,,,,,NULL,,NULL,,NULL,Existing transfer perpetual,,1,PRTS to SWS Sussex North,
Lex038_ph2,ExDO06b,ExDO06a,SWS-ETR-SBR-5120,Existing transfer,WRZ04A,SWS,SWS,WRZ04B,WRZ04A,,SBR,2015,NULL,2040,60,Array_Link_DO.csv,timeseries_LINK_Flow.csv,timeseries_LINK_Flow.csv,,,,,,,,,,NULL,,NULL,,NULL,Existing transfer intra company,,0,SWS Sussex Worthing to Sussex Brighton,
Loc07_ph2,ExDO07,ExDO07,SWS-ETR-SHA-5130,Existing transfer,WRZ05,SWS,SWS,WRZ05,WRZ05,,SHA,2015,NULL,2040,60,Array_Link_DO.csv,timeseries_LINK_Flow.csv,timeseries_LINK_Flow.csv,,,,,,,,,,NULL,,NULL,,NULL,Local transfer,,0,SWS Darwell to SWS Sussex Hastings,
Loc08_ph2,ExDO12,ExDO12,SWS-ETR-KME-5140,Existing transfer,WRZ06,SWS,SWS,WRZ06,WRZ06,,KME,2015,NULL,2040,60,Array_Link_DO.csv,timeseries_LINK_Flow.csv,timeseries_LINK_Flow.csv,,,,,,,,,,NULL,,NULL,,NULL,Local transfer,,0,SWS Belmont Junction to SWS Kent Medway,
Loc10_ph2,ExDO13,ExDO12,SWS-ETR-KME-5150,Existing transfer,WRZ06,SWS,SWS,ExDO13j,WRZ06,,KME,2015,NULL,2040,60,Array_Link_DO.csv,timeseries_LINK_Flow.csv,timeseries_LINK_Flow.csv,,,,,,,,,,NULL,,NULL,,NULL,Local transfer,,0,Bewl to SWS Kent Medway ,
Loc51_ph2,ExDO01c,ExDO01c,SWS-ETR-HSO-5170,Existing transfer,WRZ01C,SWS,SWS,WRZ01C,WRZ01C,,HSO,2015,NULL,2040,60,Array_Link_DO.csv,timeseries_LINK_Flow.csv,timeseries_LINK_Flow.csv,,,,,,,,,,NULL,,NULL,,NULL,Local transfer,,0,Testwood to Hampshire South,
Lex043_ph2,ExDO39b,ExDO03,SWS-ETR-SNO-5180,Existing transfer,WRZ03,SES,SWS,WRZ19B,WRZ03,,SNO,2015,NULL,2040,60,Array_Link_DO.csv,timeseries_LINK_Flow.csv,timeseries_LINK_Flow.csv,,,,,,,,,,NULL,,NULL,,NULL,Ex.  transfer,,1,SESW Gatwick transfer to SWS Sussex North,
Lex027_ph2,ExDO20,ExDO06b,SWS-ETR-SWO-5410,Existing transfer,WRZ04B,SEW,SWS,WRZ08,WRZ04B,,SWO,2015,NULL,2015,60,Array_Link_DO.csv,timeseries_LINK_Flow.csv,timeseries_LINK_Flow.csv,,,,,,,,,,NULL,,NULL,,NULL,Ex.  transfer with negotiated period,,0,PRTS to SWS Sussex Worthing spur link,
Lex049_ph2,ExDO47,ExDO43,TWU-ETR-SWX-5020,Existing transfer,WRZ23,TWU,TWU,WRZ24,WRZ23,,SWX,2015,NULL,2040,60,Array_Link_DO.csv,timeseries_LINK_Flow.csv,timeseries_LINK_Flow.csv,,,,,,,,,,NULL,,NULL,,NULL,Existing transfer intra company,,1,Three minor transfers SWA to SWOX,
Lex034_ph2,ExDO42,ExDO54,VWC-ETR-VW4-5020,Existing transfer,WRZ34,TWU,AFF,WRZ22,WRZ34,,VW4,2015,NULL,2040,60,Array_Link_DO.csv,timeseries_LINK_Flow.csv,timeseries_LINK_Flow.csv,,,,,,,,,,NULL,,NULL,,NULL,Existing transfer perpetual,,1,Fortis Green supply to VWC zone 4,
Lex046_ph2,ExDO42,ExDO54,VWC-ETR-VW4-5040,Existing transfer,WRZ34,TWU,AFF,WRZ22,WRZ34,,VW4,2015,NULL,2040,60,Array_Link_DO.csv,timeseries_LINK_Flow.csv,timeseries_LINK_Flow.csv,,,,,,,,,,NULL,,NULL,,NULL,Existing transfer perpetual,,1,Sunnymeads Raw Water Transfer to VW zone 4,
Lex048_ph2,ExDO42,ExDO54,VWC-ETR-VW4-5060,Existing transfer,WRZ34,TWU,AFF,WRZ22,WRZ34,,VW4,2015,NULL,2040,60,Array_Link_DO.csv,timeseries_LINK_Flow.csv,timeseries_LINK_Flow.csv,,,,,,,,,,NULL,,NULL,,NULL,Existing transfer perpetual,,1,Hampstead Lane from London to VW zone 4,
Lex047_ph2,ExDO50,ExDO56,VWC-ETR-VW6-5050,Existing transfer,WRZ36,TWU,AFF,WRZ27,WRZ36,,VW6,2015,NULL,2040,60,Array_Link_DO.csv,timeseries_LINK_Flow.csv,timeseries_LINK_Flow.csv,,,,,,,,,,NULL,,NULL,,NULL,Existing transfer perpetual,,1,Ladymeade (from TW Guildford) transfer to VW zone 6,
Lex055_ph2,ExDO54,ExDO51,VWC-ETR-VW1-5100,Existing transfer,WRZ31,AFF,AFF,WRZ34,WRZ31,,VW1,2015,NULL,2040,60,Array_Link_DO.csv,timeseries_LINK_Flow.csv,timeseries_LINK_Flow.csv,,,,,,,,,,NULL,,NULL,,NULL,Existing transfer intra company,,0,Batchworth to Heronsgate and Springwell Booster combined ,
Lex058_ph2,ExDO53,ExDO52,VWC-ETR-VW2-5130,Existing transfer,WRZ32,AFF,AFF,WRZ33,WRZ32,,VW2,2015,NULL,2040,60,Array_Link_DO.csv,timeseries_LINK_Flow.csv,timeseries_LINK_Flow.csv,,,,,,,,,,NULL,,NULL,,NULL,Existing transfer intra company,,0,Bow Bridge South,
