Name ,x,y,Location source,Type,WRSE-Ref,Zone generic,Company,WRZ,Earliest Start Year,Year Activated,Asset life,DO,Demand flow,Demand + THR flow,DI,THR,Loss,Financial_ cost,Financial cost spent,Financial vopex,Financial vopex spent,EnvSoc cost,EnvSoc cost spent,EnvSoc vopex,EnvSoc vopex spent,OneOff cost,OneOff cost spent,Carbon const,Carbon capital cost spent,Carbon fopex,Carbon fopex cost spent,Carbon vopex,Carbon vopex cost spent,OneOff carbon,OneOff carbon cost spent,Ratchet,ExDO VOPEX (p/m3),Percentage of ExDO VOPEX (calc),Percentage of ExDO VOPEX (round upto 5%),Description
Sop1081_ph2b,473900,176100,Water company defined,Existing groundwater,TWU-Existing groundwater-KEN-0390,WRZ25,TWU,KEN,2017,NULL,80,arr/Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,arr/Array_Node_Financial_Cost.csv,0,1,0,arr/Array_Node_EnvSoc_Cost.csv,0,1,0,arr/Array_Node_OneOff_Cost.csv,NULL,1,NULL,1,NULL,1,NULL,1,NULL,1,,,,GW Sheeplands Licence (disagg)
Sop825_ph2b,473900,176100,Water company defined,Existing groundwater,TWU-Existing groundwater-KEN-0410,WRZ25,TWU,KEN,2017,NULL,60,arr/Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,arr/Array_Node_Financial_Cost.csv,0,1,0,arr/Array_Node_EnvSoc_Cost.csv,0,1,0,arr/Array_Node_OneOff_Cost.csv,NULL,1,NULL,1,NULL,1,NULL,1,NULL,1,,,,GW Shalbourne
Sop1085_ph2b,466001,176100,Water company defined,New groundwater,TWU-New groundwater-KEN-0670,WRZ25,TWU,KEN,2017,NULL,60,arr/Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,arr/Array_Node_Financial_Cost.csv,0,1,0,arr/Array_Node_EnvSoc_Cost.csv,0,1,0,arr/Array_Node_OneOff_Cost.csv,NULL,1,NULL,1,NULL,1,NULL,1,NULL,1,,,,GW Purley
Sop829_ph2b,473900,176100,Water company defined,Existing groundwater,TWU-Existing groundwater-KEN-0460,WRZ25,TWU,KEN,2017,NULL,60,arr/Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,arr/Array_Node_Financial_Cost.csv,0,1,0,arr/Array_Node_EnvSoc_Cost.csv,0,1,0,arr/Array_Node_OneOff_Cost.csv,NULL,1,NULL,1,NULL,1,NULL,1,NULL,1,,,,GW Playhatch (increased licence
Sop823_ph2b,494000,141700,Water company defined,Existing groundwater,TWU-Existing groundwater-GUI-0570,WRZ27,TWU,GUI,2017,NULL,60,arr/Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,arr/Array_Node_Financial_Cost.csv,0,1,0,arr/Array_Node_EnvSoc_Cost.csv,0,1,0,arr/Array_Node_OneOff_Cost.csv,NULL,1,NULL,1,NULL,1,NULL,1,NULL,1,,,,GW Mousehill and Rodborough
Sop888_ph2b,458500,183000,Water company defined,New groundwater,TWU-New groundwater-SWX-0250,WRZ23,TWU,SWX,2017,NULL,60,arr/Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,arr/Array_Node_Financial_Cost.csv,0,1,0,arr/Array_Node_EnvSoc_Cost.csv,0,1,0,arr/Array_Node_OneOff_Cost.csv,NULL,1,NULL,1,NULL,1,NULL,1,NULL,1,,,,GW Moulsford option 2
Sop887_ph2b,458500,183000,Water company defined,New groundwater,TWU-New groundwater-SWX-0110,WRZ23,TWU,SWX,2017,NULL,60,arr/Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,arr/Array_Node_Financial_Cost.csv,0,1,0,arr/Array_Node_EnvSoc_Cost.csv,0,1,0,arr/Array_Node_OneOff_Cost.csv,NULL,1,NULL,1,NULL,1,NULL,1,NULL,1,,,,GW Moulsford option 1 (with tre
Sop1084_ph2b,467183,164241,Water company defined,New groundwater,TWU-New groundwater-KEN-0660,WRZ25,TWU,KEN,2017,NULL,60,arr/Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,arr/Array_Node_Financial_Cost.csv,0,1,0,arr/Array_Node_EnvSoc_Cost.csv,0,1,0,arr/Array_Node_OneOff_Cost.csv,NULL,1,NULL,1,NULL,1,NULL,1,NULL,1,,,,GW Mortimer disused source
Sop830_ph2b,467200,164100,Water company defined,Existing groundwater,TWU-Existing groundwater-KEN-0470,WRZ25,TWU,KEN,2017,NULL,60,arr/Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,arr/Array_Node_Financial_Cost.csv,0,1,0,arr/Array_Node_EnvSoc_Cost.csv,0,1,0,arr/Array_Node_OneOff_Cost.csv,NULL,1,NULL,1,NULL,1,NULL,1,NULL,1,,,,GW Mortimer (transfer Arborfiel
Sop1088_ph2b,479286,184675,Water company defined,New groundwater,TWU-New groundwater-SWA-0700,WRZ24,TWU,SWA,2017,NULL,60,arr/Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,arr/Array_Node_Financial_Cost.csv,0,1,0,arr/Array_Node_EnvSoc_Cost.csv,0,1,0,arr/Array_Node_OneOff_Cost.csv,NULL,1,NULL,1,NULL,1,NULL,1,NULL,1,,,,GW Medmenham (increased licence
Sop833_ph2b,467000,176600,Water company defined,New groundwater,TWU-New groundwater-KEN-0420,WRZ25,TWU,KEN,2017,NULL,60,arr/Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,arr/Array_Node_Financial_Cost.csv,0,1,0,arr/Array_Node_EnvSoc_Cost.csv,0,1,0,arr/Array_Node_OneOff_Cost.csv,NULL,1,NULL,1,NULL,1,NULL,1,NULL,1,,,,GW Mapledurham 
Sop827_ph2b,433407,167897,Water company defined,Existing groundwater,TWU-Existing groundwater-KEN-0400,WRZ25,TWU,KEN,2017,NULL,60,arr/Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,arr/Array_Node_Financial_Cost.csv,0,1,0,arr/Array_Node_EnvSoc_Cost.csv,0,1,0,arr/Array_Node_OneOff_Cost.csv,NULL,1,NULL,1,NULL,1,NULL,1,NULL,1,,,,GW Hungerford (licence increase
Sop855_ph2b,535300,174900,Water company defined,Existing groundwater,TWU-Existing groundwater-LON-0340,WRZ22,TWU,LON,2017,NULL,60,arr/Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,arr/Array_Node_Financial_Cost.csv,0,1,0,arr/Array_Node_EnvSoc_Cost.csv,0,1,0,arr/Array_Node_OneOff_Cost.csv,NULL,1,NULL,1,NULL,1,NULL,1,NULL,1,,,,GW Honor Oak
Sop1083_ph2b,467000,176600,Water company defined,New groundwater,TWU-New groundwater-KEN-0650,WRZ25,TWU,KEN,2015,NULL,60,arr/Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,arr/Array_Node_Financial_Cost.csv,0,1,0,arr/Array_Node_EnvSoc_Cost.csv,0,1,0,arr/Array_Node_OneOff_Cost.csv,NULL,1,NULL,1,NULL,1,NULL,1,NULL,1,,,,GW Fobney BH
Sop853_ph2b,538802,184824,Water company defined,Existing groundwater,TWU-Existing groundwater-LON-0200,WRZ22,TWU,LON,2015,NULL,60,arr/Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,arr/Array_Node_Financial_Cost.csv,0,1,0,arr/Array_Node_EnvSoc_Cost.csv,0,1,0,arr/Array_Node_OneOff_Cost.csv,NULL,1,NULL,1,NULL,1,NULL,1,NULL,1,,,,GW ELRED
Sop875_ph2b,497300,178200,Water company defined,Existing groundwater,TWU-Existing groundwater-SWA-0500,WRZ24,TWU,SWA,2017,NULL,60,arr/Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,arr/Array_Node_Financial_Cost.csv,0,1,0,arr/Array_Node_EnvSoc_Cost.csv,0,1,0,arr/Array_Node_OneOff_Cost.csv,NULL,1,NULL,1,NULL,1,NULL,1,NULL,1,,,,GW Datchet (pumps)
Sop828_ph2b,450800,172700,Water company defined,Existing groundwater,TWU-Existing groundwater-KEN-0440,WRZ25,TWU,KEN,2017,NULL,60,arr/Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,arr/Array_Node_Financial_Cost.csv,0,1,0,arr/Array_Node_EnvSoc_Cost.csv,0,1,0,arr/Array_Node_OneOff_Cost.csv,NULL,1,NULL,1,NULL,1,NULL,1,NULL,1,,,,GW Cold Ash disused source
Sop874_ph2b,489100,188000,Water company defined,Existing groundwater,TWU-Existing groundwater-SWA-0480,WRZ24,TWU,SWA,2017,NULL,60,arr/Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,arr/Array_Node_Financial_Cost.csv,0,1,0,arr/Array_Node_EnvSoc_Cost.csv,0,1,0,arr/Array_Node_OneOff_Cost.csv,NULL,1,NULL,1,NULL,1,NULL,1,NULL,1,,,,GW Bourne End (increased licenc
Sop826_ph2b,474400,167700,Water company defined,Existing groundwater,TWU-Existing groundwater-KEN-0430,WRZ25,TWU,KEN,2017,NULL,60,arr/Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,arr/Array_Node_Financial_Cost.csv,0,1,0,arr/Array_Node_EnvSoc_Cost.csv,0,1,0,arr/Array_Node_OneOff_Cost.csv,NULL,1,NULL,1,NULL,1,NULL,1,NULL,1,,,,GW Arborfield disused source 
Sop856_ph2b,537000,162800,Water company defined,Existing groundwater,TWU-Existing groundwater-LON-0350,WRZ22,TWU,LON,2016,NULL,60,arr/Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,arr/Array_Node_Financial_Cost.csv,0,1,0,arr/Array_Node_EnvSoc_Cost.csv,0,1,0,arr/Array_Node_OneOff_Cost.csv,NULL,1,NULL,1,NULL,1,NULL,1,NULL,1,,,,GW Addington
Sop845_ph2b,555100,176500,Water company defined,Desalination,TWU-Desalination-LON-0060,WRZ22,TWU,LON,2018,NULL,60,arr/Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,arr/Array_Node_Financial_Cost.csv,0,1,0,arr/Array_Node_EnvSoc_Cost.csv,0,1,0,arr/Array_Node_OneOff_Cost.csv,NULL,1,NULL,1,NULL,1,NULL,1,NULL,1,,,,DSL Long Reach (brackish GW)
Sop844_ph2b,548100,180700,Water company defined,Desalination,TWU-Desalination-LON-0052,WRZ22,TWU,LON,2021,NULL,60,arr/Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,arr/Array_Node_Financial_Cost.csv,0,1,0,arr/Array_Node_EnvSoc_Cost.csv,0,1,0,arr/Array_Node_OneOff_Cost.csv,NULL,1,NULL,1,NULL,1,NULL,1,NULL,1,,,,DSL Estuary South 50 Mld 
Sop842_ph2b,548100,180700,Water company defined,Desalination,TWU-Desalination-LON-0050,WRZ22,TWU,LON,2021,NULL,60,arr/Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,arr/Array_Node_Financial_Cost.csv,0,1,0,arr/Array_Node_EnvSoc_Cost.csv,0,1,0,arr/Array_Node_OneOff_Cost.csv,NULL,1,NULL,1,NULL,1,NULL,1,NULL,1,,,,DSL Estuary South 150 Mld 
Sop843_ph2b,548100,180700,Water company defined,Desalination,TWU-Desalination-LON-0051,WRZ22,TWU,LON,2021,NULL,60,arr/Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,arr/Array_Node_Financial_Cost.csv,0,1,0,arr/Array_Node_EnvSoc_Cost.csv,0,1,0,arr/Array_Node_OneOff_Cost.csv,NULL,1,NULL,1,NULL,1,NULL,1,NULL,1,,,,DSL Estuary South 100 Mld
Sop1090_ph2b,535194,188314,Water company defined,New surface water,TWU-New surface water-LON-0710,WRZ22,TWU,LON,2021,NULL,60,arr/Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,arr/Array_Node_Financial_Cost.csv,0,1,0,arr/Array_Node_EnvSoc_Cost.csv,0,1,0,arr/Array_Node_OneOff_Cost.csv,NULL,1,NULL,1,NULL,1,NULL,1,NULL,1,,,,DRA Lower Lee SW Abstraction
Sop889_ph2b,453248,196928,Water company defined,New surface water,TWU-New surface water-SWX-0100,WRZ23,TWU,SWX,2017,NULL,60,arr/Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,arr/Array_Node_Financial_Cost.csv,0,1,0,arr/Array_Node_EnvSoc_Cost.csv,0,1,0,arr/Array_Node_OneOff_Cost.csv,NULL,1,NULL,1,NULL,1,NULL,1,NULL,1,,,,DRA Culham (Farmoor)
Sop3032_ph2b,444500,206200,Water company defined,New surface water,TWU-New surface water-LON-0830,WRZ22,TWU,LON,2021,NULL,60,arr/Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,arr/Array_Node_Financial_Cost.csv,0,1,0,arr/Array_Node_EnvSoc_Cost.csv,0,1,0,arr/Array_Node_OneOff_Cost.csv,NULL,1,NULL,1,NULL,1,NULL,1,NULL,1,,,,DRA Comp (Farmoor)
Sop1112_ph2b,407499,185038,Water company defined,Transfer as source,TWU-Transfer as source-SWX-0740,WRZ23,TWU,SWX,2017,NULL,60,arr/Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,arr/Array_Node_Financial_Cost.csv,0,1,0,arr/Array_Node_EnvSoc_Cost.csv,0,1,0,arr/Array_Node_OneOff_Cost.csv,NULL,1,NULL,1,NULL,1,NULL,1,NULL,1,,,,BT WSX Minety to Flaxlands
Sop864_ph2b,535194,188314,Water company defined,Transfer as source,TWU-Transfer as source-LON-0610,WRZ22,TWU,LON,2015,NULL,80,arr/Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,arr/Array_Node_Financial_Cost.csv,0,1,0,arr/Array_Node_EnvSoc_Cost.csv,0,1,0,arr/Array_Node_OneOff_Cost.csv,NULL,1,NULL,1,NULL,1,NULL,1,NULL,1,,,,BT ESW Chingford reduction (end at end of 2035)
Sop1170_ph2b,508600,170100,Water company defined,Aquifer storage and recovery,TWU-Aquifer storage and recovery-LON-0330,WRZ22,TWU,LON,2017,NULL,80,arr/Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,arr/Array_Node_Financial_Cost.csv,0,1,0,arr/Array_Node_EnvSoc_Cost.csv,0,1,0,arr/Array_Node_OneOff_Cost.csv,NULL,1,NULL,1,NULL,1,NULL,1,NULL,1,,,,Aquifer storage and recovery Thames ValleyThames Central
Sop840_ph2b,537000,162800,Water company defined,Aquifer storage and recovery,TWU-Aquifer storage and recovery-LON-0320,WRZ22,TWU,LON,2017,NULL,80,arr/Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,arr/Array_Node_Financial_Cost.csv,0,1,0,arr/Array_Node_EnvSoc_Cost.csv,0,1,0,arr/Array_Node_OneOff_Cost.csv,NULL,1,NULL,1,NULL,1,NULL,1,NULL,1,,,,Aquifer storage and recovery South East London (Addingto
Sop873_ph2b,488000,204100,Water company defined,Aquifer storage and recovery,TWU-Aquifer storage and recovery-SWA-0540,WRZ24,TWU,SWA,2017,NULL,80,arr/Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,arr/Array_Node_Financial_Cost.csv,0,1,0,arr/Array_Node_EnvSoc_Cost.csv,0,1,0,arr/Array_Node_OneOff_Cost.csv,NULL,1,NULL,1,NULL,1,NULL,1,NULL,1,,,,Aquifer storage and recovery Hampden Bottom-Wendover
Sop822_ph2b,500500,150700,Water company defined,Aquifer storage and recovery,TWU-Aquifer storage and recovery-GUI-0580,WRZ27,TWU,GUI,2017,NULL,80,arr/Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,arr/Array_Node_Financial_Cost.csv,0,1,0,arr/Array_Node_EnvSoc_Cost.csv,0,1,0,arr/Array_Node_OneOff_Cost.csv,NULL,1,NULL,1,NULL,1,NULL,1,NULL,1,,,,Aquifer storage and recovery Guildford (Abbotswood)
Sop837_ph2b,552102,162940,Water company defined,Aquifer storage and recovery,TWU-Aquifer storage and recovery-LON-0310,WRZ22,TWU,LON,2017,NULL,80,arr/Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,arr/Array_Node_Financial_Cost.csv,0,1,0,arr/Array_Node_EnvSoc_Cost.csv,0,1,0,arr/Array_Node_OneOff_Cost.csv,NULL,1,NULL,1,NULL,1,NULL,1,NULL,1,,,,Aquifer storage and recovery Darent Valley (Lullingstone
Sop839_ph2b,555961,168051,Water company defined,Aquifer storage and recovery,TWU-Aquifer storage and recovery-LON-0312,WRZ22,TWU,LON,2018,NULL,80,arr/Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,arr/Array_Node_Financial_Cost.csv,0,1,0,arr/Array_Node_EnvSoc_Cost.csv,0,1,0,arr/Array_Node_OneOff_Cost.csv,NULL,1,NULL,1,NULL,1,NULL,1,NULL,1,,,,Aquifer storage and recovery Darent Valley (Horton Kirby
Sop838_ph2b,553485,165509,Water company defined,Aquifer storage and recovery,TWU-Aquifer storage and recovery-LON-0311,WRZ22,TWU,LON,2018,NULL,80,arr/Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,arr/Array_Node_Financial_Cost.csv,0,1,0,arr/Array_Node_EnvSoc_Cost.csv,0,1,0,arr/Array_Node_OneOff_Cost.csv,NULL,1,NULL,1,NULL,1,NULL,1,NULL,1,,,,Aquifer storage and recovery Darent Valley (Eynsford)
Sop3033_ph2b,541416,176663,Water company defined,Aquifer storage and recovery,TWU-Aquifer storage and recovery-LON-0840,WRZ22,TWU,LON,2016,NULL,80,arr/Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,arr/Array_Node_Financial_Cost.csv,0,1,0,arr/Array_Node_EnvSoc_Cost.csv,0,1,0,arr/Array_Node_OneOff_Cost.csv,NULL,1,NULL,1,NULL,1,NULL,1,NULL,1,,,,AR SLARS - Streatham DOav 5Mld
Sop3034_ph2b,541416,176663,Water company defined,Aquifer storage and recovery,TWU-Aquifer storage and recovery-LON-0850,WRZ22,TWU,LON,2016,NULL,80,arr/Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,arr/Array_Node_Financial_Cost.csv,0,1,0,arr/Array_Node_EnvSoc_Cost.csv,0,1,0,arr/Array_Node_OneOff_Cost.csv,NULL,1,NULL,1,NULL,1,NULL,1,NULL,1,,,,AR SLARS - Merton DOav 6Mld  
Sop3035_ph2b,541416,176663,Water company defined,Aquifer storage and recovery,TWU-Aquifer storage and recovery-LON-0860,WRZ22,TWU,LON,2017,NULL,80,arr/Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,arr/Array_Node_Financial_Cost.csv,0,1,0,arr/Array_Node_EnvSoc_Cost.csv,0,1,0,arr/Array_Node_OneOff_Cost.csv,NULL,1,NULL,1,NULL,1,NULL,1,NULL,1,,,,AR SLARS - Kidbrooke Ext DOav 8
Sop836_ph2b,541416,176663,Water company defined,Aquifer storage and recovery,TWU-Aquifer storage and recovery-LON-0040,WRZ22,TWU,LON,2019,NULL,60,arr/Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,arr/Array_Node_Financial_Cost.csv,0,1,0,arr/Array_Node_EnvSoc_Cost.csv,0,1,0,arr/Array_Node_OneOff_Cost.csv,NULL,1,NULL,1,NULL,1,NULL,1,NULL,1,,,,AR SLARS
Sop835_ph2b,541416,176663,Water company defined,Aquifer storage and recovery,TWU-Aquifer storage and recovery-LON-0020,WRZ22,TWU,LON,2017,NULL,60,arr/Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,arr/Array_Node_Financial_Cost.csv,0,1,0,arr/Array_Node_EnvSoc_Cost.csv,0,1,0,arr/Array_Node_OneOff_Cost.csv,NULL,1,NULL,1,NULL,1,NULL,1,NULL,1,,,,AR Kidbrooke
Sop1066_ph2b,530768,189378,Water company defined,Aquifer storage and recovery,TWU-Aquifer storage and recovery-LON-0630,WRZ22,TWU,LON,2017,NULL,60,arr/Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,arr/Array_Node_Financial_Cost.csv,0,1,0,arr/Array_Node_EnvSoc_Cost.csv,0,1,0,arr/Array_Node_OneOff_Cost.csv,NULL,1,NULL,1,NULL,1,NULL,1,NULL,1,,,,AR Hornsey
Sop883_ph2b,407900,196700,Water company defined,Aquifer storage and recovery,TWU-Aquifer storage and recovery-SWX-0230,WRZ23,TWU,SWX,2017,NULL,80,arr/Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,arr/Array_Node_Financial_Cost.csv,0,1,0,arr/Array_Node_EnvSoc_Cost.csv,0,1,0,arr/Array_Node_OneOff_Cost.csv,NULL,1,NULL,1,NULL,1,NULL,1,NULL,1,,,,AR Cricklade
Sop3036_ph2b,407900,196700,Water company defined,Existing surface water,SWS-ESW-KME-0160,WRZ06,SWS,KME,2015,NULL,60,arr/Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,arr/Array_Node_Financial_Cost.csv,0,1,0,arr/Array_Node_EnvSoc_Cost.csv,0,1,0,arr/Array_Node_OneOff_Cost.csv,NULL,1,NULL,1,NULL,1,NULL,1,NULL,1,,,,Licence amendment for the River Medway Scheme
Sop3037_ph2b,407900,196700,Water company defined,Existing surface water,SEW-ESW-BEJ-0160,WRZ06,SEW,BEW,2015,NULL,60,arr/Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,arr/Array_Node_Financial_Cost.csv,0,1,0,arr/Array_Node_EnvSoc_Cost.csv,0,1,0,arr/Array_Node_OneOff_Cost.csv,NULL,1,NULL,1,NULL,1,NULL,1,NULL,1,,,,Licence amendment for the River Medway Scheme
Sop3040_ph2b,503402,117800,Water company defined,Reservoir,SWS-RES-SNO-009,WRZ03,SWS,SNO,2017,NULL,80,arr/Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,arr/Array_Node_Financial_Cost.csv,0,1,0,arr/Array_Node_EnvSoc_Cost.csv,0,1,0,arr/Array_Node_OneOff_Cost.csv,NULL,1,NULL,1,NULL,1,NULL,1,NULL,1,,,,Catchment managementWestern Rother Irrigation Licences
Sop3041_ph2b,525070,104809,Water company defined,Existing groundwater,SWS-Existing groundwater-SBR-010,WRZ04A,SWS,SBR,2024,NULL,60,arr/Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,arr/Array_Node_Financial_Cost.csv,0,1,0,arr/Array_Node_EnvSoc_Cost.csv,0,1,0,arr/Array_Node_OneOff_Cost.csv,NULL,1,NULL,1,NULL,1,NULL,1,NULL,1,,,,Catchment managementNitrate catchment management - Housedean
Sop3042_ph2b,525070,104809,Water company defined,Existing groundwater,SWS-Existing groundwater-SBR-011,WRZ04A,SWS,SBR,2024,NULL,60,arr/Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,arr/Array_Node_Financial_Cost.csv,0,1,0,arr/Array_Node_EnvSoc_Cost.csv,0,1,0,arr/Array_Node_OneOff_Cost.csv,NULL,1,NULL,1,NULL,1,NULL,1,NULL,1,,,,Catchment managementNitrate catchment management - Falmer
Sop3043_ph2b,525070,104809,Water company defined,Existing groundwater,SWS-Existing groundwater-SBR-012,WRZ04A,SWS,SBR,2024,NULL,60,arr/Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,arr/Array_Node_Financial_Cost.csv,0,1,0,arr/Array_Node_EnvSoc_Cost.csv,0,1,0,arr/Array_Node_OneOff_Cost.csv,NULL,1,NULL,1,NULL,1,NULL,1,NULL,1,,,,Catchment managementNitrate catchment management - Mossy Bottom
Sop3044_ph2b,525070,104809,Water company defined,Existing groundwater,SWS-Existing groundwater-SBR-013,WRZ04A,SWS,SBR,2024,NULL,60,arr/Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,arr/Array_Node_Financial_Cost.csv,0,1,0,arr/Array_Node_EnvSoc_Cost.csv,0,1,0,arr/Array_Node_OneOff_Cost.csv,NULL,1,NULL,1,NULL,1,NULL,1,NULL,1,,,,Catchment managementNitrate catchment management - Shoreham
Sop3045_ph2b,571700,161300,Water company defined,Existing groundwater,SWS-Existing groundwater-KME-066,WRZ06,SWS,KME,2024,NULL,60,arr/Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,arr/Array_Node_Financial_Cost.csv,0,1,0,arr/Array_Node_EnvSoc_Cost.csv,0,1,0,arr/Array_Node_OneOff_Cost.csv,NULL,1,NULL,1,NULL,1,NULL,1,NULL,1,,,,Catchment managementNitrate catchment management - Luton
Sop3046_ph2b,627010,163335,Water company defined,Existing groundwater,SWS-Existing groundwater-KTH-067,WRZ07,SWS,KTH,2024,NULL,60,arr/Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,arr/Array_Node_Financial_Cost.csv,0,1,0,arr/Array_Node_EnvSoc_Cost.csv,0,1,0,arr/Array_Node_OneOff_Cost.csv,NULL,1,NULL,1,NULL,1,NULL,1,NULL,1,,,,Catchment managementNitrate catchment management - Flemings
WEF410_ph2b,458540,111256,Water company defined,Water efficiency,PRT-Water efficiency-PRT-0150,WRZ08,PRT,PRT,2015,NULL,25,arr/Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,arr/Array_Node_Financial_Cost.csv,0,1,0,arr/Array_Node_EnvSoc_Cost.csv,0,1,0,arr/Array_Node_OneOff_Cost.csv,NULL,1,NULL,1,NULL,1,NULL,1344.99,NULL,,,,,Appliance exchange programme (WCs showers dishwashers washing machines)
WEF411_ph2b,458540,111056,Water company defined,Water efficiency,PRT-Water efficiency-PRT-0151,WRZ08,PRT,PRT,2020,NULL,20,arr/Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,arr/Array_Node_Financial_Cost.csv,0,1,0,arr/Array_Node_EnvSoc_Cost.csv,0,1,0,arr/Array_Node_OneOff_Cost.csv,NULL,1,NULL,1,NULL,1,NULL,1344.99,NULL,,,,,Appliance exchange programme (WCs showers dishwashers washing machines)
