Name ,x,y,Location source,Type,WRSE-Ref,Zone generic,Company,WRZ,Earliest Start Year,Year Activated,Asset life,DO,Demand flow,Demand + THR flow,DI,THR,Loss,Financial_ cost,Financial cost spent,Financial vopex,Financial vopex spent,EnvSoc cost,EnvSoc cost spent,EnvSoc vopex,EnvSoc vopex spent,OneOff cost,OneOff cost spent,Carbon const,Carbon capital cost spent,Carbon fopex,Carbon fopex cost spent,Carbon vopex,Carbon vopex cost spent,OneOff carbon,OneOff carbon cost spent,Ratchet,ExDO VOPEX (p/m3),Percentage of ExDO VOPEX (calc),Percentage of ExDO VOPEX (round upto 5%),Description
MET1220_ph2b,514758,188010,Water company defined,Metering,VWC-Metering-VW4-0991,WRZ34,VW,VW4,2015,NULL,60,arr/Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,arr/Array_Node_Financial_Cost.csv,0,1,0,arr/Array_Node_EnvSoc_Cost.csv,0,1,0,arr/Array_Node_OneOff_Cost.csv,NULL,1,NULL,1,NULL,1,NULL,0,NULL,,,,,VWC-Metering-VW4-0991 - Community integrated Meteringering & demand management - new Meteringers + upgrade existing Meteringers
MET1221_ph2b,553507,221191,Water company defined,Metering,VWC-Metering-VW5-0939,WRZ35,VW,VW5,2015,NULL,60,arr/Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,arr/Array_Node_Financial_Cost.csv,0,1,0,arr/Array_Node_EnvSoc_Cost.csv,0,1,0,arr/Array_Node_OneOff_Cost.csv,NULL,1,NULL,1,NULL,1,NULL,0,NULL,,,,,VWC-Metering-VW5-0939 - Compulsory Meteringering walk-by Meteringers 5 years
MET1222_ph2b,553507,221391,Water company defined,Metering,VWC-Metering-VW5-0942,WRZ35,VW,VW5,2015,NULL,60,arr/Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,arr/Array_Node_Financial_Cost.csv,0,1,0,arr/Array_Node_EnvSoc_Cost.csv,0,1,0,arr/Array_Node_OneOff_Cost.csv,NULL,1,NULL,1,NULL,1,NULL,0,NULL,,,,,VWC-Metering-VW5-0942 - Compulsory Meteringering walk-by Meteringers 10 years
MET1223_ph2b,553507,221591,Water company defined,Metering,VWC-Metering-VW5-0990,WRZ35,VW,VW5,2015,NULL,60,arr/Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,arr/Array_Node_Financial_Cost.csv,0,1,0,arr/Array_Node_EnvSoc_Cost.csv,0,1,0,arr/Array_Node_OneOff_Cost.csv,NULL,1,NULL,1,NULL,1,NULL,0,NULL,,,,,VWC-Metering-VW5-0990 - Community integrated Meteringering & demand management - new Meteringers
MET1224_ph2b,553507,221791,Water company defined,Metering,VWC-Metering-VW5-0991,WRZ35,VW,VW5,2015,NULL,60,arr/Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,arr/Array_Node_Financial_Cost.csv,0,1,0,arr/Array_Node_EnvSoc_Cost.csv,0,1,0,arr/Array_Node_OneOff_Cost.csv,NULL,1,NULL,1,NULL,1,NULL,0,NULL,,,,,VWC-Metering-VW5-0991 - Community integrated Meteringering & demand management - new Meteringers + upgrade existing Meteringers
MET1225_ph2b,501875,164877,Water company defined,Metering,VWC-Metering-VW6-0939,WRZ36,VW,VW6,2015,NULL,60,arr/Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,arr/Array_Node_Financial_Cost.csv,0,1,0,arr/Array_Node_EnvSoc_Cost.csv,0,1,0,arr/Array_Node_OneOff_Cost.csv,NULL,1,NULL,1,NULL,1,NULL,0,NULL,,,,,VWC-Metering-VW6-0939 - Compulsory Meteringering walk-by Meteringers 5 years
MET1226_ph2b,501875,165077,Water company defined,Metering,VWC-Metering-VW6-0942,WRZ36,VW,VW6,2015,NULL,60,arr/Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,arr/Array_Node_Financial_Cost.csv,0,1,0,arr/Array_Node_EnvSoc_Cost.csv,0,1,0,arr/Array_Node_OneOff_Cost.csv,NULL,1,NULL,1,NULL,1,NULL,0,NULL,,,,,VWC-Metering-VW6-0942 - Compulsory Meteringering walk-by Meteringers 10 years
MET1227_ph2b,501875,165277,Water company defined,Metering,VWC-Metering-VW6-0990,WRZ36,VW,VW6,2015,NULL,60,arr/Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,arr/Array_Node_Financial_Cost.csv,0,1,0,arr/Array_Node_EnvSoc_Cost.csv,0,1,0,arr/Array_Node_OneOff_Cost.csv,NULL,1,NULL,1,NULL,1,NULL,0,NULL,,,,,VWC-Metering-VW6-0990 - Community integrated Meteringering & demand management - new Meteringers
MET1228_ph2b,501875,165477,Water company defined,Metering,VWC-Metering-VW6-0991,WRZ36,VW,VW6,2015,NULL,60,arr/Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,arr/Array_Node_Financial_Cost.csv,0,1,0,arr/Array_Node_EnvSoc_Cost.csv,0,1,0,arr/Array_Node_OneOff_Cost.csv,NULL,1,NULL,1,NULL,1,NULL,0,NULL,,,,,VWC-Metering-VW6-0991 - Community integrated Meteringering & demand management - new Meteringers + upgrade existing Meteringers
LEA1040_ph2b,619717,138632,Water company defined,Leakage reduction,VWS-Leakage reduction-VWS-0423,WRZ18,VW,VWS,2015,NULL,60,arr/Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,arr/Array_Node_Financial_Cost.csv,0,1,0,arr/Array_Node_EnvSoc_Cost.csv,0,1,0,arr/Array_Node_OneOff_Cost.csv,NULL,1,NULL,1,NULL,1,NULL,0,NULL,,,,,VWS-Leakage reduction-VWS-0423 : Leakage reductionkage reduction - pressure management with new PRVs
LEA1042_ph2b,619717,138832,Water company defined,Leakage reduction,VWS-Leakage reduction-VWS-0637,WRZ18,VW,VWS,2015,NULL,60,arr/Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,arr/Array_Node_Financial_Cost.csv,0,1,0,arr/Array_Node_EnvSoc_Cost.csv,0,1,0,arr/Array_Node_OneOff_Cost.csv,NULL,1,NULL,1,NULL,1,NULL,0,NULL,,,,,VWS-Leakage reduction-VWS-0637 : Leakage reductionkage reduction through increased ALC
LEA1044_ph2b,619717,139032,Water company defined,Leakage reduction,VWS-Leakage reduction-VWS-0641,WRZ18,VW,VWS,2015,NULL,60,arr/Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,arr/Array_Node_Financial_Cost.csv,0,1,0,arr/Array_Node_EnvSoc_Cost.csv,0,1,0,arr/Array_Node_OneOff_Cost.csv,NULL,1,NULL,1,NULL,1,NULL,0,NULL,,,,,VWS-Leakage reduction-VWS-0641 : Leakage reductionkage reduction through increased ALC
LEA1046_ph2b,619717,139232,Water company defined,Leakage reduction,VWS-Leakage reduction-VWS-0651,WRZ18,VW,VWS,2015,NULL,60,arr/Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,arr/Array_Node_Financial_Cost.csv,0,1,0,arr/Array_Node_EnvSoc_Cost.csv,0,1,0,arr/Array_Node_OneOff_Cost.csv,NULL,1,NULL,1,NULL,1,NULL,0,NULL,,,,,VWS-Leakage reduction-VWS-0651 : Leakage reductionkage reduction through increased ALC
LEA1048_ph2b,619717,139432,Water company defined,Leakage reduction,VWS-Leakage reduction-VWS-0933,WRZ18,VW,VWS,2017,NULL,60,arr/Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,arr/Array_Node_Financial_Cost.csv,0,1,0,arr/Array_Node_EnvSoc_Cost.csv,0,1,0,arr/Array_Node_OneOff_Cost.csv,NULL,1,NULL,1,NULL,1,NULL,0,NULL,,,,,VWS-Leakage reduction-VWS-0933 : Leakage reductionkage reduction - Renewal of distribution mains and comms pipes + install Meteringer and target CSPL
LEA1050_ph2b,619717,139632,Water company defined,Leakage reduction,VWS-Leakage reduction-VWS-0955,WRZ18,VW,VWS,2016,NULL,60,arr/Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,arr/Array_Node_Financial_Cost.csv,0,1,0,arr/Array_Node_EnvSoc_Cost.csv,0,1,0,arr/Array_Node_OneOff_Cost.csv,NULL,1,NULL,1,NULL,1,NULL,0,NULL,,,,,VWS-Leakage reduction-VWS-0955 : Leakage reductionkage reduction - subdivide large DMAs
LEA3000_ph2b,500496,199465,Water company defined,Leakage reduction,VWC-Leakage reduction-VW1-L14 ,WRZ31,VW,VW1,2020,NULL,60,arr/Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,arr/Array_Node_Financial_Cost.csv,0,1,0,arr/Array_Node_EnvSoc_Cost.csv,0,1,0,arr/Array_Node_OneOff_Cost.csv,NULL,1,NULL,1,NULL,1,NULL,0,NULL,,,,,VWC-Leakage reduction-VW1-L14 : Leakage reductionkage reduction through increased ALC 2 AMP 7
LEA3001_ph2b,515990,203596,Water company defined,Leakage reduction,VWC-Leakage reduction-VW2-L14,WRZ32,VW,VW2,2020,NULL,60,arr/Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,arr/Array_Node_Financial_Cost.csv,0,1,0,arr/Array_Node_EnvSoc_Cost.csv,0,1,0,arr/Array_Node_OneOff_Cost.csv,NULL,1,NULL,1,NULL,1,NULL,0,NULL,,,,,VWC-Leakage reduction-VW2-L14 : Leakage reductionkage reduction through increased ALC 2 AMP 7
LEA3002_ph2b,524211,222746,Water company defined,Leakage reduction,VWC-Leakage reduction-VW3-L14,WRZ33,VW,VW3,2020,NULL,60,arr/Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,arr/Array_Node_Financial_Cost.csv,0,1,0,arr/Array_Node_EnvSoc_Cost.csv,0,1,0,arr/Array_Node_OneOff_Cost.csv,NULL,1,NULL,1,NULL,1,NULL,0,NULL,,,,,VWC-Leakage reduction-VW3-L14 : Leakage reductionkage reduction through increased ALC 2 AMP 7
LEA3003_ph2b,514758,186410,Water company defined,Leakage reduction,VWC-Leakage reduction-VW4-L14,WRZ34,VW,VW4,2020,NULL,60,arr/Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,arr/Array_Node_Financial_Cost.csv,0,1,0,arr/Array_Node_EnvSoc_Cost.csv,0,1,0,arr/Array_Node_OneOff_Cost.csv,NULL,1,NULL,1,NULL,1,NULL,0,NULL,,,,,VWC-Leakage reduction-VW4-L14 : Leakage reductionkage reduction through increased ALC 2 AMP 7
LEA3004_ph2b,551507,219191,Water company defined,Leakage reduction,VWC-Leakage reduction-VW5-L14,WRZ35,VW,VW5,2020,NULL,60,arr/Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,arr/Array_Node_Financial_Cost.csv,0,1,0,arr/Array_Node_EnvSoc_Cost.csv,0,1,0,arr/Array_Node_OneOff_Cost.csv,NULL,1,NULL,1,NULL,1,NULL,0,NULL,,,,,VWC-Leakage reduction-VW5-L14 : Leakage reductionkage reduction through increased ALC 2 AMP 7
LEA3005_ph2b,501875,163677,Water company defined,Leakage reduction,VWC-Leakage reduction-VW6-L14,WRZ36,VW,VW6,2020,NULL,60,arr/Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,arr/Array_Node_Financial_Cost.csv,0,1,0,arr/Array_Node_EnvSoc_Cost.csv,0,1,0,arr/Array_Node_OneOff_Cost.csv,NULL,1,NULL,1,NULL,1,NULL,0,NULL,,,,,VWC-Leakage reduction-VW6-L14 : Leakage reductionkage reduction through increased ALC 2 AMP 7
LEA3006_ph2b,619717,138632,Water company defined,Leakage reduction,VWC-Leakage reduction-VWS-L16,WRZ18,VW,VWS,2020,NULL,60,arr/Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,arr/Array_Node_Financial_Cost.csv,0,1,0,arr/Array_Node_EnvSoc_Cost.csv,0,1,0,arr/Array_Node_OneOff_Cost.csv,NULL,1,NULL,1,NULL,1,NULL,0,NULL,,,,,VWC-Leakage reduction-VWS-L16 : Leakage reductionkage reduction through increased ALC 1 AMP 7
WEF1300_ph2b,527800,147786,Water company defined,Water efficiency,SES-Water efficiency-ESU-0140,WRZ19B,SES,ESU,2015,NULL,25,arr/Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,arr/Array_Node_Financial_Cost.csv,0,1,0,arr/Array_Node_EnvSoc_Cost.csv,0,1,0,arr/Array_Node_OneOff_Cost.csv,NULL,1,NULL,1,NULL,1,NULL,0,NULL,,,,,Leakage reductionrn2Save - Schools - East Surrey
WEF1415_ph2b,525009,161377,Water company defined,Water efficiency,SES-Water efficiency-SUT-0140,WRZ19A,SES,SUT,2015,NULL,25,arr/Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,arr/Array_Node_Financial_Cost.csv,0,1,0,arr/Array_Node_EnvSoc_Cost.csv,0,1,0,arr/Array_Node_OneOff_Cost.csv,NULL,1,NULL,1,NULL,1,NULL,0,NULL,,,,,Leakage reductionrn2Save - Schools - Sutton
WEF1303_ph2b,527800,147186,Water company defined,Water efficiency,SES-Water efficiency-ESU-0150,WRZ19B,SES,ESU,2015,NULL,25,arr/Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,arr/Array_Node_Financial_Cost.csv,0,1,0,arr/Array_Node_EnvSoc_Cost.csv,0,1,0,arr/Array_Node_OneOff_Cost.csv,NULL,1,NULL,1,NULL,1,NULL,0,NULL,,,,,PayAsYouSave - ElderlyCareHomes - East Surrey
WEF1416_ph2b,525009,161177,Water company defined,Water efficiency,SES-Water efficiency-SUT-0150,WRZ19A,SES,SUT,2015,NULL,25,arr/Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,arr/Array_Node_Financial_Cost.csv,0,1,0,arr/Array_Node_EnvSoc_Cost.csv,0,1,0,arr/Array_Node_OneOff_Cost.csv,NULL,1,NULL,1,NULL,1,NULL,0,NULL,,,,,PayAsYouSave - ElderlyCareHomes - Sutton
WEF1304_ph2b,527800,146986,Water company defined,Water efficiency,SES-Water efficiency-ESU-0160,WRZ19B,SES,ESU,2015,NULL,25,arr/Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,arr/Array_Node_Financial_Cost.csv,0,1,0,arr/Array_Node_EnvSoc_Cost.csv,0,1,0,arr/Array_Node_OneOff_Cost.csv,NULL,1,NULL,1,NULL,1,NULL,0,NULL,,,,,PayAsYouSave - HospitalitySector - East Surrey
WEF1417_ph2b,525009,160977,Water company defined,Water efficiency,SES-Water efficiency-SUT-0160,WRZ19A,SES,SUT,2015,NULL,25,arr/Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,arr/Array_Node_Financial_Cost.csv,0,1,0,arr/Array_Node_EnvSoc_Cost.csv,0,1,0,arr/Array_Node_OneOff_Cost.csv,NULL,1,NULL,1,NULL,1,NULL,0,NULL,,,,,PayAsYouSave - HospitalitySector - Sutton
WEF1305_ph2b,527800,146786,Water company defined,Water efficiency,SES-Water efficiency-ESU-0170,WRZ19B,SES,ESU,2015,NULL,25,arr/Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,arr/Array_Node_Financial_Cost.csv,0,1,0,arr/Array_Node_EnvSoc_Cost.csv,0,1,0,arr/Array_Node_OneOff_Cost.csv,NULL,1,NULL,1,NULL,1,NULL,0,NULL,,,,,SESWServices - Insurance3plumbers - East Surrey
WEF1418_ph2b,525009,160777,Water company defined,Water efficiency,SES-Water efficiency-SUT-0170,WRZ19A,SES,SUT,2015,NULL,25,arr/Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,arr/Array_Node_Financial_Cost.csv,0,1,0,arr/Array_Node_EnvSoc_Cost.csv,0,1,0,arr/Array_Node_OneOff_Cost.csv,NULL,1,NULL,1,NULL,1,NULL,0,NULL,,,,,SESWServices - Insurance3plumbers - Sutton
WEF1306_ph2b,527800,146586,Water company defined,Water efficiency,SES-Water efficiency-ESU-0180,WRZ19B,SES,ESU,2015,NULL,25,arr/Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,arr/Array_Node_Financial_Cost.csv,0,1,0,arr/Array_Node_EnvSoc_Cost.csv,0,1,0,arr/Array_Node_OneOff_Cost.csv,NULL,1,NULL,1,NULL,1,NULL,0,NULL,,,,,SESWServices - Insurance7plumbers - East Surrey
WEF1419_ph2b,525009,160577,Water company defined,Water efficiency,SES-Water efficiency-SUT-0180,WRZ19A,SES,SUT,2015,NULL,25,arr/Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,arr/Array_Node_Financial_Cost.csv,0,1,0,arr/Array_Node_EnvSoc_Cost.csv,0,1,0,arr/Array_Node_OneOff_Cost.csv,NULL,1,NULL,1,NULL,1,NULL,0,NULL,,,,,SESWServices - Insurance7plumbers - Sutton
WEF1296_ph2b,527800,148586,Water company defined,Water efficiency,SES-Water efficiency-ESU-0190,WRZ19B,SES,ESU,2015,NULL,25,arr/Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,arr/Array_Node_Financial_Cost.csv,0,1,0,arr/Array_Node_EnvSoc_Cost.csv,0,1,0,arr/Array_Node_OneOff_Cost.csv,NULL,1,NULL,1,NULL,1,NULL,0,NULL,,,,,BritishGasDyno-Plumbing - East Surrey
WEF1420_ph2b,525009,160377,Water company defined,Water efficiency,SES-Water efficiency-SUT-0190,WRZ19A,SES,SUT,2015,NULL,25,arr/Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,arr/Array_Node_Financial_Cost.csv,0,1,0,arr/Array_Node_EnvSoc_Cost.csv,0,1,0,arr/Array_Node_OneOff_Cost.csv,NULL,1,NULL,1,NULL,1,NULL,0,NULL,,,,,BritishGasDyno-Plumbing - Sutton
WEF1302_ph2b,527800,147386,Water company defined,Water efficiency,SES-Water efficiency-ESU-0200,WRZ19B,SES,ESU,2015,NULL,25,arr/Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,arr/Array_Node_Financial_Cost.csv,0,1,0,arr/Array_Node_EnvSoc_Cost.csv,0,1,0,arr/Array_Node_OneOff_Cost.csv,NULL,1,NULL,1,NULL,1,NULL,0,NULL,,,,,OtherProfessionalRetrofits - East Surrey
WEF1421_ph2b,525009,160177,Water company defined,Water efficiency,SES-Water efficiency-SUT-0200,WRZ19A,SES,SUT,2015,NULL,25,arr/Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,arr/Array_Node_Financial_Cost.csv,0,1,0,arr/Array_Node_EnvSoc_Cost.csv,0,1,0,arr/Array_Node_OneOff_Cost.csv,NULL,1,NULL,1,NULL,1,NULL,0,NULL,,,,,OtherProfessionalRetrofits - Sutton
WEF1301_ph2b,527800,147586,Water company defined,Water efficiency,SES-Water efficiency-ESU-0210,WRZ19B,SES,ESU,2015,NULL,25,arr/Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,arr/Array_Node_Financial_Cost.csv,0,1,0,arr/Array_Node_EnvSoc_Cost.csv,0,1,0,arr/Array_Node_OneOff_Cost.csv,NULL,1,NULL,1,NULL,1,NULL,0,NULL,,,,,NHHWaterAudits&RegsInspections - East Surrey
WEF1422_ph2b,525009,159977,Water company defined,Water efficiency,SES-Water efficiency-SUT-0210,WRZ19A,SES,SUT,2015,NULL,25,arr/Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,arr/Array_Node_Financial_Cost.csv,0,1,0,arr/Array_Node_EnvSoc_Cost.csv,0,1,0,arr/Array_Node_OneOff_Cost.csv,NULL,1,NULL,1,NULL,1,NULL,0,NULL,,,,,NHHWaterAudits&RegsInspections - Sutton
WEF1299_ph2b,527800,147986,Water company defined,Water efficiency,SES-Water efficiency-ESU-0220,WRZ19B,SES,ESU,2015,NULL,25,arr/Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,arr/Array_Node_Financial_Cost.csv,0,1,0,arr/Array_Node_EnvSoc_Cost.csv,0,1,0,arr/Array_Node_OneOff_Cost.csv,NULL,1,NULL,1,NULL,1,NULL,0,NULL,,,,,HighConsumptionHHVisits - East Surrey
WEF1423_ph2b,525009,159777,Water company defined,Water efficiency,SES-Water efficiency-SUT-0220,WRZ19A,SES,SUT,2015,NULL,25,arr/Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,arr/Array_Node_Financial_Cost.csv,0,1,0,arr/Array_Node_EnvSoc_Cost.csv,0,1,0,arr/Array_Node_OneOff_Cost.csv,NULL,1,NULL,1,NULL,1,NULL,0,NULL,,,,,HighConsumptionHHVisits - Sutton
WEF1298_ph2b,527800,148186,Water company defined,Water efficiency,SES-Water efficiency-ESU-0230,WRZ19B,SES,ESU,2015,NULL,25,arr/Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,arr/Array_Node_Financial_Cost.csv,0,1,0,arr/Array_Node_EnvSoc_Cost.csv,0,1,0,arr/Array_Node_OneOff_Cost.csv,NULL,1,NULL,1,NULL,1,NULL,0,NULL,,,,,DIYDevices - East Surrey
WEF1424_ph2b,525009,159577,Water company defined,Water efficiency,SES-Water efficiency-SUT-0230,WRZ19A,SES,SUT,2015,NULL,25,arr/Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,arr/Array_Node_Financial_Cost.csv,0,1,0,arr/Array_Node_EnvSoc_Cost.csv,0,1,0,arr/Array_Node_OneOff_Cost.csv,NULL,1,NULL,1,NULL,1,NULL,0,NULL,,,,,DIYDevices - Sutton
WEF1297_ph2b,527800,148386,Water company defined,Water efficiency,SES-Water efficiency-ESU-0240,WRZ19B,SES,ESU,2015,NULL,25,arr/Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,arr/Array_Node_Financial_Cost.csv,0,1,0,arr/Array_Node_EnvSoc_Cost.csv,0,1,0,arr/Array_Node_OneOff_Cost.csv,NULL,1,NULL,1,NULL,1,NULL,0,NULL,,,,,DiscountedWaterButts - East Surrey
WEF1425_ph2b,525009,159377,Water company defined,Water efficiency,SES-Water efficiency-SUT-0240,WRZ19A,SES,SUT,2015,NULL,25,arr/Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,arr/Array_Node_Financial_Cost.csv,0,1,0,arr/Array_Node_EnvSoc_Cost.csv,0,1,0,arr/Array_Node_OneOff_Cost.csv,NULL,1,NULL,1,NULL,1,NULL,0,NULL,,,,,DiscountedWaterButts - Sutton
LEA1000_ph2b,529800,148586,Water company defined,Leakage reduction,SES-Leakage reduction-ESU-0120,WRZ19B,SES,ESU,2016,NULL,60,arr/Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,arr/Array_Node_Financial_Cost.csv,0,1,0,arr/Array_Node_EnvSoc_Cost.csv,0,1,0,arr/Array_Node_OneOff_Cost.csv,NULL,1,NULL,1,NULL,1,NULL,0,NULL,,,,,Active Leakage reductionkage control - East Surrey 0.5Ml/d
LEA1002_ph2b,529800,148986,Water company defined,Leakage reduction,SES-Leakage reduction-ESU-0121,WRZ19B,SES,ESU,2016,NULL,60,arr/Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,arr/Array_Node_Financial_Cost.csv,0,1,0,arr/Array_Node_EnvSoc_Cost.csv,0,1,0,arr/Array_Node_OneOff_Cost.csv,NULL,1,NULL,1,NULL,1,NULL,0,NULL,,,,,Active Leakage reductionkage control - East Surrey 1.5Ml/d
LEA1001_ph2b,529800,148786,Water company defined,Leakage reduction,SES-Leakage reduction-ESU-0122,WRZ19B,SES,ESU,2016,NULL,60,arr/Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,arr/Array_Node_Financial_Cost.csv,0,1,0,arr/Array_Node_EnvSoc_Cost.csv,0,1,0,arr/Array_Node_OneOff_Cost.csv,NULL,1,NULL,1,NULL,1,NULL,0,NULL,,,,,Active Leakage reductionkage control - East Surrey 1Ml/d
LEA1003_ph2b,529800,149186,Water company defined,Leakage reduction,SES-Leakage reduction-ESU-0123,WRZ19B,SES,ESU,2016,NULL,60,arr/Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,arr/Array_Node_Financial_Cost.csv,0,1,0,arr/Array_Node_EnvSoc_Cost.csv,0,1,0,arr/Array_Node_OneOff_Cost.csv,NULL,1,NULL,1,NULL,1,NULL,0,NULL,,,,,Active Leakage reductionkage control - East Surrey 2Ml/d
LEA1004_ph2b,529800,149386,Water company defined,Leakage reduction,SES-Leakage reduction-ESU-0124,WRZ19B,SES,ESU,2016,NULL,60,arr/Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,arr/Array_Node_Financial_Cost.csv,0,1,0,arr/Array_Node_EnvSoc_Cost.csv,0,1,0,arr/Array_Node_OneOff_Cost.csv,NULL,1,NULL,1,NULL,1,NULL,0,NULL,,,,,Active Leakage reductionkage control - East Surrey 2.5Ml/d
LEA1005_ph2b,529800,149586,Water company defined,Leakage reduction,SES-Leakage reduction-ESU-0125,WRZ19B,SES,ESU,2016,NULL,60,arr/Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,arr/Array_Node_Financial_Cost.csv,0,1,0,arr/Array_Node_EnvSoc_Cost.csv,0,1,0,arr/Array_Node_OneOff_Cost.csv,NULL,1,NULL,1,NULL,1,NULL,0,NULL,,,,,Active Leakage reductionkage control - East Surrey 3Ml/d
LEA1006_ph2b,527009,161377,Water company defined,Leakage reduction,SES-Leakage reduction-SUT-0120,WRZ19A,SES,SUT,2016,NULL,60,arr/Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,arr/Array_Node_Financial_Cost.csv,0,1,0,arr/Array_Node_EnvSoc_Cost.csv,0,1,0,arr/Array_Node_OneOff_Cost.csv,NULL,1,NULL,1,NULL,1,NULL,0,NULL,,,,,Active Leakage reductionkage control - Sutton 0.5Ml/d
