Name ,from,to,WRSE Ref,Type,Zone generic,Co. From,Co. to,Zone from,Zone to,Company,WRZ,Earliest Start Year,Year Activated,End year,Asset life,DO,Demand flow,Demand + THR flow,Financial cost,Financial cost spent,Financial vopex,Financial vopex spent,EnvSoc cost,EnvSoc cost spent,EnvSoc vopex,EnvSoc vopex spent,Carbon const,Carbon capital cost spent,Carbon fopex,Carbon fopex cost spent,Carbon vopex,Carbon vopex cost spent,Transfer type,Ratchet,Full capacity,Bi-directional,Description
LEA3001_link,LEA3001_ph2b,ExDO52,VWC-LEA-VW2-L14-link,Option link,WRZ32,VW,VW,VW2,VW2,VW,VW2,2020,NULL,,60,arr/Array_Link_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,0,0,0,0,0,0,0,0,0,NULL,0,NULL,0,NULL,0,,,,Link for LEA3001_ph2b
LEA3002_link,LEA3002_ph2b,ExDO53,VWC-LEA-VW3-L14-link,Option link,WRZ33,VW,VW,VW3,VW3,VW,VW3,2020,NULL,,60,arr/Array_Link_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,0,0,0,0,0,0,0,0,0,NULL,0,NULL,0,NULL,0,,,,Link for LEA3002_ph2b
LEA3003_link,LEA3003_ph2b,ExDO54,VWC-LEA-VW4-L14-link,Option link,WRZ34,VW,VW,VW4,VW4,VW,VW4,2020,NULL,,60,arr/Array_Link_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,0,0,0,0,0,0,0,0,0,NULL,0,NULL,0,NULL,0,,,,Link for LEA3003_ph2b
LEA3004_link,LEA3004_ph2b,ExDO55,VWC-LEA-VW5-L14-link,Option link,WRZ35,VW,VW,VW5,VW5,VW,VW5,2020,NULL,,60,arr/Array_Link_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,0,0,0,0,0,0,0,0,0,NULL,0,NULL,0,NULL,0,,,,Link for LEA3004_ph2b
LEA3005_link,LEA3005_ph2b,ExDO56,VWC-LEA-VW6-L14-link,Option link,WRZ36,VW,VW,VW6,VW6,VW,VW6,2020,NULL,,60,arr/Array_Link_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,0,0,0,0,0,0,0,0,0,NULL,0,NULL,0,NULL,0,,,,Link for LEA3005_ph2b
LEA3006_link,LEA3006_ph2b,ExDO38,VWC-LEA-VWS-L16-link,Option link,WRZ18,VW,VW,VWS,VWS,VW,VWS,2020,NULL,,60,arr/Array_Link_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,0,0,0,0,0,0,0,0,0,NULL,0,NULL,0,NULL,0,,,,Link for LEA3006_ph2b
WEF1300_link,WEF1300_ph2b,ExDO39b,SES-WEF-ESU-0140-link,Option link,WRZ19B,SES,SES,ESU,ESU,SES,ESU,2015,NULL,,25,arr/Array_Link_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,0,0,0,0,0,0,0,0,0,NULL,0,NULL,0,NULL,0,,,,Link for WEF1300_ph2b
WEF1415_link,WEF1415_ph2b,ExDO39a,SES-WEF-SUT-0140-link,Option link,WRZ19A,SES,SES,SUT,SUT,SES,SUT,2015,NULL,,25,arr/Array_Link_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,0,0,0,0,0,0,0,0,0,NULL,0,NULL,0,NULL,0,,,,Link for WEF1415_ph2b
WEF1303_link,WEF1303_ph2b,ExDO39b,SES-WEF-ESU-0150-link,Option link,WRZ19B,SES,SES,ESU,ESU,SES,ESU,2015,NULL,,25,arr/Array_Link_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,0,0,0,0,0,0,0,0,0,NULL,0,NULL,0,NULL,0,,,,Link for WEF1303_ph2b
WEF1416_link,WEF1416_ph2b,ExDO39a,SES-WEF-SUT-0150-link,Option link,WRZ19A,SES,SES,SUT,SUT,SES,SUT,2015,NULL,,25,arr/Array_Link_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,0,0,0,0,0,0,0,0,0,NULL,0,NULL,0,NULL,0,,,,Link for WEF1416_ph2b
WEF1304_link,WEF1304_ph2b,ExDO39b,SES-WEF-ESU-0160-link,Option link,WRZ19B,SES,SES,ESU,ESU,SES,ESU,2015,NULL,,25,arr/Array_Link_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,0,0,0,0,0,0,0,0,0,NULL,0,NULL,0,NULL,0,,,,Link for WEF1304_ph2b
WEF1417_link,WEF1417_ph2b,ExDO39a,SES-WEF-SUT-0160-link,Option link,WRZ19A,SES,SES,SUT,SUT,SES,SUT,2015,NULL,,25,arr/Array_Link_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,0,0,0,0,0,0,0,0,0,NULL,0,NULL,0,NULL,0,,,,Link for WEF1417_ph2b
WEF1305_link,WEF1305_ph2b,ExDO39b,SES-WEF-ESU-0170-link,Option link,WRZ19B,SES,SES,ESU,ESU,SES,ESU,2015,NULL,,25,arr/Array_Link_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,0,0,0,0,0,0,0,0,0,NULL,0,NULL,0,NULL,0,,,,Link for WEF1305_ph2b
WEF1418_link,WEF1418_ph2b,ExDO39a,SES-WEF-SUT-0170-link,Option link,WRZ19A,SES,SES,SUT,SUT,SES,SUT,2015,NULL,,25,arr/Array_Link_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,0,0,0,0,0,0,0,0,0,NULL,0,NULL,0,NULL,0,,,,Link for WEF1418_ph2b
WEF1306_link,WEF1306_ph2b,ExDO39b,SES-WEF-ESU-0180-link,Option link,WRZ19B,SES,SES,ESU,ESU,SES,ESU,2015,NULL,,25,arr/Array_Link_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,0,0,0,0,0,0,0,0,0,NULL,0,NULL,0,NULL,0,,,,Link for WEF1306_ph2b
WEF1419_link,WEF1419_ph2b,ExDO39a,SES-WEF-SUT-0180-link,Option link,WRZ19A,SES,SES,SUT,SUT,SES,SUT,2015,NULL,,25,arr/Array_Link_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,0,0,0,0,0,0,0,0,0,NULL,0,NULL,0,NULL,0,,,,Link for WEF1419_ph2b
WEF1296_link,WEF1296_ph2b,ExDO39b,SES-WEF-ESU-0190-link,Option link,WRZ19B,SES,SES,ESU,ESU,SES,ESU,2015,NULL,,25,arr/Array_Link_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,0,0,0,0,0,0,0,0,0,NULL,0,NULL,0,NULL,0,,,,Link for WEF1296_ph2b
WEF1420_link,WEF1420_ph2b,ExDO39a,SES-WEF-SUT-0190-link,Option link,WRZ19A,SES,SES,SUT,SUT,SES,SUT,2015,NULL,,25,arr/Array_Link_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,0,0,0,0,0,0,0,0,0,NULL,0,NULL,0,NULL,0,,,,Link for WEF1420_ph2b
WEF1302_link,WEF1302_ph2b,ExDO39b,SES-WEF-ESU-0200-link,Option link,WRZ19B,SES,SES,ESU,ESU,SES,ESU,2015,NULL,,25,arr/Array_Link_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,0,0,0,0,0,0,0,0,0,NULL,0,NULL,0,NULL,0,,,,Link for WEF1302_ph2b
WEF1421_link,WEF1421_ph2b,ExDO39a,SES-WEF-SUT-0200-link,Option link,WRZ19A,SES,SES,SUT,SUT,SES,SUT,2015,NULL,,25,arr/Array_Link_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,0,0,0,0,0,0,0,0,0,NULL,0,NULL,0,NULL,0,,,,Link for WEF1421_ph2b
WEF1301_link,WEF1301_ph2b,ExDO39b,SES-WEF-ESU-0210-link,Option link,WRZ19B,SES,SES,ESU,ESU,SES,ESU,2015,NULL,,25,arr/Array_Link_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,0,0,0,0,0,0,0,0,0,NULL,0,NULL,0,NULL,0,,,,Link for WEF1301_ph2b
WEF1422_link,WEF1422_ph2b,ExDO39a,SES-WEF-SUT-0210-link,Option link,WRZ19A,SES,SES,SUT,SUT,SES,SUT,2015,NULL,,25,arr/Array_Link_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,0,0,0,0,0,0,0,0,0,NULL,0,NULL,0,NULL,0,,,,Link for WEF1422_ph2b
WEF1299_link,WEF1299_ph2b,ExDO39b,SES-WEF-ESU-0220-link,Option link,WRZ19B,SES,SES,ESU,ESU,SES,ESU,2015,NULL,,25,arr/Array_Link_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,0,0,0,0,0,0,0,0,0,NULL,0,NULL,0,NULL,0,,,,Link for WEF1299_ph2b
WEF1423_link,WEF1423_ph2b,ExDO39a,SES-WEF-SUT-0220-link,Option link,WRZ19A,SES,SES,SUT,SUT,SES,SUT,2015,NULL,,25,arr/Array_Link_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,0,0,0,0,0,0,0,0,0,NULL,0,NULL,0,NULL,0,,,,Link for WEF1423_ph2b
WEF1298_link,WEF1298_ph2b,ExDO39b,SES-WEF-ESU-0230-link,Option link,WRZ19B,SES,SES,ESU,ESU,SES,ESU,2015,NULL,,25,arr/Array_Link_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,0,0,0,0,0,0,0,0,0,NULL,0,NULL,0,NULL,0,,,,Link for WEF1298_ph2b
WEF1424_link,WEF1424_ph2b,ExDO39a,SES-WEF-SUT-0230-link,Option link,WRZ19A,SES,SES,SUT,SUT,SES,SUT,2015,NULL,,25,arr/Array_Link_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,0,0,0,0,0,0,0,0,0,NULL,0,NULL,0,NULL,0,,,,Link for WEF1424_ph2b
WEF1297_link,WEF1297_ph2b,ExDO39b,SES-WEF-ESU-0240-link,Option link,WRZ19B,SES,SES,ESU,ESU,SES,ESU,2015,NULL,,25,arr/Array_Link_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,0,0,0,0,0,0,0,0,0,NULL,0,NULL,0,NULL,0,,,,Link for WEF1297_ph2b
WEF1425_link,WEF1425_ph2b,ExDO39a,SES-WEF-SUT-0240-link,Option link,WRZ19A,SES,SES,SUT,SUT,SES,SUT,2015,NULL,,25,arr/Array_Link_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,0,0,0,0,0,0,0,0,0,NULL,0,NULL,0,NULL,0,,,,Link for WEF1425_ph2b
LEA1000_link,LEA1000_ph2b,ExDO39b,SES-LEA-ESU-0120-link,Option link,WRZ19B,SES,SES,ESU,ESU,SES,ESU,2016,NULL,,60,arr/Array_Link_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,0,0,0,0,0,0,0,0,0,NULL,0,NULL,0,NULL,0,,,,Link for LEA1000_ph2b
LEA1002_link,LEA1002_ph2b,ExDO39b,SES-LEA-ESU-0121-link,Option link,WRZ19B,SES,SES,ESU,ESU,SES,ESU,2016,NULL,,60,arr/Array_Link_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,0,0,0,0,0,0,0,0,0,NULL,0,NULL,0,NULL,0,,,,Link for LEA1002_ph2b
LEA1001_link,LEA1001_ph2b,ExDO39b,SES-LEA-ESU-0122-link,Option link,WRZ19B,SES,SES,ESU,ESU,SES,ESU,2016,NULL,,60,arr/Array_Link_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,0,0,0,0,0,0,0,0,0,NULL,0,NULL,0,NULL,0,,,,Link for LEA1001_ph2b
LEA1003_link,LEA1003_ph2b,ExDO39b,SES-LEA-ESU-0123-link,Option link,WRZ19B,SES,SES,ESU,ESU,SES,ESU,2016,NULL,,60,arr/Array_Link_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,0,0,0,0,0,0,0,0,0,NULL,0,NULL,0,NULL,0,,,,Link for LEA1003_ph2b
LEA1004_link,LEA1004_ph2b,ExDO39b,SES-LEA-ESU-0124-link,Option link,WRZ19B,SES,SES,ESU,ESU,SES,ESU,2016,NULL,,60,arr/Array_Link_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,0,0,0,0,0,0,0,0,0,NULL,0,NULL,0,NULL,0,,,,Link for LEA1004_ph2b
LEA1005_link,LEA1005_ph2b,ExDO39b,SES-LEA-ESU-0125-link,Option link,WRZ19B,SES,SES,ESU,ESU,SES,ESU,2016,NULL,,60,arr/Array_Link_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,0,0,0,0,0,0,0,0,0,NULL,0,NULL,0,NULL,0,,,,Link for LEA1005_ph2b
LEA1006_link,LEA1006_ph2b,ExDO39a,SES-LEA-SUT-0120-link,Option link,WRZ19A,SES,SES,SUT,SUT,SES,SUT,2016,NULL,,60,arr/Array_Link_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,0,0,0,0,0,0,0,0,0,NULL,0,NULL,0,NULL,0,,,,Link for LEA1006_ph2b
LEA1007_link,LEA1007_ph2b,ExDO39a,SES-LEA-SUT-0121-link,Option link,WRZ19A,SES,SES,SUT,SUT,SES,SUT,2016,NULL,,60,arr/Array_Link_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,0,0,0,0,0,0,0,0,0,NULL,0,NULL,0,NULL,0,,,,Link for LEA1007_ph2b
LEA1008_link,LEA1008_ph2b,ExDO39a,SES-LEA-SUT-0122-link,Option link,WRZ19A,SES,SES,SUT,SUT,SES,SUT,2016,NULL,,60,arr/Array_Link_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,0,0,0,0,0,0,0,0,0,NULL,0,NULL,0,NULL,0,,,,Link for LEA1008_ph2b
LEA1009_link,LEA1009_ph2b,ExDO39a,SES-LEA-SUT-0123-link,Option link,WRZ19A,SES,SES,SUT,SUT,SES,SUT,2016,NULL,,60,arr/Array_Link_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,0,0,0,0,0,0,0,0,0,NULL,0,NULL,0,NULL,0,,,,Link for LEA1009_ph2b
LEA1010_link,LEA1010_ph2b,ExDO39a,SES-LEA-SUT-0124-link,Option link,WRZ19A,SES,SES,SUT,SUT,SES,SUT,2016,NULL,,60,arr/Array_Link_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,0,0,0,0,0,0,0,0,0,NULL,0,NULL,0,NULL,0,,,,Link for LEA1010_ph2b
LEA1011_link,LEA1011_ph2b,ExDO39a,SES-LEA-SUT-0125-link,Option link,WRZ19A,SES,SES,SUT,SUT,SES,SUT,2016,NULL,,60,arr/Array_Link_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,0,0,0,0,0,0,0,0,0,NULL,0,NULL,0,NULL,0,,,,Link for LEA1011_ph2b
MET1148_link,MET1148_ph2b,ExDO39b,SES-MET-ESU-0250-link,Option link,WRZ19B,SES,SES,ESU,ESU,SES,ESU,2015,NULL,,60,arr/Array_Link_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,0,0,0,0,0,0,0,0,0,NULL,0,NULL,0,NULL,0,,,,Link for MET1148_ph2b
MET1152_link,MET1152_ph2b,ExDO39b,SES-MET-ESU-0260-link,Option link,WRZ19B,SES,SES,ESU,ESU,SES,ESU,2015,NULL,,60,arr/Array_Link_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,0,0,0,0,0,0,0,0,0,NULL,0,NULL,0,NULL,0,,,,Link for MET1152_ph2b
MET1149_link,MET1149_ph2b,ExDO39b,SES-MET-ESU-0270-link,Option link,WRZ19B,SES,SES,ESU,ESU,SES,ESU,2020,NULL,,60,arr/Array_Link_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,0,0,0,0,0,0,0,0,0,NULL,0,NULL,0,NULL,0,,,,Link for MET1149_ph2b
MET1150_link,MET1150_ph2b,ExDO39b,SES-MET-ESU-0280-link,Option link,WRZ19B,SES,SES,ESU,ESU,SES,ESU,2025,NULL,,60,arr/Array_Link_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,0,0,0,0,0,0,0,0,0,NULL,0,NULL,0,NULL,0,,,,Link for MET1150_ph2b
MET1151_link,MET1151_ph2b,ExDO39b,SES-MET-ESU-0290-link,Option link,WRZ19B,SES,SES,ESU,ESU,SES,ESU,2030,NULL,,60,arr/Array_Link_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,0,0,0,0,0,0,0,0,0,NULL,0,NULL,0,NULL,0,,,,Link for MET1151_ph2b
MET1153_link,MET1153_ph2b,ExDO39b,SES-MET-ESU-0300-link,Option link,WRZ19B,SES,SES,ESU,ESU,SES,ESU,2020,NULL,,60,arr/Array_Link_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,0,0,0,0,0,0,0,0,0,NULL,0,NULL,0,NULL,0,,,,Link for MET1153_ph2b
MET1230_link,MET1230_ph2b,ExDO39a,SES-MET-SUT-0250-link,Option link,WRZ19A,SES,SES,SUT,SUT,SES,SUT,2015,NULL,,60,arr/Array_Link_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,0,0,0,0,0,0,0,0,0,NULL,0,NULL,0,NULL,0,,,,Link for MET1230_ph2b
MET1231_link,MET1231_ph2b,ExDO39a,SES-MET-SUT-0260-link,Option link,WRZ19A,SES,SES,SUT,SUT,SES,SUT,2015,NULL,,60,arr/Array_Link_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,0,0,0,0,0,0,0,0,0,NULL,0,NULL,0,NULL,0,,,,Link for MET1231_ph2b
MET1232_link,MET1232_ph2b,ExDO39a,SES-MET-SUT-0270-link,Option link,WRZ19A,SES,SES,SUT,SUT,SES,SUT,2020,NULL,,60,arr/Array_Link_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,0,0,0,0,0,0,0,0,0,NULL,0,NULL,0,NULL,0,,,,Link for MET1232_ph2b
MET1233_link,MET1233_ph2b,ExDO39a,SES-MET-SUT-0280-link,Option link,WRZ19A,SES,SES,SUT,SUT,SES,SUT,2025,NULL,,60,arr/Array_Link_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,0,0,0,0,0,0,0,0,0,NULL,0,NULL,0,NULL,0,,,,Link for MET1233_ph2b
MET1234_link,MET1234_ph2b,ExDO39a,SES-MET-SUT-0290-link,Option link,WRZ19A,SES,SES,SUT,SUT,SES,SUT,2030,NULL,,60,arr/Array_Link_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,0,0,0,0,0,0,0,0,0,NULL,0,NULL,0,NULL,0,,,,Link for MET1234_ph2b
MET1235_link,MET1235_ph2b,ExDO39a,SES-MET-SUT-0300-link,Option link,WRZ19A,SES,SES,SUT,SUT,SES,SUT,2020,NULL,,60,arr/Array_Link_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,0,0,0,0,0,0,0,0,0,NULL,0,NULL,0,NULL,0,,,,Link for MET1235_ph2b
MET_3000ph2b,MET_3000ph2b,ExDO39b,SES-MET-SUT-3000-link,Option link,WRZ19B,SES,SES,ESU,ESU,SES,ESU,2015,NULL,,60,arr/Array_Link_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,0,0,0,0,0,0,0,0,0,NULL,0,NULL,0,NULL,0,,,,Link for MET_3000ph2b
MET_3001ph2b,MET_3001ph2b,ExDO39a,SES-MET-SUT-3001-link,Option link,WRZ19A,SES,SES,SUT,SUT,SES,SUT,2015,NULL,,60,arr/Array_Link_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,0,0,0,0,0,0,0,0,0,NULL,0,NULL,0,NULL,0,,,,Link for MET_3001ph2b
WEF434_link,WEF434_ph2b,ExDO31,SEW-WEF-RZ1-6171-link,Option link,WRZ15,SEW,SEW,RZ1,RZ1,SEW,RZ1,2015,NULL,,19,arr/Array_Link_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,0,0,0,0,0,0,0,0,0,NULL,0,NULL,0,NULL,0,,,,Link for WEF434_ph2b
WEF1338_link,WEF1338_ph2b,ExDO31,SEW-WEF-RZ1-6211-link,Option link,WRZ15,SEW,SEW,RZ1,RZ1,SEW,RZ1,2015,NULL,,14,arr/Array_Link_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,0,0,0,0,0,0,0,0,0,NULL,0,NULL,0,NULL,0.01,,,,Link for WEF1338_ph2b
WEF440_link,WEF440_ph2b,ExDO31,SEW-WEF-RZ1-6291-link,Option link,WRZ15,SEW,SEW,RZ1,RZ1,SEW,RZ1,2015,NULL,,20,arr/Array_Link_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,0,0,0,0,0,0,0,0,0,NULL,0,NULL,0,NULL,0,,,,Link for WEF440_ph2b
WEF1339_link,WEF1339_ph2b,ExDO31,SEW-WEF-RZ1-6331-link,Option link,WRZ15,SEW,SEW,RZ1,RZ1,SEW,RZ1,2015,NULL,,10,arr/Array_Link_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,0,0,0,0,0,0,0,0,0,NULL,0,NULL,0,NULL,0.02,,,,Link for WEF1339_ph2b
WEF1340_link,WEF1340_ph2b,ExDO31,SEW-WEF-RZ1-6341-link,Option link,WRZ15,SEW,SEW,RZ1,RZ1,SEW,RZ1,2015,NULL,,19,arr/Array_Link_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,0,0,0,0,0,0,0,0,0,NULL,0,NULL,0,NULL,4.73,,,,Link for WEF1340_ph2b
WEF1342_link,WEF1342_ph2b,ExDO31,SEW-WEF-RZ1-6401-link,Option link,WRZ15,SEW,SEW,RZ1,RZ1,SEW,RZ1,2015,NULL,,5,arr/Array_Link_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,0,0,0,0,0,0,0,0,0,NULL,0,NULL,0,NULL,0,,,,Link for WEF1342_ph2b
WEF1343_link,WEF1343_ph2b,ExDO31,SEW-WEF-RZ1-6411-link,Option link,WRZ15,SEW,SEW,RZ1,RZ1,SEW,RZ1,2015,NULL,,5,arr/Array_Link_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,0,0,0,0,0,0,0,0,0,NULL,0,NULL,0,NULL,0,,,,Link for WEF1343_ph2b
WEF1344_link,WEF1344_ph2b,ExDO31,SEW-WEF-RZ1-6421-link,Option link,WRZ15,SEW,SEW,RZ1,RZ1,SEW,RZ1,2015,NULL,,9,arr/Array_Link_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,0,0,0,0,0,0,0,0,0,NULL,0,NULL,0,NULL,0,,,,Link for WEF1344_ph2b
WEF1345_link,WEF1345_ph2b,ExDO31,SEW-WEF-RZ1-6431-link,Option link,WRZ15,SEW,SEW,RZ1,RZ1,SEW,RZ1,2015,NULL,,19,arr/Array_Link_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,0,0,0,0,0,0,0,0,0,NULL,0,NULL,0,NULL,3.6,,,,Link for WEF1345_ph2b
WEF443_link,WEF443_ph2b,ExDO29,SEW-WEF-RZ2-6172-link,Option link,WRZ13,SEW,SEW,RZ2,RZ2,SEW,RZ2,2015,NULL,,19,arr/Array_Link_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,0,0,0,0,0,0,0,0,0,NULL,0,NULL,0,NULL,0,,,,Link for WEF443_ph2b
WEF1346_link,WEF1346_ph2b,ExDO29,SEW-WEF-RZ2-6212-link,Option link,WRZ13,SEW,SEW,RZ2,RZ2,SEW,RZ2,2015,NULL,,14,arr/Array_Link_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,0,0,0,0,0,0,0,0,0,NULL,0,NULL,0,NULL,0.02,,,,Link for WEF1346_ph2b
WEF449_link,WEF449_ph2b,ExDO29,SEW-WEF-RZ2-6292-link,Option link,WRZ13,SEW,SEW,RZ2,RZ2,SEW,RZ2,2015,NULL,,20,arr/Array_Link_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,0,0,0,0,0,0,0,0,0,NULL,0,NULL,0,NULL,0,,,,Link for WEF449_ph2b
WEF1347_link,WEF1347_ph2b,ExDO29,SEW-WEF-RZ2-6332-link,Option link,WRZ13,SEW,SEW,RZ2,RZ2,SEW,RZ2,2015,NULL,,10,arr/Array_Link_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,0,0,0,0,0,0,0,0,0,NULL,0,NULL,0,NULL,0.06,,,,Link for WEF1347_ph2b
WEF1348_link,WEF1348_ph2b,ExDO29,SEW-WEF-RZ2-6342-link,Option link,WRZ13,SEW,SEW,RZ2,RZ2,SEW,RZ2,2015,NULL,,19,arr/Array_Link_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,0,0,0,0,0,0,0,0,0,NULL,0,NULL,0,NULL,8.47,,,,Link for WEF1348_ph2b
WEF1350_link,WEF1350_ph2b,ExDO29,SEW-WEF-RZ2-6402-link,Option link,WRZ13,SEW,SEW,RZ2,RZ2,SEW,RZ2,2015,NULL,,5,arr/Array_Link_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,0,0,0,0,0,0,0,0,0,NULL,0,NULL,0,NULL,0,,,,Link for WEF1350_ph2b
WEF1351_link,WEF1351_ph2b,ExDO29,SEW-WEF-RZ2-6412-link,Option link,WRZ13,SEW,SEW,RZ2,RZ2,SEW,RZ2,2015,NULL,,5,arr/Array_Link_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,0,0,0,0,0,0,0,0,0,NULL,0,NULL,0,NULL,0,,,,Link for WEF1351_ph2b
WEF1352_link,WEF1352_ph2b,ExDO29,SEW-WEF-RZ2-6422-link,Option link,WRZ13,SEW,SEW,RZ2,RZ2,SEW,RZ2,2015,NULL,,9,arr/Array_Link_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,0,0,0,0,0,0,0,0,0,NULL,0,NULL,0,NULL,0,,,,Link for WEF1352_ph2b
WEF1353_link,WEF1353_ph2b,ExDO29,SEW-WEF-RZ2-6432-link,Option link,WRZ13,SEW,SEW,RZ2,RZ2,SEW,RZ2,2015,NULL,,19,arr/Array_Link_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,0,0,0,0,0,0,0,0,0,NULL,0,NULL,0,NULL,7.29,,,,Link for WEF1353_ph2b
