Name ,x,y,Type,WRSE-Ref,Zone generic,Company,WRZ,Earliest Start Year,Year Activated,Asset life,DO,Demand flow,Demand + THR flow,DI,THR,Loss,Financial_ cost,Financial cost spent,Financial vopex,Financial vopex spent,EnvSoc cost,EnvSoc cost spent,EnvSoc vopex,EnvSoc vopex spent,OneOff cost,OneOff cost spent,Carbon const,Carbon capital cost spent,Carbon fopex,Carbon fopex cost spent,Carbon vopex,Carbon vopex cost spent,OneOff carbon,OneOff carbon cost spent,Ratchet,ExDO VOPEX (p/m3),Percentage of ExDO VOPEX (calc),Percentage of ExDO VOPEX (round upto 5%),Description
Sop3021_ph2b,474400,203900,RES,TWU-RES-SWX-0751,WRZ23,TWU,SWX,2026,NULL,80,Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,Array_Node_Financial_Cost.csv,0,5.23,0,Array_Node_EnvSoc_Cost.csv,0,0,0,Array_Node_OneOff_Cost.csv,NULL,32097.27,NULL,114.4,NULL,0,NULL,,NULL,1,,,,RES RRDS Chinnor 75 SWOX
Sop1091_ph2b,474400,203900,RES,TWU-RES-LON-0751,WRZ22,TWU,LON,2026,NULL,80,Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,Array_Node_Financial_Cost.csv,0,5.04,0,Array_Node_EnvSoc_Cost.csv,0,0,0,Array_Node_OneOff_Cost.csv,NULL,216656.6,NULL,772.19,NULL,0,NULL,,NULL,1,,,,RES RRDS Chinnor 75 London
Sop3022_ph2b,474400,203900,RES,TWU-RES-SWX-0750,WRZ23,TWU,SWX,2026,NULL,80,Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,Array_Node_Financial_Cost.csv,0,4.9,0,Array_Node_EnvSoc_Cost.csv,0,0,0,Array_Node_OneOff_Cost.csv,NULL,28291.75,NULL,84.44,NULL,0,NULL,,NULL,1,,,,RES RRDS Chinnor 100 SWOX
Sop1092_ph2b,474400,203900,RES,TWU-RES-LON-0750,WRZ22,TWU,LON,2026,NULL,80,Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,Array_Node_Financial_Cost.csv,0,4.7,0,Array_Node_EnvSoc_Cost.csv,0,0,0,Array_Node_OneOff_Cost.csv,NULL,268771.63,NULL,802.15,NULL,0,NULL,,NULL,1,,,,RES RRDS Chinnor 100 London
Sop905_ph2b,445400,193600,RES,TWU-RES-LON-0011,WRZ22,TWU,LON,2026,NULL,80,Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,Array_Node_Financial_Cost.csv,0,6.65,0,Array_Node_EnvSoc_Cost.csv,0,0,0,Array_Node_OneOff_Cost.csv,NULL,203731.27,NULL,443.29,NULL,0,NULL,,NULL,1,,,,RES RRDS Abingdon 75+75 p2 Lon
Sop3023_ph2b,445400,193600,RES,TWU-RES-SWX-0010,WRZ23,TWU,SWX,2026,NULL,80,Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,Array_Node_Financial_Cost.csv,0,6.51,0,Array_Node_EnvSoc_Cost.csv,0,0,0,Array_Node_OneOff_Cost.csv,NULL,26989.79,NULL,58.68,NULL,0,NULL,,NULL,1,,,,RES RRDS Abingdon 75+75 p1 SWO
Sop1096_ph2b,445400,193600,RES,TWU-RES-LON-0781,WRZ22,TWU,LON,2026,NULL,80,Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,Array_Node_Financial_Cost.csv,0,1.41,0,Array_Node_EnvSoc_Cost.csv,0,0,0,Array_Node_OneOff_Cost.csv,NULL,176783.15,NULL,384.32,NULL,0,NULL,,NULL,1,,,,RES RRDS Abingdon 75+75 p1 Lon
Sop3024_ph2b,445400,193600,RES,TWU-RES-SWX-0015,WRZ23,TWU,SWX,2026,NULL,80,Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,Array_Node_Financial_Cost.csv,0,18.48,0,Array_Node_EnvSoc_Cost.csv,0,0,0,Array_Node_OneOff_Cost.csv,NULL,42085.59,NULL,172.15,NULL,0,NULL,,NULL,1,,,,RES RRDS Abingdon 50 SWOX
Sop1166_ph2b,445400,193600,RES,TWU-RES-LON-0015,WRZ22,TWU,LON,2026,NULL,80,Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,Array_Node_Financial_Cost.csv,0,1.61,0,Array_Node_EnvSoc_Cost.csv,0,0,0,Array_Node_OneOff_Cost.csv,NULL,174655.2,NULL,714.43,NULL,0,NULL,,NULL,1,,,,RES RRDS Abingdon 50 London
Sop3025_ph2b,445400,193600,RES,TWU-RES-SWX-0004,WRZ23,TWU,SWX,2026,NULL,80,Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,Array_Node_Financial_Cost.csv,0,5.13,0,Array_Node_EnvSoc_Cost.csv,0,0,0,Array_Node_OneOff_Cost.csv,NULL,23464.8,NULL,60.31,NULL,0,NULL,,NULL,1,,,,RES RRDS Abingdon 150 SWOX
Sop1169_ph2b,445400,193600,RES,TWU-RES-LON-0004,WRZ22,TWU,LON,2026,NULL,80,Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,Array_Node_Financial_Cost.csv,0,5.01,0,Array_Node_EnvSoc_Cost.csv,0,0,0,Array_Node_OneOff_Cost.csv,NULL,321467.79,NULL,826.27,NULL,0,NULL,,NULL,1,,,,RES RRDS Abingdon 150 London
Sop3026_ph2b,445400,193600,RES,TWU-RES-SWX-0771,WRZ23,TWU,SWX,2026,NULL,80,Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,Array_Node_Financial_Cost.csv,0,2.67,0,Array_Node_EnvSoc_Cost.csv,0,0,0,Array_Node_OneOff_Cost.csv,NULL,26449.29,NULL,70.36,NULL,0,NULL,,NULL,1,,,,RES RRDS Abingdon 125 SWOX
Sop3027_ph2b,445400,193600,RES,TWU-RES-LON-0771,WRZ22,TWU,LON,2026,NULL,80,Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,Array_Node_Financial_Cost.csv,0,2.58,0,Array_Node_EnvSoc_Cost.csv,0,0,0,Array_Node_OneOff_Cost.csv,NULL,306811.77,NULL,816.22,NULL,0,NULL,,NULL,1,,,,RES RRDS Abingdon 125 London
Sop3028_ph2b,445400,193600,RES,TWU-RES-SWX-0005,WRZ23,TWU,SWX,2026,NULL,80,Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,Array_Node_Financial_Cost.csv,0,2.87,0,Array_Node_EnvSoc_Cost.csv,0,0,0,Array_Node_OneOff_Cost.csv,NULL,27427.3,NULL,84.44,NULL,0,NULL,,NULL,1,,,,RES RRDS Abingdon 100 SWOX
Sop1165_ph2b,445400,193600,RES,TWU-RES-LON-0005,WRZ22,TWU,LON,2026,NULL,80,Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,Array_Node_Financial_Cost.csv,0,2.77,0,Array_Node_EnvSoc_Cost.csv,0,0,0,Array_Node_OneOff_Cost.csv,NULL,260559.39,NULL,802.15,NULL,0,NULL,,NULL,1,,,,RES RRDS Abingdon 100 London
Sop3029_ph2b,445400,193600,RTR,TWU-RTR-SWX-820,WRZ23,TWU,SWX,2026,NULL,80,Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,Array_Node_Financial_Cost.csv,0,3.16,0,Array_Node_EnvSoc_Cost.csv,0,0,0,Array_Node_OneOff_Cost.csv,NULL,43868.67,NULL,686.51,NULL,0,NULL,,NULL,1,,,,RES RRDS Abingdon SWOX 30
Sop3030_ph2b,445400,193600,RTR,TWU-RTR-LON-821,WRZ22,TWU,LON,2026,NULL,80,Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,Array_Node_Financial_Cost.csv,0,3.06,0,Array_Node_EnvSoc_Cost.csv,0,0,0,Array_Node_OneOff_Cost.csv,NULL,118445.4,NULL,1853.58,NULL,0,NULL,,NULL,1,,,,RES RRDS Abingdon London 30
Sop1100_ph2b,438800,200400,RES,TWU-RES-UTR-0761,WRZ24,TWU,UTR,2026,NULL,80,Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,Array_Node_Financial_Cost.csv,0,5.46,0,Array_Node_EnvSoc_Cost.csv,0,0,0,Array_Node_OneOff_Cost.csv,NULL,123391.4,NULL,2.69,NULL,0,NULL,,NULL,1,,,,RES RR Longworth 50
Sop1099_ph2b,438800,200400,RES,TWU-RES-UTR-0760,WRZ24,TWU,UTR,2026,NULL,80,Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,Array_Node_Financial_Cost.csv,0,5.78,0,Array_Node_EnvSoc_Cost.csv,0,0,0,Array_Node_OneOff_Cost.csv,NULL,76004.79,NULL,2.69,NULL,0,NULL,,NULL,1,,,,RES RR Longworth 30
Sop1098_ph2b,474400,203900,RES,TWU-RES-UTR-0751,WRZ24,TWU,UTR,2026,NULL,80,Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,Array_Node_Financial_Cost.csv,0,7.18,0,Array_Node_EnvSoc_Cost.csv,0,0,0,Array_Node_OneOff_Cost.csv,NULL,183193.12,NULL,2.69,NULL,0,NULL,,NULL,1,,,,RES RR Chinnor 75
Sop1097_ph2b,474400,203900,RES,TWU-RES-UTR-0750,WRZ24,TWU,UTR,2026,NULL,80,Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,Array_Node_Financial_Cost.csv,0,7.01,0,Array_Node_EnvSoc_Cost.csv,0,0,0,Array_Node_OneOff_Cost.csv,NULL,245622.9,NULL,2.69,NULL,0,NULL,,NULL,1,,,,RES RR Chinnor 100
Sop906_ph2b,445400,193600,RES,TWU-RES-UTR-0003,WRZ24,TWU,UTR,2026,NULL,80,Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,Array_Node_Financial_Cost.csv,0,1.41,0,Array_Node_EnvSoc_Cost.csv,0,0,0,Array_Node_OneOff_Cost.csv,NULL,198542.78,NULL,1,NULL,0,NULL,,NULL,1,,,,RES RR Abingdon 75+75 p2
Sop903_ph2b,445400,193600,RES,TWU-RES-UTR-0010,WRZ24,TWU,UTR,2026,NULL,80,Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,Array_Node_Financial_Cost.csv,0,1.2,0,Array_Node_EnvSoc_Cost.csv,0,0,0,Array_Node_OneOff_Cost.csv,NULL,198572.34,NULL,1,NULL,0,NULL,,NULL,1,,,,RES RR Abingdon 75+75 p1
Sop1168_ph2b,445400,193600,RES,TWU-RES-UTR-0007,WRZ24,TWU,UTR,2026,NULL,80,Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,Array_Node_Financial_Cost.csv,0,4.36,0,Array_Node_EnvSoc_Cost.csv,0,0,0,Array_Node_OneOff_Cost.csv,NULL,193169.37,NULL,2.69,NULL,0,NULL,,NULL,1,,,,RES RR Abingdon 75
Sop915_ph2b,445400,193600,RES,TWU-RES-UTR-0015,WRZ24,TWU,UTR,2026,NULL,80,Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,Array_Node_Financial_Cost.csv,0,4.77,0,Array_Node_EnvSoc_Cost.csv,0,0,0,Array_Node_OneOff_Cost.csv,NULL,134817.52,NULL,2.69,NULL,0,NULL,,NULL,1,,,,RES RR Abingdon 50
Sop1095_ph2b,445400,193600,RES,TWU-RES-UTR-0780,WRZ22,TWU,LON,2026,NULL,80,Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,Array_Node_Financial_Cost.csv,0,5.19,0,Array_Node_EnvSoc_Cost.csv,0,0,0,Array_Node_OneOff_Cost.csv,NULL,130882.53,NULL,2.69,NULL,0,NULL,,NULL,1,,,,RES RR Abingdon 30
Sop908_ph2b,445400,193600,RES,TWU-RES-UTR-0004,WRZ24,TWU,UTR,2026,NULL,80,Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,Array_Node_Financial_Cost.csv,0,5.53,0,Array_Node_EnvSoc_Cost.csv,0,0,0,Array_Node_OneOff_Cost.csv,NULL,587957.69,NULL,2.69,NULL,0,NULL,,NULL,1,,,,RES RR Abingdon 150
Sop1102_ph2b,445400,193600,RES,TWU-RES-UTR-0771,WRZ24,TWU,UTR,2026,NULL,80,Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,Array_Node_Financial_Cost.csv,0,1.25,0,Array_Node_EnvSoc_Cost.csv,0,0,0,Array_Node_OneOff_Cost.csv,NULL,8497734.73,NULL,2.69,NULL,0,NULL,,NULL,1,,,,RES RR Abingdon 125
Sop910_ph2b,445400,193600,RES,TWU-RES-UTR-0005,WRZ24,TWU,UTR,2026,NULL,80,Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,Array_Node_Financial_Cost.csv,0,4.23,0,Array_Node_EnvSoc_Cost.csv,0,0,0,Array_Node_OneOff_Cost.csv,NULL,239134.61,NULL,2.69,NULL,0,NULL,,NULL,1,,,,RES RR Abingdon 100
Sop3031_ph2b,438800,200400,RES,TWU-RES-SWX-0130,WRZ23,TWU,SWX,2026,NULL,80,Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,Array_Node_Financial_Cost.csv,0,19.46,0,Array_Node_EnvSoc_Cost.csv,0,0,0,Array_Node_OneOff_Cost.csv,NULL,189636.05,NULL,2540.1,NULL,0,NULL,,NULL,1,,,,RES DS Longworth 30 (SWOX)
Sop892_ph2b,445400,193600,RES,TWU-RES-SWX-0140,WRZ23,TWU,SWX,2026,NULL,80,Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,Array_Node_Financial_Cost.csv,0,19.4,0,Array_Node_EnvSoc_Cost.csv,0,0,0,Array_Node_OneOff_Cost.csv,NULL,252685.18,NULL,2540.1,NULL,0,NULL,,NULL,1,,,,RES DS Abingdon 30 (SWOX)
Sop1104_ph2b,486603,202304,RNC,TWU-RNC-SWA-0720,WRZ24,TWU,SWA,2015,NULL,60,Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,Array_Node_Financial_Cost.csv,0,31.6,0,Array_Node_EnvSoc_Cost.csv,0,0,0,Array_Node_OneOff_Cost.csv,NULL,0,NULL,0,NULL,0,NULL,,NULL,1,,,,NTC Hampden Bottom
Sop1103_ph2b,444093,163480,RNC,TWU-RNC-KEN-0730,WRZ25,TWU,KEN,2015,NULL,60,Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,Array_Node_Financial_Cost.csv,0,4.01,0,Array_Node_EnvSoc_Cost.csv,0,0,0,Array_Node_OneOff_Cost.csv,NULL,0.17,NULL,0,NULL,0,NULL,,NULL,1,,,,NTC East Woodhay
Sop880_ph2b,497300,178200,RNC,TWU-RNC-SWA-0560,WRZ24,TWU,SWA,2015,NULL,60,Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,Array_Node_Financial_Cost.csv,0,0,0,Array_Node_EnvSoc_Cost.csv,0,0,0,Array_Node_OneOff_Cost.csv,NULL,1967.75,NULL,0,NULL,0,NULL,,NULL,1,,,,NTC Datchet option 1
Sop1072_ph2b,519299,168277,EFF,TWU-EFF-LON-0301,WRZ22,TWU,LON,2020,NULL,60,Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,Array_Node_Financial_Cost.csv,0,23.36,0,Array_Node_EnvSoc_Cost.csv,0,0,0,Array_Node_OneOff_Cost.csv,NULL,83472.02,NULL,4240.33,NULL,0,NULL,,NULL,1,,,,IPR Hogsmill 35 Mld RO
Sop1074_ph2b,519299,168277,EFF,TWU-EFF-LON-0303,WRZ22,TWU,LON,2020,NULL,60,Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,Array_Node_Financial_Cost.csv,0,16.5,0,Array_Node_EnvSoc_Cost.csv,0,0,0,Array_Node_OneOff_Cost.csv,NULL,78503.68,NULL,682.03,NULL,0,NULL,,NULL,1,,,,IPR Hogsmill 35 Mld NonRO
Sop857_ph2b,519299,168277,EFF,TWU-EFF-LON-0300,WRZ22,TWU,LON,2020,NULL,25,Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,Array_Node_Financial_Cost.csv,0,27.28,0,Array_Node_EnvSoc_Cost.csv,0,0,0,Array_Node_OneOff_Cost.csv,NULL,34770.86,NULL,1824.95,NULL,0,NULL,,NULL,1,,,,IPR Hogsmill 15 Mld RO
Sop1073_ph2b,519299,168277,EFF,TWU-EFF-LON-0302,WRZ22,TWU,LON,2020,NULL,25,Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,Array_Node_Financial_Cost.csv,0,21.51,0,Array_Node_EnvSoc_Cost.csv,0,0,0,Array_Node_OneOff_Cost.csv,NULL,34624.87,NULL,296.14,NULL,0,NULL,,NULL,1,,,,IPR Hogsmill 15 Mld NonRO
Sop848_ph2b,535665,193766,EFF,TWU-EFF-LON-0072,WRZ22,TWU,LON,2020,NULL,25,Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,Array_Node_Financial_Cost.csv,0,27.26,0,Array_Node_EnvSoc_Cost.csv,0,0,0,Array_Node_OneOff_Cost.csv,NULL,136986.29,NULL,7271.74,NULL,0,NULL,,NULL,1,,,,IPR Deephams STW 60 Mld RO
Sop1068_ph2b,535665,193766,EFF,TWU-EFF-LON-0074,WRZ22,TWU,LON,2020,NULL,25,Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,Array_Node_Financial_Cost.csv,0,19.41,0,Array_Node_EnvSoc_Cost.csv,0,0,0,Array_Node_OneOff_Cost.csv,NULL,134534.44,NULL,1164.39,NULL,0,NULL,,NULL,1,,,,IPR Deephams STW 60 Mld NonRO
Sop847_ph2b,535665,193766,EFF,TWU-EFF-LON-0071,WRZ22,TWU,LON,2020,NULL,80,Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,Array_Node_Financial_Cost.csv,0,29.26,0,Array_Node_EnvSoc_Cost.csv,0,0,0,Array_Node_OneOff_Cost.csv,NULL,56743.76,NULL,3034.76,NULL,0,NULL,,NULL,1,,,,IPR Deephams STW 25 Mld RO
Sop1067_ph2b,535665,193766,EFF,TWU-EFF-LON-0073,WRZ22,TWU,LON,2020,NULL,80,Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,Array_Node_Financial_Cost.csv,0,21.86,0,Array_Node_EnvSoc_Cost.csv,0,0,0,Array_Node_OneOff_Cost.csv,NULL,56084.06,NULL,489.09,NULL,0,NULL,,NULL,1,,,,IPR Deephams STW 25 Mld NonRO
Sop1900_ph2b,544603,181963,EFF,TWU-EFF-LON-0171,WRZ22,TWU,LON,2020,NULL,80,Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,Array_Node_Financial_Cost.csv,0,30.48,0,Array_Node_EnvSoc_Cost.csv,0,0,0,Array_Node_OneOff_Cost.csv,NULL,125438.22,NULL,6060.91,NULL,0,NULL,,NULL,1,,,,IPR Beckton STW 50 Mld RO
Sop1069_ph2b,544603,181963,EFF,TWU-EFF-LON-0173,WRZ22,TWU,LON,2020,NULL,80,Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,Array_Node_Financial_Cost.csv,0,24.93,0,Array_Node_EnvSoc_Cost.csv,0,0,0,Array_Node_OneOff_Cost.csv,NULL,124868.35,NULL,928.22,NULL,0,NULL,,NULL,1,,,,IPR Beckton STW 50 Mld NonRO
Sop851_ph2b,544603,181963,EFF,TWU-EFF-LON-0172,WRZ22,TWU,LON,2020,NULL,80,Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,Array_Node_Financial_Cost.csv,0,29.07,0,Array_Node_EnvSoc_Cost.csv,0,0,0,Array_Node_OneOff_Cost.csv,NULL,356816.23,NULL,18177.48,NULL,0,NULL,,NULL,1,,,,IPR Beckton STW 150 Mld RO
Sop1071_ph2b,544603,181963,EFF,TWU-EFF-LON-0175,WRZ22,TWU,LON,2020,NULL,80,Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,Array_Node_Financial_Cost.csv,0,19.89,0,Array_Node_EnvSoc_Cost.csv,0,0,0,Array_Node_OneOff_Cost.csv,NULL,355540.85,NULL,2771.88,NULL,0,NULL,,NULL,1,,,,IPR Beckton STW 150 Mld NonRO
Sop849_ph2b,544603,181963,EFF,TWU-EFF-LON-0170,WRZ22,TWU,LON,2020,NULL,80,Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,Array_Node_Financial_Cost.csv,0,28.86,0,Array_Node_EnvSoc_Cost.csv,0,0,0,Array_Node_OneOff_Cost.csv,NULL,242468.82,NULL,12121.31,NULL,0,NULL,,NULL,1,,,,IPR Beckton STW 100 Mld RO
Sop1070_ph2b,544603,181963,EFF,TWU-EFF-LON-0174,WRZ22,TWU,LON,2020,NULL,80,Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,Array_Node_Financial_Cost.csv,0,23.52,0,Array_Node_EnvSoc_Cost.csv,0,0,0,Array_Node_OneOff_Cost.csv,NULL,241802.35,NULL,1849.71,NULL,0,NULL,,NULL,1,,,,IPR Beckton STW 100 Mld NonRO
Sop1075_ph2b,538784,183051,EFF,TWU-EFF-LON-0640,WRZ22,TWU,LON,2020,NULL,80,Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,Array_Node_Financial_Cost.csv,0,39.55,0,Array_Node_EnvSoc_Cost.csv,0,0,0,Array_Node_OneOff_Cost.csv,NULL,127021.56,NULL,1862.54,NULL,0,NULL,,NULL,1,,,,IPR Abbey Mills 50Mld RO
Sop1078_ph2b,538784,183051,EFF,TWU-EFF-LON-0643,WRZ22,TWU,LON,2020,NULL,80,Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,Array_Node_Financial_Cost.csv,0,21.47,0,Array_Node_EnvSoc_Cost.csv,0,0,0,Array_Node_OneOff_Cost.csv,NULL,128793.93,NULL,1131.97,NULL,0,NULL,,NULL,1,,,,IPR Abbey Mills 50 Mld NonRO
Sop1077_ph2b,538784,183051,EFF,TWU-EFF-LON-0642,WRZ22,TWU,LON,2020,NULL,80,Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,Array_Node_Financial_Cost.csv,0,37.69,0,Array_Node_EnvSoc_Cost.csv,0,0,0,Array_Node_OneOff_Cost.csv,NULL,357152.06,NULL,5576.74,NULL,0,NULL,,NULL,1,,,,IPR Abbey Mills 150 Mld RO
Sop1080_ph2b,538784,183051,EFF,TWU-EFF-LON-0645,WRZ22,TWU,LON,2020,NULL,80,Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,Array_Node_Financial_Cost.csv,0,18.11,0,Array_Node_EnvSoc_Cost.csv,0,0,0,Array_Node_OneOff_Cost.csv,NULL,361118.8,NULL,3383.13,NULL,0,NULL,,NULL,1,,,,IPR Abbey Mills 150 Mld NonRO
Sop1076_ph2b,538784,183051,EFF,TWU-EFF-LON-0641,WRZ22,TWU,LON,2020,NULL,80,Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,Array_Node_Financial_Cost.csv,0,37.56,0,Array_Node_EnvSoc_Cost.csv,0,0,0,Array_Node_OneOff_Cost.csv,NULL,250588.99,NULL,3724.58,NULL,0,NULL,,NULL,1,,,,IPR Abbey Mills 100 Mld RO
Sop1079_ph2b,538784,183051,EFF,TWU-EFF-LON-0644,WRZ22,TWU,LON,2020,NULL,80,Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,Array_Node_Financial_Cost.csv,0,18.25,0,Array_Node_EnvSoc_Cost.csv,0,0,0,Array_Node_OneOff_Cost.csv,NULL,245696.25,NULL,2257.22,NULL,0,NULL,,NULL,1,,,,IPR Abbey Mills 100 Mld NonRO
Sop1082_ph2b,458700,179600,EGW,TWU-EGW-SWX-0120,WRZ23,TWU,SWX,2017,NULL,80,Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,Array_Node_Financial_Cost.csv,0,17.89,0,Array_Node_EnvSoc_Cost.csv,0,0,0,Array_Node_OneOff_Cost.csv,NULL,4439.33,NULL,20.37,NULL,0,NULL,,NULL,1,,,,GW Woods Farm (Increased licenc
Sop1087_ph2b,538784,183051,NGW,TWU-NGW-LON-0690,WRZ22,TWU,LON,2015,NULL,80,Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,Array_Node_Financial_Cost.csv,0,3.85,0,Array_Node_EnvSoc_Cost.csv,0,0,0,Array_Node_OneOff_Cost.csv,NULL,86.84,NULL,0.27,NULL,0,NULL,,NULL,1,,,,GW Tottenham BH
Sop877_ph2b,490700,182000,EGW,TWU-EGW-SWA-0550,WRZ24,TWU,SWA,2017,NULL,80,Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,Array_Node_Financial_Cost.csv,0,51.47,0,Array_Node_EnvSoc_Cost.csv,0,0,0,Array_Node_OneOff_Cost.csv,NULL,4588.68,NULL,85.78,NULL,0,NULL,,NULL,1,,,,GW Taplow (increased licence)
Sop1086_ph2b,538784,183051,NGW,TWU-NGW-LON-0680,WRZ22,TWU,LON,2017,NULL,80,Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,Array_Node_Financial_Cost.csv,0,15.28,0,Array_Node_EnvSoc_Cost.csv,0,0,0,Array_Node_OneOff_Cost.csv,NULL,7763.86,NULL,73.46,NULL,0,NULL,,NULL,1,,,,GW SouthfleetGreenhithe (disagg
