Name ,x,y,Type,WRSE-Ref,Zone generic,Company,WRZ,Earliest Start Year,Year Activated,Asset life,DO,Demand flow,Demand + THR flow,DI,THR,Loss,Financial_ cost,Financial cost spent,Financial vopex,Financial vopex spent,EnvSoc cost,EnvSoc cost spent,EnvSoc vopex,EnvSoc vopex spent,OneOff cost,OneOff cost spent,Carbon const,Carbon capital cost spent,Carbon fopex,Carbon fopex cost spent,Carbon vopex,Carbon vopex cost spent,OneOff carbon,OneOff carbon cost spent,Ratchet,ExDO VOPEX (p/m3),Percentage of ExDO VOPEX (calc),Percentage of ExDO VOPEX (round upto 5%),Description
LEA3107_ph2b,531087,189412,LEA,TWU-LEA-LON-3096,WRZ22,TWU,LON,2015,NULL,60,Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,Array_Node_Financial_Cost.csv,0,0,0,Array_Node_EnvSoc_Cost.csv,0,0,0,Array_Node_OneOff_Cost.csv,NULL,16677.38515,NULL,0,NULL,0,NULL,0,NULL,,,,,LON-25-50-25-10-10
LEA3108_ph2b,531087,189412,LEA,TWU-LEA-LON-3097,WRZ22,TWU,LON,2015,NULL,60,Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,Array_Node_Financial_Cost.csv,0,0,0,Array_Node_EnvSoc_Cost.csv,0,0,0,Array_Node_OneOff_Cost.csv,NULL,13482.29741,NULL,0,NULL,0,NULL,0,NULL,,,,,LON-25-50-25-10-0
LEA3109_ph2b,531087,189412,LEA,TWU-LEA-LON-3098,WRZ22,TWU,LON,2015,NULL,60,Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,Array_Node_Financial_Cost.csv,0,0,0,Array_Node_EnvSoc_Cost.csv,0,0,0,Array_Node_OneOff_Cost.csv,NULL,10875.78396,NULL,0,NULL,0,NULL,0,NULL,,,,,LON-25-50-25-0-0
LEA3110_ph2b,531087,189412,LEA,TWU-LEA-LON-3099,WRZ22,TWU,LON,2015,NULL,60,Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,Array_Node_Financial_Cost.csv,0,0,0,Array_Node_EnvSoc_Cost.csv,0,0,0,Array_Node_OneOff_Cost.csv,NULL,6104.637329,NULL,0,NULL,0,NULL,0,NULL,,,,,LON-25-50-0-0-0
LEA3111_ph2b,531087,189412,LEA,TWU-LEA-LON-3100,WRZ22,TWU,LON,2015,NULL,60,Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,Array_Node_Financial_Cost.csv,0,0,0,Array_Node_EnvSoc_Cost.csv,0,0,0,Array_Node_OneOff_Cost.csv,NULL,24545.08386,NULL,0,NULL,0,NULL,0,NULL,,,,,LON-25-25-75-10-10
LEA3112_ph2b,531087,189412,LEA,TWU-LEA-LON-3101,WRZ22,TWU,LON,2015,NULL,60,Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,Array_Node_Financial_Cost.csv,0,0,0,Array_Node_EnvSoc_Cost.csv,0,0,0,Array_Node_OneOff_Cost.csv,NULL,21425.75041,NULL,0,NULL,0,NULL,0,NULL,,,,,LON-25-25-75-10-0
LEA3113_ph2b,531087,189412,LEA,TWU-LEA-LON-3102,WRZ22,TWU,LON,2015,NULL,60,Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,Array_Node_Financial_Cost.csv,0,0,0,Array_Node_EnvSoc_Cost.csv,0,0,0,Array_Node_OneOff_Cost.csv,NULL,18161.33225,NULL,0,NULL,0,NULL,0,NULL,,,,,LON-25-25-75-0-0
LEA3114_ph2b,531087,189412,LEA,TWU-LEA-LON-3103,WRZ22,TWU,LON,2015,NULL,60,Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,Array_Node_Financial_Cost.csv,0,0,0,Array_Node_EnvSoc_Cost.csv,0,0,0,Array_Node_OneOff_Cost.csv,NULL,17645.19396,NULL,0,NULL,0,NULL,0,NULL,,,,,LON-25-25-50-10-10
LEA3115_ph2b,531087,189412,LEA,TWU-LEA-LON-3104,WRZ22,TWU,LON,2015,NULL,60,Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,Array_Node_Financial_Cost.csv,0,0,0,Array_Node_EnvSoc_Cost.csv,0,0,0,Array_Node_OneOff_Cost.csv,NULL,14412.50983,NULL,0,NULL,0,NULL,0,NULL,,,,,LON-25-25-50-10-0
LEA3116_ph2b,531087,189412,LEA,TWU-LEA-LON-3105,WRZ22,TWU,LON,2015,NULL,60,Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,Array_Node_Financial_Cost.csv,0,0,0,Array_Node_EnvSoc_Cost.csv,0,0,0,Array_Node_OneOff_Cost.csv,NULL,11653.26718,NULL,0,NULL,0,NULL,0,NULL,,,,,LON-25-25-50-0-0
LEA3117_ph2b,531087,189412,LEA,TWU-LEA-LON-3106,WRZ22,TWU,LON,2015,NULL,60,Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,Array_Node_Financial_Cost.csv,0,0,0,Array_Node_EnvSoc_Cost.csv,0,0,0,Array_Node_OneOff_Cost.csv,NULL,11896.89828,NULL,0,NULL,0,NULL,0,NULL,,,,,LON-25-25-25-10-10
LEA3118_ph2b,531087,189412,LEA,TWU-LEA-LON-3107,WRZ22,TWU,LON,2015,NULL,60,Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,Array_Node_Financial_Cost.csv,0,0,0,Array_Node_EnvSoc_Cost.csv,0,0,0,Array_Node_OneOff_Cost.csv,NULL,8843.755706,NULL,0,NULL,0,NULL,0,NULL,,,,,LON-25-25-25-10-0
LEA3119_ph2b,531087,189412,LEA,TWU-LEA-LON-3108,WRZ22,TWU,LON,2015,NULL,60,Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,Array_Node_Financial_Cost.csv,0,0,0,Array_Node_EnvSoc_Cost.csv,0,0,0,Array_Node_OneOff_Cost.csv,NULL,6774.205553,NULL,0,NULL,0,NULL,0,NULL,,,,,LON-25-25-25-0-0
LEA3120_ph2b,531087,189412,LEA,TWU-LEA-LON-3109,WRZ22,TWU,LON,2015,NULL,60,Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,Array_Node_Financial_Cost.csv,0,0,0,Array_Node_EnvSoc_Cost.csv,0,0,0,Array_Node_OneOff_Cost.csv,NULL,3797.08716,NULL,0,NULL,0,NULL,0,NULL,,,,,LON-25-25-0-0-0
LEA3121_ph2b,531087,189412,LEA,TWU-LEA-LON-3110,WRZ22,TWU,LON,2015,NULL,60,Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,Array_Node_Financial_Cost.csv,0,0,0,Array_Node_EnvSoc_Cost.csv,0,0,0,Array_Node_OneOff_Cost.csv,NULL,17799.80573,NULL,0,NULL,0,NULL,0,NULL,,,,,LON-25-0-75-10-10
LEA3122_ph2b,531087,189412,LEA,TWU-LEA-LON-3111,WRZ22,TWU,LON,2015,NULL,60,Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,Array_Node_Financial_Cost.csv,0,0,0,Array_Node_EnvSoc_Cost.csv,0,0,0,Array_Node_OneOff_Cost.csv,NULL,14618.63003,NULL,0,NULL,0,NULL,0,NULL,,,,,LON-25-0-75-10-0
LEA3123_ph2b,531087,189412,LEA,TWU-LEA-LON-3112,WRZ22,TWU,LON,2015,NULL,60,Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,Array_Node_Financial_Cost.csv,0,0,0,Array_Node_EnvSoc_Cost.csv,0,0,0,Array_Node_OneOff_Cost.csv,NULL,12002.8393,NULL,0,NULL,0,NULL,0,NULL,,,,,LON-25-0-75-0-0
LEA3124_ph2b,531087,189412,LEA,TWU-LEA-LON-3113,WRZ22,TWU,LON,2015,NULL,60,Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,Array_Node_Financial_Cost.csv,0,0,0,Array_Node_EnvSoc_Cost.csv,0,0,0,Array_Node_OneOff_Cost.csv,NULL,11998.12109,NULL,0,NULL,0,NULL,0,NULL,,,,,LON-25-0-50-10-10
LEA3125_ph2b,531087,189412,LEA,TWU-LEA-LON-3114,WRZ22,TWU,LON,2015,NULL,60,Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,Array_Node_Financial_Cost.csv,0,0,0,Array_Node_EnvSoc_Cost.csv,0,0,0,Array_Node_OneOff_Cost.csv,NULL,8858.231,NULL,0,NULL,0,NULL,0,NULL,,,,,LON-25-0-50-10-0
LEA3126_ph2b,531087,189412,LEA,TWU-LEA-LON-3115,WRZ22,TWU,LON,2015,NULL,60,Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,Array_Node_Financial_Cost.csv,0,0,0,Array_Node_EnvSoc_Cost.csv,0,0,0,Array_Node_OneOff_Cost.csv,NULL,6837.819162,NULL,0,NULL,0,NULL,0,NULL,,,,,LON-25-0-50-0-0
LEA3127_ph2b,531087,189412,LEA,TWU-LEA-LON-3116,WRZ22,TWU,LON,2015,NULL,60,Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,Array_Node_Financial_Cost.csv,0,0,0,Array_Node_EnvSoc_Cost.csv,0,0,0,Array_Node_OneOff_Cost.csv,NULL,7459.612041,NULL,0,NULL,0,NULL,0,NULL,,,,,LON-25-0-25-10-10
LEA3128_ph2b,531087,189412,LEA,TWU-LEA-LON-3117,WRZ22,TWU,LON,2015,NULL,60,Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,Array_Node_Financial_Cost.csv,0,0,0,Array_Node_EnvSoc_Cost.csv,0,0,0,Array_Node_OneOff_Cost.csv,NULL,5434.134879,NULL,0,NULL,0,NULL,0,NULL,,,,,LON-25-0-25-10-0
LEA3129_ph2b,531087,189412,LEA,TWU-LEA-LON-3118,WRZ22,TWU,LON,2015,NULL,60,Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,Array_Node_Financial_Cost.csv,0,0,0,Array_Node_EnvSoc_Cost.csv,0,0,0,Array_Node_OneOff_Cost.csv,NULL,4000.865792,NULL,0,NULL,0,NULL,0,NULL,,,,,LON-25-0-25-0-0
LEA3130_ph2b,531087,189412,LEA,TWU-LEA-LON-3119,WRZ22,TWU,LON,2015,NULL,60,Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,Array_Node_Financial_Cost.csv,0,0,0,Array_Node_EnvSoc_Cost.csv,0,0,0,Array_Node_OneOff_Cost.csv,NULL,1756.977593,NULL,0,NULL,0,NULL,0,NULL,,,,,LON-25-0-0-0-0
LEA3131_ph2b,531087,189412,LEA,TWU-LEA-LON-3120,WRZ22,TWU,LON,2015,NULL,60,Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,Array_Node_Financial_Cost.csv,0,0,0,Array_Node_EnvSoc_Cost.csv,0,0,0,Array_Node_OneOff_Cost.csv,NULL,99029.13354,NULL,0,NULL,0,NULL,0,NULL,,,,,LON-125-75-75-10-10
LEA3132_ph2b,531087,189412,LEA,TWU-LEA-LON-3121,WRZ22,TWU,LON,2015,NULL,60,Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,Array_Node_Financial_Cost.csv,0,0,0,Array_Node_EnvSoc_Cost.csv,0,0,0,Array_Node_OneOff_Cost.csv,NULL,90998.00968,NULL,0,NULL,0,NULL,0,NULL,,,,,LON-125-75-75-10-0
LEA3133_ph2b,531087,189412,LEA,TWU-LEA-LON-3122,WRZ22,TWU,LON,2015,NULL,60,Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,Array_Node_Financial_Cost.csv,0,0,0,Array_Node_EnvSoc_Cost.csv,0,0,0,Array_Node_OneOff_Cost.csv,NULL,84239.92763,NULL,0,NULL,0,NULL,0,NULL,,,,,LON-125-75-75-0-0
LEA3134_ph2b,531087,189412,LEA,TWU-LEA-LON-3123,WRZ22,TWU,LON,2015,NULL,60,Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,Array_Node_Financial_Cost.csv,0,0,0,Array_Node_EnvSoc_Cost.csv,0,0,0,Array_Node_OneOff_Cost.csv,NULL,78277.64054,NULL,0,NULL,0,NULL,0,NULL,,,,,LON-125-75-50-10-10
LEA3135_ph2b,531087,189412,LEA,TWU-LEA-LON-3124,WRZ22,TWU,LON,2015,NULL,60,Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,Array_Node_Financial_Cost.csv,0,0,0,Array_Node_EnvSoc_Cost.csv,0,0,0,Array_Node_OneOff_Cost.csv,NULL,72321.78608,NULL,0,NULL,0,NULL,0,NULL,,,,,LON-125-75-50-10-0
LEA3136_ph2b,531087,189412,LEA,TWU-LEA-LON-3125,WRZ22,TWU,LON,2015,NULL,60,Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,Array_Node_Financial_Cost.csv,0,0,0,Array_Node_EnvSoc_Cost.csv,0,0,0,Array_Node_OneOff_Cost.csv,NULL,67101.50963,NULL,0,NULL,0,NULL,0,NULL,,,,,LON-125-75-50-0-0
LEA3137_ph2b,531087,189412,LEA,TWU-LEA-LON-3126,WRZ22,TWU,LON,2015,NULL,60,Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,Array_Node_Financial_Cost.csv,0,0,0,Array_Node_EnvSoc_Cost.csv,0,0,0,Array_Node_OneOff_Cost.csv,NULL,62320.01597,NULL,0,NULL,0,NULL,0,NULL,,,,,LON-125-75-25-10-10
LEA3138_ph2b,531087,189412,LEA,TWU-LEA-LON-3127,WRZ22,TWU,LON,2015,NULL,60,Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,Array_Node_Financial_Cost.csv,0,0,0,Array_Node_EnvSoc_Cost.csv,0,0,0,Array_Node_OneOff_Cost.csv,NULL,57583.81514,NULL,0,NULL,0,NULL,0,NULL,,,,,LON-125-75-25-10-0
LEA3139_ph2b,531087,189412,LEA,TWU-LEA-LON-3128,WRZ22,TWU,LON,2015,NULL,60,Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,Array_Node_Financial_Cost.csv,0,0,0,Array_Node_EnvSoc_Cost.csv,0,0,0,Array_Node_OneOff_Cost.csv,NULL,52323.5189,NULL,0,NULL,0,NULL,0,NULL,,,,,LON-125-75-25-0-0
LEA3140_ph2b,531087,189412,LEA,TWU-LEA-LON-3129,WRZ22,TWU,LON,2015,NULL,60,Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,Array_Node_Financial_Cost.csv,0,0,0,Array_Node_EnvSoc_Cost.csv,0,0,0,Array_Node_OneOff_Cost.csv,NULL,41245.37342,NULL,0,NULL,0,NULL,0,NULL,,,,,LON-125-75-0-0-0
LEA3141_ph2b,531087,189412,LEA,TWU-LEA-LON-3130,WRZ22,TWU,LON,2015,NULL,60,Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,Array_Node_Financial_Cost.csv,0,0,0,Array_Node_EnvSoc_Cost.csv,0,0,0,Array_Node_OneOff_Cost.csv,NULL,78349.07928,NULL,0,NULL,0,NULL,0,NULL,,,,,LON-125-50-75-10-10
LEA3142_ph2b,531087,189412,LEA,TWU-LEA-LON-3131,WRZ22,TWU,LON,2015,NULL,60,Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,Array_Node_Financial_Cost.csv,0,0,0,Array_Node_EnvSoc_Cost.csv,0,0,0,Array_Node_OneOff_Cost.csv,NULL,71713.48681,NULL,0,NULL,0,NULL,0,NULL,,,,,LON-125-50-75-10-0
LEA3143_ph2b,531087,189412,LEA,TWU-LEA-LON-3132,WRZ22,TWU,LON,2015,NULL,60,Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,Array_Node_Financial_Cost.csv,0,0,0,Array_Node_EnvSoc_Cost.csv,0,0,0,Array_Node_OneOff_Cost.csv,NULL,67166.34432,NULL,0,NULL,0,NULL,0,NULL,,,,,LON-125-50-75-0-0
LEA3144_ph2b,531087,189412,LEA,TWU-LEA-LON-3133,WRZ22,TWU,LON,2015,NULL,60,Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,Array_Node_Financial_Cost.csv,0,0,0,Array_Node_EnvSoc_Cost.csv,0,0,0,Array_Node_OneOff_Cost.csv,NULL,61494.03325,NULL,0,NULL,0,NULL,0,NULL,,,,,LON-125-50-50-10-10
LEA3145_ph2b,531087,189412,LEA,TWU-LEA-LON-3134,WRZ22,TWU,LON,2015,NULL,60,Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,Array_Node_Financial_Cost.csv,0,0,0,Array_Node_EnvSoc_Cost.csv,0,0,0,Array_Node_OneOff_Cost.csv,NULL,57166.30506,NULL,0,NULL,0,NULL,0,NULL,,,,,LON-125-50-50-10-0
LEA3146_ph2b,531087,189412,LEA,TWU-LEA-LON-3135,WRZ22,TWU,LON,2015,NULL,60,Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,Array_Node_Financial_Cost.csv,0,0,0,Array_Node_EnvSoc_Cost.csv,0,0,0,Array_Node_OneOff_Cost.csv,NULL,52434.02046,NULL,0,NULL,0,NULL,0,NULL,,,,,LON-125-50-50-0-0
LEA3147_ph2b,531087,189412,LEA,TWU-LEA-LON-3136,WRZ22,TWU,LON,2015,NULL,60,Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,Array_Node_Financial_Cost.csv,0,0,0,Array_Node_EnvSoc_Cost.csv,0,0,0,Array_Node_OneOff_Cost.csv,NULL,49755.27182,NULL,0,NULL,0,NULL,0,NULL,,,,,LON-125-50-25-10-10
LEA3148_ph2b,531087,189412,LEA,TWU-LEA-LON-3137,WRZ22,TWU,LON,2015,NULL,60,Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,Array_Node_Financial_Cost.csv,0,0,0,Array_Node_EnvSoc_Cost.csv,0,0,0,Array_Node_OneOff_Cost.csv,NULL,44972.71819,NULL,0,NULL,0,NULL,0,NULL,,,,,LON-125-50-25-10-0
LEA3149_ph2b,531087,189412,LEA,TWU-LEA-LON-3138,WRZ22,TWU,LON,2015,NULL,60,Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,Array_Node_Financial_Cost.csv,0,0,0,Array_Node_EnvSoc_Cost.csv,0,0,0,Array_Node_OneOff_Cost.csv,NULL,40804.904,NULL,0,NULL,0,NULL,0,NULL,,,,,LON-125-50-25-0-0
LEA3150_ph2b,531087,189412,LEA,TWU-LEA-LON-3139,WRZ22,TWU,LON,2015,NULL,60,Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,Array_Node_Financial_Cost.csv,0,0,0,Array_Node_EnvSoc_Cost.csv,0,0,0,Array_Node_OneOff_Cost.csv,NULL,30115.21045,NULL,0,NULL,0,NULL,0,NULL,,,,,LON-125-50-0-0-0
LEA3151_ph2b,531087,189412,LEA,TWU-LEA-LON-3140,WRZ22,TWU,LON,2015,NULL,60,Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,Array_Node_Financial_Cost.csv,0,0,0,Array_Node_EnvSoc_Cost.csv,0,0,0,Array_Node_OneOff_Cost.csv,NULL,62054.12867,NULL,0,NULL,0,NULL,0,NULL,,,,,LON-125-25-75-10-10
LEA3152_ph2b,531087,189412,LEA,TWU-LEA-LON-3141,WRZ22,TWU,LON,2015,NULL,60,Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,Array_Node_Financial_Cost.csv,0,0,0,Array_Node_EnvSoc_Cost.csv,0,0,0,Array_Node_OneOff_Cost.csv,NULL,56746.54547,NULL,0,NULL,0,NULL,0,NULL,,,,,LON-125-25-75-10-0
LEA3153_ph2b,531087,189412,LEA,TWU-LEA-LON-3142,WRZ22,TWU,LON,2015,NULL,60,Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,Array_Node_Financial_Cost.csv,0,0,0,Array_Node_EnvSoc_Cost.csv,0,0,0,Array_Node_OneOff_Cost.csv,NULL,52466.60266,NULL,0,NULL,0,NULL,0,NULL,,,,,LON-125-25-75-0-0
LEA3154_ph2b,531087,189412,LEA,TWU-LEA-LON-3143,WRZ22,TWU,LON,2015,NULL,60,Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,Array_Node_Financial_Cost.csv,0,0,0,Array_Node_EnvSoc_Cost.csv,0,0,0,Array_Node_OneOff_Cost.csv,NULL,49578.59804,NULL,0,NULL,0,NULL,0,NULL,,,,,LON-125-25-50-10-10
LEA3155_ph2b,531087,189412,LEA,TWU-LEA-LON-3144,WRZ22,TWU,LON,2015,NULL,60,Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,Array_Node_Financial_Cost.csv,0,0,0,Array_Node_EnvSoc_Cost.csv,0,0,0,Array_Node_OneOff_Cost.csv,NULL,45011.02532,NULL,0,NULL,0,NULL,0,NULL,,,,,LON-125-25-50-10-0
LEA3156_ph2b,531087,189412,LEA,TWU-LEA-LON-3145,WRZ22,TWU,LON,2015,NULL,60,Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,Array_Node_Financial_Cost.csv,0,0,0,Array_Node_EnvSoc_Cost.csv,0,0,0,Array_Node_OneOff_Cost.csv,NULL,40779.94887,NULL,0,NULL,0,NULL,0,NULL,,,,,LON-125-25-50-0-0
LEA3157_ph2b,531087,189412,LEA,TWU-LEA-LON-3146,WRZ22,TWU,LON,2015,NULL,60,Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,Array_Node_Financial_Cost.csv,0,0,0,Array_Node_EnvSoc_Cost.csv,0,0,0,Array_Node_OneOff_Cost.csv,NULL,37691.17648,NULL,0,NULL,0,NULL,0,NULL,,,,,LON-125-25-25-10-10
LEA3158_ph2b,531087,189412,LEA,TWU-LEA-LON-3147,WRZ22,TWU,LON,2015,NULL,60,Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,Array_Node_Financial_Cost.csv,0,0,0,Array_Node_EnvSoc_Cost.csv,0,0,0,Array_Node_OneOff_Cost.csv,NULL,33303.33334,NULL,0,NULL,0,NULL,0,NULL,,,,,LON-125-25-25-10-0
LEA3159_ph2b,531087,189412,LEA,TWU-LEA-LON-3148,WRZ22,TWU,LON,2015,NULL,60,Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,Array_Node_Financial_Cost.csv,0,0,0,Array_Node_EnvSoc_Cost.csv,0,0,0,Array_Node_OneOff_Cost.csv,NULL,29879.92808,NULL,0,NULL,0,NULL,0,NULL,,,,,LON-125-25-25-0-0
LEA3160_ph2b,531087,189412,LEA,TWU-LEA-LON-3149,WRZ22,TWU,LON,2015,NULL,60,Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,Array_Node_Financial_Cost.csv,0,0,0,Array_Node_EnvSoc_Cost.csv,0,0,0,Array_Node_OneOff_Cost.csv,NULL,20126.6785,NULL,0,NULL,0,NULL,0,NULL,,,,,LON-125-25-0-0-0
LEA3161_ph2b,531087,189412,LEA,TWU-LEA-LON-3150,WRZ22,TWU,LON,2015,NULL,60,Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,Array_Node_Financial_Cost.csv,0,0,0,Array_Node_EnvSoc_Cost.csv,0,0,0,Array_Node_OneOff_Cost.csv,NULL,49802.61656,NULL,0,NULL,0,NULL,0,NULL,,,,,LON-125-0-75-10-10
LEA3162_ph2b,531087,189412,LEA,TWU-LEA-LON-3151,WRZ22,TWU,LON,2015,NULL,60,Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,Array_Node_Financial_Cost.csv,0,0,0,Array_Node_EnvSoc_Cost.csv,0,0,0,Array_Node_OneOff_Cost.csv,NULL,45243.87653,NULL,0,NULL,0,NULL,0,NULL,,,,,LON-125-0-75-10-0
LEA3163_ph2b,531087,189412,LEA,TWU-LEA-LON-3152,WRZ22,TWU,LON,2015,NULL,60,Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,Array_Node_Financial_Cost.csv,0,0,0,Array_Node_EnvSoc_Cost.csv,0,0,0,Array_Node_OneOff_Cost.csv,NULL,40461.56601,NULL,0,NULL,0,NULL,0,NULL,,,,,LON-125-0-75-0-0
LEA3164_ph2b,531087,189412,LEA,TWU-LEA-LON-3153,WRZ22,TWU,LON,2015,NULL,60,Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,Array_Node_Financial_Cost.csv,0,0,0,Array_Node_EnvSoc_Cost.csv,0,0,0,Array_Node_OneOff_Cost.csv,NULL,37398.37677,NULL,0,NULL,0,NULL,0,NULL,,,,,LON-125-0-50-10-10
LEA3165_ph2b,531087,189412,LEA,TWU-LEA-LON-3154,WRZ22,TWU,LON,2015,NULL,60,Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,Array_Node_Financial_Cost.csv,0,0,0,Array_Node_EnvSoc_Cost.csv,0,0,0,Array_Node_OneOff_Cost.csv,NULL,33131.20629,NULL,0,NULL,0,NULL,0,NULL,,,,,LON-125-0-50-10-0
LEA3166_ph2b,531087,189412,LEA,TWU-LEA-LON-3155,WRZ22,TWU,LON,2015,NULL,60,Array_Node_DO.csv,TS/timeseries_LINK_Flow.csv,TS/timeseries_LINK_Flow.csv,,,,Array_Node_Financial_Cost.csv,0,0,0,Array_Node_EnvSoc_Cost.csv,0,0,0,Array_Node_OneOff_Cost.csv,NULL,29724.58656,NULL,0,NULL,0,NULL,0,NULL,,,,,LON-125-0-50-0-0
