timeseriesdescription,,,A,B,C,D
ExDO27,01/04/2017 00:00,4,188.3829751,219.248823,178.9638264,176.7236618
ExDO27,01/04/2018 00:00,4,188.062543,218.6677649,178.6594158,176.4781083
ExDO27,01/04/2019 00:00,4,187.863405,218.1321598,178.4702348,176.3543471
ExDO27,01/04/2020 00:00,4,188.2497549,219.1021871,178.8372672,176.7585297
ExDO27,01/04/2021 00:00,4,188.4353597,219.8207724,179.0135917,176.9574755
ExDO27,01/04/2022 00:00,4,188.5943163,220.5062271,179.1646005,177.1196671
ExDO27,01/04/2023 00:00,4,188.7585465,221.1998619,179.3206192,177.2994606
ExDO27,01/04/2024 00:00,4,188.9166481,221.8918462,179.4708157,177.4754397
ExDO27,01/04/2025 00:00,4,189.0746401,222.5874976,179.6209081,177.6457969
ExDO27,01/04/2026 00:00,4,189.2096838,223.2546457,179.7491996,177.8050485
ExDO27,01/04/2027 00:00,4,189.4013637,223.9972662,179.9312955,178.0110475
ExDO27,01/04/2028 00:00,4,189.5892321,224.73651,180.1097705,178.2222388
ExDO27,01/04/2029 00:00,4,189.7821914,225.4735577,180.2930819,178.4302433
ExDO27,01/04/2030 00:00,4,190.0167531,226.261401,180.5159155,178.6765022
ExDO27,01/04/2031 00:00,4,190.2296847,227.0218228,180.7182004,178.9093241
ExDO27,01/04/2032 00:00,4,190.462379,227.8104707,180.9392601,179.1661993
ExDO27,01/04/2033 00:00,4,190.7116699,228.6234739,181.1760864,179.4383254
ExDO27,01/04/2034 00:00,4,190.9435712,229.4223706,181.3963926,179.6927104
ExDO27,01/04/2035 00:00,4,191.1873768,230.240042,181.6280079,179.9546813
ExDO27,01/04/2036 00:00,4,191.4492451,231.0844576,181.8767828,180.2266292
ExDO27,01/04/2037 00:00,4,191.7121327,231.932406,182.126526,180.5231549
ExDO27,01/04/2038 00:00,4,191.9894996,232.8026162,182.3900246,180.8130375
ExDO27,01/04/2039 00:00,4,192.1592281,233.5711807,182.5512667,181.0101245
ExDO28,01/04/2011 12:11,4,39.84762294,54.29098372,37.85524179,37.26540163
ExDO28,01/04/2012 00:00,4,39.41515483,53.64922706,37.44439709,36.88332012
ExDO28,01/04/2013 00:00,4,39.0682366,53.1279041,37.11482477,36.58516248
ExDO28,01/04/2014 00:00,4,38.78335172,52.70311561,36.84418413,36.34201478
ExDO28,01/04/2015 00:00,4,38.73649461,52.69754858,36.79966988,36.29895168
ExDO28,01/04/2016 00:00,4,38.67433374,52.70618726,36.74061706,36.23589271
ExDO28,01/04/2017 00:00,4,38.64056179,52.76079568,36.7085337,36.20032756
ExDO28,01/04/2018 00:00,4,38.63951683,52.86656312,36.70754099,36.19156185
ExDO28,01/04/2019 00:00,4,38.66665374,53.01588722,36.73332105,36.22244039
ExDO28,01/04/2020 00:00,4,38.76660881,53.2581717,36.82827837,36.31835385
ExDO28,01/04/2021 00:00,4,38.82959561,53.45443401,36.88811583,36.38154225
ExDO28,01/04/2022 00:00,4,38.89934929,53.66071757,36.95438182,36.4549419
ExDO28,01/04/2023 00:00,4,38.97338629,53.87311697,37.02471698,36.53231046
ExDO28,01/04/2024 00:00,4,39.0569541,54.10123728,37.10410639,36.61741354
ExDO28,01/04/2025 00:00,4,39.15378537,54.34740377,37.1960961,36.70676216
ExDO28,01/04/2026 00:00,4,39.23518461,54.57546242,37.27342538,36.79226754
ExDO28,01/04/2027 00:00,4,39.32465735,54.8149524,37.35842448,36.88421244
ExDO28,01/04/2028 00:00,4,39.37503154,55.00553573,37.40627996,36.93482821
ExDO28,01/04/2029 00:00,4,39.45692434,55.23591453,37.48407812,37.01562575
ExDO28,01/04/2030 00:00,4,39.5475131,55.47953232,37.57013745,37.10346973
ExDO28,01/04/2031 00:00,4,39.62835197,55.71119545,37.64693437,37.19451397
ExDO28,01/04/2032 00:00,4,39.71672217,55.95231054,37.73088606,37.28526504
ExDO28,01/04/2033 00:00,4,39.80398944,56.19227112,37.81378997,37.37524369
ExDO28,01/04/2034 00:00,4,39.89277401,56.43357829,37.89813531,37.45961609
ExDO28,01/04/2035 00:00,4,39.97864819,56.67205086,37.97971578,37.55044634
ExDO28,01/04/2036 00:00,4,40.0735484,56.92371314,38.06987098,37.64104375
ExDO28,01/04/2037 00:00,4,40.17122901,57.18005553,38.16266756,37.74438598
ExDO28,01/04/2038 00:00,4,40.27251722,57.44205025,38.25889135,37.84353029
ExDO28,01/04/2039 00:00,4,40.34221212,57.64391922,38.32510151,37.92229323
ExDO29,01/04/2011 12:11,4,74.06629003,88.53706428,70.36297553,71.30179746
ExDO29,01/04/2012 00:00,4,73.51730542,88.14647586,69.84144015,70.82758105
ExDO29,01/04/2013 00:00,4,73.07438658,87.89524713,69.42066725,70.45207681
ExDO29,01/04/2014 00:00,4,72.61705573,87.64079702,68.98620294,70.05184357
ExDO29,01/04/2015 00:00,4,72.52476859,87.67049231,68.89853016,69.96664307
ExDO29,01/04/2016 00:00,4,72.43574607,87.76544523,68.81395877,69.87441615
ExDO29,01/04/2017 00:00,4,72.50580651,88.07196191,68.88051618,69.94452074
ExDO29,01/04/2018 00:00,4,72.67290943,88.51105441,69.03926396,70.11183465
ExDO29,01/04/2019 00:00,4,72.88470587,89.01839898,69.24047058,70.31804533
ExDO29,01/04/2020 00:00,4,73.10648354,89.51146206,69.45115936,70.53923476
ExDO29,01/04/2021 00:00,4,73.21620208,89.86494229,69.55539198,70.65512544
ExDO29,01/04/2022 00:00,4,73.33648487,90.23338769,69.66966063,70.77563273
ExDO29,01/04/2023 00:00,4,73.47919428,90.63200316,69.80523457,70.93014503
ExDO29,01/04/2024 00:00,4,73.62605276,91.03665,69.94475012,71.070247
ExDO29,01/04/2025 00:00,4,73.76816456,91.43545452,70.07975633,71.22031636
ExDO29,01/04/2026 00:00,4,73.93600398,91.86953956,70.23920379,71.39781625
ExDO29,01/04/2027 00:00,4,74.08096184,92.27517706,70.37691375,71.53985072
ExDO29,01/04/2028 00:00,4,74.2426814,92.70314873,70.53054733,71.71508788
ExDO29,01/04/2029 00:00,4,74.40624148,93.13562497,70.68592941,71.87843097
ExDO29,01/04/2030 00:00,4,74.56462031,93.56386699,70.8363893,72.04370251
ExDO29,01/04/2031 00:00,4,74.72565992,93.99734706,70.98937693,72.21331135
ExDO29,01/04/2032 00:00,4,74.88059526,94.42353405,71.1365655,72.37148105
ExDO29,01/04/2033 00:00,4,75.04905856,94.86828117,71.29660563,72.55781169
ExDO29,01/04/2034 00:00,4,75.21989863,95.31731553,71.4589037,72.73061451
ExDO29,01/04/2035 00:00,4,75.38804446,95.76388559,71.61864223,72.90651729
ExDO29,01/04/2036 00:00,4,75.56863603,96.22870283,71.79020422,73.09287067
ExDO29,01/04/2037 00:00,4,75.75181828,96.69841666,71.96422737,73.28165669
ExDO29,01/04/2038 00:00,4,75.9391783,97.17504715,72.14221939,73.47580768
ExDO29,01/04/2039 00:00,4,76.09120815,97.60865202,72.28664774,73.64006624
ExDO30,01/04/2011 12:11,4,62.10668346,76.68749509,59.00134929,59.61002529
ExDO30,01/04/2012 00:00,4,61.70559166,76.424013,58.62031208,59.24629847
ExDO30,01/04/2013 00:00,4,61.40525315,76.27050745,58.33499049,58.99068702
ExDO30,01/04/2014 00:00,4,61.15689016,76.17077404,58.09904565,58.78198409
ExDO30,01/04/2015 00:00,4,61.14621909,76.28753467,58.08890813,58.75556338
ExDO30,01/04/2016 00:00,4,61.12063643,76.43498428,58.06460461,58.72139298
ExDO30,01/04/2017 00:00,4,61.13211502,76.62582334,58.07550926,58.7379147
ExDO30,01/04/2018 00:00,4,61.21662286,76.90748159,58.15579172,58.79732
ExDO30,01/04/2019 00:00,4,61.3652661,77.26961271,58.29700279,58.94696735
ExDO30,01/04/2020 00:00,4,61.47451488,77.57456194,58.40078914,59.05324873
ExDO30,01/04/2021 00:00,4,61.54652293,77.83310055,58.46919678,59.12801642
ExDO30,01/04/2022 00:00,4,61.62352448,78.09919982,58.54234826,59.20748779
ExDO30,01/04/2023 00:00,4,61.72481771,78.39658201,58.63857683,59.31359565
ExDO30,01/04/2024 00:00,4,61.82138547,78.69020077,58.73031619,59.41248665
ExDO30,01/04/2025 00:00,4,61.92792466,78.99627025,58.83152842,59.5148021
ExDO30,01/04/2026 00:00,4,62.06757397,79.3471849,58.96419527,59.64953494
ExDO30,01/04/2027 00:00,4,62.18790929,79.6732847,59.07851383,59.77517741
ExDO30,01/04/2028 00:00,4,62.32708045,80.02509494,59.21072643,59.90962705
ExDO30,01/04/2029 00:00,4,62.45126522,80.35806216,59.32870196,60.03345245
ExDO30,01/04/2030 00:00,4,62.57872384,80.69667515,59.44978765,60.16996868
ExDO30,01/04/2031 00:00,4,62.71507696,81.04829345,59.57932311,60.30567763
ExDO30,01/04/2032 00:00,4,62.84322475,81.38951817,59.70106351,60.43497117
ExDO30,01/04/2033 00:00,4,62.96871428,81.72772198,59.82027857,60.56912947
ExDO30,01/04/2034 00:00,4,63.12415707,82.1074046,59.96794922,60.72103182
ExDO30,01/04/2035 00:00,4,63.2681233,82.47352287,60.10471714,60.87446634
ExDO30,01/04/2036 00:00,4,63.4214279,82.85328261,60.25035651,61.02202549
ExDO30,01/04/2037 00:00,4,63.57912887,83.24050878,60.40017243,61.17607009
ExDO30,01/04/2038 00:00,4,63.74207321,83.63556851,60.55496955,61.34892605
ExDO30,01/04/2039 00:00,4,63.85139184,83.9569001,60.65882225,61.46268283
ExDO31,01/04/2011 12:11,4,40.61203047,48.90370915,38.58142895,38.67979219
ExDO31,01/04/2012 00:00,4,40.27648047,48.67378241,38.26265645,38.39040853
ExDO31,01/04/2013 00:00,4,39.96870169,48.47896407,37.9702666,38.13279395
ExDO31,01/04/2014 00:00,4,39.73423065,48.37732409,37.74751912,37.95201253
ExDO31,01/04/2015 00:00,4,39.83298352,48.58128441,37.84133434,38.04884896
ExDO31,01/04/2016 00:00,4,39.8713938,48.74199803,37.87782411,38.06877373
ExDO31,01/04/2017 00:00,4,39.93073994,48.93032824,37.93420294,38.1227758
ExDO31,01/04/2018 00:00,4,39.98989638,49.119817,37.99040156,38.16045531
ExDO31,01/04/2019 00:00,4,40.12205858,49.4024766,38.11595565,38.28099947
ExDO31,01/04/2020 00:00,4,40.24633749,49.67423489,38.23402062,38.40250569
ExDO31,01/04/2021 00:00,4,40.34489579,49.91424857,38.327651,38.50162593
ExDO31,01/04/2022 00:00,4,40.43207894,50.14069179,38.41047499,38.59425176
ExDO31,01/04/2023 00:00,4,40.52625433,50.37659727,38.49994161,38.69033096
ExDO31,01/04/2024 00:00,4,40.63594091,50.63413882,38.60414387,38.79785588
ExDO31,01/04/2025 00:00,4,40.72405851,50.86357486,38.68785559,38.88862314
ExDO31,01/04/2026 00:00,4,40.81568783,51.09853852,38.77490344,38.97843195
ExDO31,01/04/2027 00:00,4,40.91067397,51.33905084,38.86514027,39.0828045
ExDO31,01/04/2028 00:00,4,41.00828267,51.58323623,38.95786854,39.1733121
ExDO31,01/04/2029 00:00,4,41.09740837,51.81740882,39.04253795,39.26273432
ExDO31,01/04/2030 00:00,4,41.2039485,52.07617448,39.14375108,39.37697514
ExDO31,01/04/2031 00:00,4,41.29455926,52.31490723,39.22983129,39.471371
ExDO31,01/04/2032 00:00,4,41.38973371,52.56008845,39.32024702,39.56800056
ExDO31,01/04/2033 00:00,4,41.48529225,52.80679503,39.41102764,39.67208904
ExDO31,01/04/2034 00:00,4,41.58082159,53.05366997,39.50178051,39.7601819
ExDO31,01/04/2035 00:00,4,41.67898792,53.30521173,39.59503852,39.86402728
ExDO31,01/04/2036 00:00,4,41.78174635,53.5635301,39.69265903,39.97543685
ExDO31,01/04/2037 00:00,4,41.88588303,53.82493089,39.79158888,40.08110174
ExDO31,01/04/2038 00:00,4,41.9912327,54.08875007,39.89167107,40.18993162
ExDO31,01/04/2039 00:00,4,42.08489002,54.33845078,39.98064552,40.28763869
ExDO32a,01/04/2011 12:11,4,65.72844295,78.4143527,62.4420208,61.01159375
ExDO32a,01/04/2012 00:00,4,65.32714894,77.83369728,62.06079149,60.49998349
ExDO32a,01/04/2013 00:00,4,65.09853933,77.45195165,61.84361236,60.15930261
ExDO32a,01/04/2014 00:00,4,64.88616576,77.08157898,61.64185747,59.8144012
ExDO32a,01/04/2015 00:00,4,64.84946652,77.07620405,61.60699319,59.62386325
ExDO32a,01/04/2016 00:00,4,64.84581294,77.14870491,61.60352229,59.46862202
ExDO32a,01/04/2017 00:00,4,64.9094132,77.3018819,61.66394254,59.36714488
ExDO32a,01/04/2018 00:00,4,65.07218399,77.57648328,61.81857479,59.36241438
ExDO32a,01/04/2019 00:00,4,65.30741722,77.94063468,62.04204636,59.42945668
ExDO32a,01/04/2020 00:00,4,65.74841524,78.65157768,62.46099447,59.7166013
ExDO32a,01/04/2021 00:00,4,66.08736491,79.23632389,62.78299667,59.88376113
ExDO32a,01/04/2022 00:00,4,66.43077684,79.82765341,63.109238,60.05466829
ExDO32a,01/04/2023 00:00,4,66.79401425,80.44608176,63.45431354,60.24683596
ExDO32a,01/04/2024 00:00,4,67.14416333,81.04901689,63.78695516,60.4306449
ExDO32a,01/04/2025 00:00,4,67.49342508,81.65061506,64.11875383,60.60394079
ExDO32a,01/04/2026 00:00,4,67.85345367,82.269022,64.46078098,60.79191315
ExDO32a,01/04/2027 00:00,4,68.21274798,82.88706372,64.80211058,60.97592508
ExDO32a,01/04/2028 00:00,4,68.55891363,83.48912232,65.13096794,61.14465714
ExDO32a,01/04/2029 00:00,4,68.91604944,84.10697609,65.47024697,61.31757742
ExDO32a,01/04/2030 00:00,4,69.27823453,84.73236497,65.8143228,61.49931012
ExDO32a,01/04/2031 00:00,4,69.63137445,85.34689273,66.14980573,61.68030994
ExDO32a,01/04/2032 00:00,4,69.98837622,85.9677267,66.48895741,61.8467441
ExDO32a,01/04/2033 00:00,4,70.34905399,86.59476926,66.83160129,62.02508243
ExDO32a,01/04/2034 00:00,4,70.70646472,87.21817609,67.17114148,62.19818954
ExDO32a,01/04/2035 00:00,4,71.08038015,87.86434137,67.52636114,62.38908529
ExDO32a,01/04/2036 00:00,4,71.45079019,88.50723117,67.87825068,62.55673011
ExDO32a,01/04/2037 00:00,4,71.81538699,89.14326657,68.22461764,62.73907112
ExDO32a,01/04/2038 00:00,4,72.1756776,89.77506503,68.56689372,62.91089427
ExDO32a,01/04/2039 00:00,4,72.46946338,90.32593616,68.84599021,63.00508367
ExDO32b,01/04/2011 12:11,4,21.58096358,27.12463926,20.5019154,20.02645047
ExDO32b,01/04/2012 00:00,4,21.41246662,26.88427799,20.34184329,19.87491918
ExDO32b,01/04/2013 00:00,4,21.30520786,26.71507623,20.23994746,19.78399743
ExDO32b,01/04/2014 00:00,4,21.19268537,26.53458456,20.1330511,19.68372711
ExDO32b,01/04/2015 00:00,4,21.16529336,26.50404637,20.10702869,19.65591453
ExDO32b,01/04/2016 00:00,4,21.12976997,26.47549247,20.07328147,19.61991563
ExDO32b,01/04/2017 00:00,4,21.0791055,26.4264679,20.02515023,19.56600265
ExDO32b,01/04/2018 00:00,4,21.0757012,26.43572118,20.02191614,19.56771569
ExDO32b,01/04/2019 00:00,4,21.10862167,26.48970513,20.05319059,19.60832868
ExDO32b,01/04/2020 00:00,4,21.16785,26.61993319,20.1094575,19.66526627
ExDO32b,01/04/2021 00:00,4,21.18404092,26.69682357,20.12483887,19.68079137
ExDO32b,01/04/2022 00:00,4,21.22844428,26.80942319,20.16702206,19.72081239
ExDO32b,01/04/2023 00:00,4,21.26066159,26.90697924,20.19762851,19.74880106
ExDO32b,01/04/2024 00:00,4,21.28612843,26.99555075,20.22182201,19.76989908
ExDO32b,01/04/2025 00:00,4,21.33534602,27.11496893,20.26857872,19.809808
ExDO32b,01/04/2026 00:00,4,21.37449088,27.22164101,20.30576634,19.85247286
ExDO32b,01/04/2027 00:00,4,21.41420569,27.32924066,20.34349541,19.88834031
ExDO32b,01/04/2028 00:00,4,21.45535468,27.43920732,20.38258695,19.91916269
ExDO32b,01/04/2029 00:00,4,21.50486521,27.56032958,20.42962194,19.96757634
ExDO32b,01/04/2030 00:00,4,21.55050698,27.67607748,20.47298163,20.01655233
ExDO32b,01/04/2031 00:00,4,21.58950241,27.78314289,20.51002729,20.05661524
ExDO32b,01/04/2032 00:00,4,21.63537622,27.89944296,20.55360741,20.08758473
ExDO32b,01/04/2033 00:00,4,21.67989602,28.01407065,20.59590122,20.13971504
ExDO32b,01/04/2034 00:00,4,21.72467601,28.12909396,20.63844221,20.17822204
ExDO32b,01/04/2035 00:00,4,21.77260848,28.24868354,20.68397806,20.22330196
ExDO32b,01/04/2036 00:00,4,21.82241225,28.37097576,20.73129164,20.27117755
ExDO32b,01/04/2037 00:00,4,21.87494606,28.49719365,20.78119876,20.32086626
ExDO32b,01/04/2038 00:00,4,21.92910326,28.62586494,20.8326481,20.37197474
ExDO32b,01/04/2039 00:00,4,21.97646223,28.74483446,20.87763912,20.41481414
ExDO35,01/04/2011 12:11,4,85.35304144,108.4932468,81.08538937,79.78688836
ExDO35,01/04/2012 00:00,4,85.44362913,108.8495244,81.17144767,79.73704398
ExDO35,01/04/2013 00:00,4,85.73448338,109.4413251,81.44775921,79.88847182
ExDO35,01/04/2014 00:00,4,86.02817507,110.0339229,81.72676631,80.03798567
ExDO35,01/04/2015 00:00,4,86.12810445,110.1981627,81.82169923,80.05316326
ExDO35,01/04/2016 00:00,4,86.16265013,110.2759819,81.85451763,79.99275492
ExDO35,01/04/2017 00:00,4,86.29080126,110.4265216,81.97626119,80.0251177
ExDO35,01/04/2018 00:00,4,86.52320148,110.6646984,82.19704141,80.16712497
ExDO35,01/04/2019 00:00,4,86.9393343,111.0907218,82.59236758,80.48619953
ExDO35,01/04/2020 00:00,4,87.52107736,112.1158229,83.14502349,80.92333925
ExDO35,01/04/2021 00:00,4,88.03491268,113.0603643,83.63316705,81.29448929
ExDO35,01/04/2022 00:00,4,88.5373885,113.9941355,84.11051907,81.65516037
ExDO35,01/04/2023 00:00,4,89.04673939,114.9402084,84.59440242,82.01737052
ExDO35,01/04/2024 00:00,4,89.56007072,115.8934678,85.08206719,82.37089397
ExDO35,01/04/2025 00:00,4,90.08192743,116.8577784,85.57783106,82.73732711
ExDO35,01/04/2026 00:00,4,90.58697776,117.8054083,86.05762887,83.08814136
ExDO35,01/04/2027 00:00,4,91.11747528,118.7892249,86.56160152,83.44829652
ExDO35,01/04/2028 00:00,4,91.63468648,119.7595153,87.05295215,83.80719424
ExDO35,01/04/2029 00:00,4,92.17426098,120.7615726,87.56554793,84.17231146
ExDO35,01/04/2030 00:00,4,92.72297063,121.7738665,88.0868221,84.5497874
ExDO35,01/04/2031 00:00,4,93.257923,122.7721292,88.59502685,84.91319299
ExDO35,01/04/2032 00:00,4,93.81938728,123.8078955,89.12841791,85.30391777
ExDO35,01/04/2033 00:00,4,94.3497323,124.8053331,89.63224569,85.65737952
ExDO35,01/04/2034 00:00,4,94.91445907,125.8526381,90.16873612,86.04011538
ExDO35,01/04/2035 00:00,4,95.50581394,126.934338,90.73052324,86.44649438
ExDO35,01/04/2036 00:00,4,96.08904046,128.0098267,91.28458844,86.84334459
ExDO35,01/04/2037 00:00,4,96.68855285,129.1103187,91.85412521,87.24192331
ExDO35,01/04/2038 00:00,4,97.3006032,130.2308713,92.43557304,87.6632176
ExDO35,01/04/2039 00:00,4,97.86688926,131.282715,92.9735448,88.03723057
ExDO38,01/04/2011 12:11,4,41.11807446,47.04392179,39.06217074,38.79392181
ExDO38,01/04/2012 00:00,4,41.48086694,49.37863438,39.40682359,39.12730386
ExDO38,01/04/2013 00:00,4,41.56099242,49.47779684,39.4829428,39.2015718
ExDO38,01/04/2014 00:00,4,41.66805507,49.6113679,39.58465232,39.30052718
ExDO38,01/04/2015 00:00,4,41.78892684,49.76266547,39.6994805,39.41211554
ExDO38,01/04/2016 00:00,4,41.91720094,49.92366875,39.82134089,39.53042248
ExDO38,01/04/2017 00:00,4,42.07134902,50.1177555,39.96778157,39.67243384
ExDO38,01/04/2018 00:00,4,42.24542212,50.33763016,40.13315101,39.83261807
ExDO38,01/04/2019 00:00,4,42.39363401,50.52485562,40.27395231,39.96900017
ExDO38,01/04/2020 00:00,4,42.44815299,50.59174602,40.32574534,40.01968586
ExDO38,01/04/2021 00:00,4,42.51551963,50.67503381,40.38974365,40.08214979
ExDO38,01/04/2022 00:00,4,42.54523047,50.71046319,40.41796895,40.11003957
ExDO38,01/04/2023 00:00,4,42.56715184,50.73603594,40.43879425,40.13076597
ExDO38,01/04/2024 00:00,4,42.59386024,50.76799701,40.46416723,40.155808
ExDO38,01/04/2025 00:00,4,42.58697437,50.75694492,40.45762565,40.15008793
ExDO38,01/04/2026 00:00,4,42.60118752,50.77295667,40.47112814,40.16367523
ExDO38,01/04/2027 00:00,4,42.58829081,50.75443578,40.45887627,40.15239155
ExDO38,01/04/2028 00:00,4,42.56649472,50.72473782,40.43816998,40.13290182
ExDO38,01/04/2029 00:00,4,42.54948983,50.70120627,40.42201533,40.11779102
ExDO38,01/04/2030 00:00,4,42.5294904,50.67399558,40.40301588,40.09989757
ExDO38,01/04/2031 00:00,4,42.51641134,50.65574345,40.39059078,40.08831542
ExDO38,01/04/2032 00:00,4,42.50797089,50.64346059,40.38257235,40.08097295
ExDO38,01/04/2033 00:00,4,42.50214917,50.63458557,40.37704171,40.07601405
ExDO38,01/04/2034 00:00,4,42.49911217,50.62932903,40.37415656,40.07359124
ExDO38,01/04/2035 00:00,4,42.50089459,50.63028977,40.37584986,40.07556935
ExDO38,01/04/2036 00:00,4,42.50586527,50.63535974,40.380572,40.08045982
ExDO38,01/04/2037 00:00,4,42.51362002,50.64403416,40.38793902,40.08788925
ExDO38,01/04/2038 00:00,4,42.52336656,50.65537835,40.39719823,40.09711125
ExDO38,01/04/2039 00:00,4,42.53751431,50.67232323,40.41063859,40.11037245
ExDO39a,01/04/2011 12:11,4,77.98907043,107.6703355,72.7502267,72.7502267
ExDO39a,01/04/2012 00:00,4,78.26424257,107.8916962,72.94504665,72.94504665
ExDO39a,01/04/2013 00:00,4,78.55366076,108.2425119,73.21611008,73.21611008
ExDO39a,01/04/2014 00:00,4,78.97279208,108.8296118,73.59776523,73.59776523
ExDO39a,01/04/2015 00:00,4,79.48066974,109.5375902,74.06538062,74.06538062
ExDO39a,01/04/2016 00:00,4,80.0567688,110.3317921,74.59479273,74.59479273
ExDO39a,01/04/2017 00:00,4,80.63256296,111.1124608,75.12174649,75.12174649
ExDO39a,01/04/2018 00:00,4,81.22296657,111.9135541,75.66250499,75.66250499
ExDO39a,01/04/2019 00:00,4,81.80952125,112.7080802,76.19884302,76.19884302
ExDO39a,01/04/2020 00:00,4,82.40392665,113.5132157,76.74237619,76.74237619
ExDO39a,01/04/2021 00:00,4,83.01451297,114.3414165,77.30149279,77.30149279
ExDO39a,01/04/2022 00:00,4,83.6128112,115.1517888,77.84856254,77.84856254
ExDO39a,01/04/2023 00:00,4,84.19621763,115.9415214,78.38169321,78.38169321
ExDO39a,01/04/2024 00:00,4,84.77301327,116.7226818,78.90903852,78.90903852
ExDO39a,01/04/2025 00:00,4,85.3457364,117.4967099,79.43156805,79.43156805
ExDO39a,01/04/2026 00:00,4,85.91201875,118.2588229,79.94605092,79.94605092
ExDO39a,01/04/2027 00:00,4,86.46741509,119.0042734,80.4492868,80.4492868
ExDO39a,01/04/2028 00:00,4,87.01604135,119.7419003,80.94724055,80.94724055
ExDO39a,01/04/2029 00:00,4,87.55653282,120.4686205,81.43782873,81.43782873
ExDO39a,01/04/2030 00:00,4,88.09430461,121.1917816,81.92602184,81.92602184
ExDO39a,01/04/2031 00:00,4,88.63872014,121.9259019,82.42161402,82.42161402
ExDO39a,01/04/2032 00:00,4,89.17382099,122.6455133,82.90740387,82.90740387
ExDO39a,01/04/2033 00:00,4,89.69802581,123.3500148,83.38299058,83.38299058
ExDO39a,01/04/2034 00:00,4,90.21934425,124.0514888,83.85653562,83.85653562
ExDO39a,01/04/2035 00:00,4,90.74138411,124.7539445,84.33075047,84.33075047
ExDO39a,01/04/2036 00:00,4,91.27077236,125.4672947,84.81232765,84.81232765
ExDO39a,01/04/2037 00:00,4,91.80379039,126.1851138,85.29692593,85.29692593
ExDO39a,01/04/2038 00:00,4,92.33795707,126.9041252,85.78233356,85.78233356
ExDO39a,01/04/2039 00:00,4,92.84899586,127.6020113,86.24455246,86.24455246
ExDO39b,01/04/2011 12:11,4,96.94246251,138.1363577,90.87918267,90.87918267
ExDO39b,01/04/2012 00:00,4,98.39515504,140.161665,92.25095043,92.25095043
ExDO39b,01/04/2013 00:00,4,98.5176592,140.2936095,92.36729162,92.36729162
ExDO39b,01/04/2014 00:00,4,98.71029957,140.5801739,92.54272547,92.54272547
ExDO39b,01/04/2015 00:00,4,98.98951994,140.9842446,92.80470478,92.80470478
ExDO39b,01/04/2016 00:00,4,99.35679261,141.505385,93.14672848,93.14672848
ExDO39b,01/04/2017 00:00,4,99.73998493,142.0403947,93.49816501,93.49816501
ExDO39b,01/04/2018 00:00,4,100.1386347,142.5972179,93.86395921,93.86395921
ExDO39b,01/04/2019 00:00,4,100.537693,143.1538145,94.22962467,94.22962467
ExDO39b,01/04/2020 00:00,4,100.9587968,143.74194,94.61605184,94.61605184
ExDO39b,01/04/2021 00:00,4,101.4010457,144.3604398,95.02245526,95.02245526
ExDO39b,01/04/2022 00:00,4,101.8357355,144.967064,95.42104563,95.42104563
ExDO39b,01/04/2023 00:00,4,102.2554721,145.5514418,95.80500867,95.80500867
ExDO39b,01/04/2024 00:00,4,102.6636241,146.1206301,96.17897878,96.17897878
ExDO39b,01/04/2025 00:00,4,103.0661798,146.6812451,96.54730957,96.54730957
ExDO39b,01/04/2026 00:00,4,103.4661683,147.2349903,96.91112836,96.91112836
ExDO39b,01/04/2027 00:00,4,103.8585873,147.7775736,97.2676029,97.2676029
ExDO39b,01/04/2028 00:00,4,104.2357842,148.2981772,97.60962707,97.60962707
ExDO39b,01/04/2029 00:00,4,104.6085106,148.813533,97.94820631,97.94820631
ExDO39b,01/04/2030 00:00,4,104.9792357,149.3275132,98.28587625,98.28587625
ExDO39b,01/04/2031 00:00,4,105.3384958,149.8239225,98.61199312,98.61199312
ExDO39b,01/04/2032 00:00,4,105.6900142,150.309942,98.93127885,98.93127885
ExDO39b,01/04/2033 00:00,4,106.0325867,150.7834821,99.24235996,99.24235996
ExDO39b,01/04/2034 00:00,4,106.3733085,151.254988,99.55211112,99.55211112
ExDO39b,01/04/2035 00:00,4,106.7214973,151.7386044,99.86982649,99.86982649
ExDO39b,01/04/2036 00:00,4,107.0677457,152.2182406,100.1849255,100.1849255
ExDO39b,01/04/2037 00:00,4,107.4123777,152.6955714,100.4985112,100.4985112
ExDO39b,01/04/2038 00:00,4,107.7569727,153.1730578,100.8122015,100.8122015
ExDO39b,01/04/2039 00:00,4,108.1014267,153.6499724,101.1255215,101.1255215
ExDO42,01/04/2011 12:11,4,2022.522154,2022.522154,2022.522154,2000.072158
ExDO42,01/04/2012 00:00,4,2026.442379,2026.442379,2026.442379,2003.948869
ExDO42,01/04/2013 00:00,4,2029.919634,2029.919634,2029.919634,2007.387527
ExDO42,01/04/2014 00:00,4,2034.561662,2034.561662,2034.561662,2011.823401
ExDO42,01/04/2015 00:00,4,2040.103489,2040.103489,2040.103489,2017.361151
ExDO42,01/04/2016 00:00,4,2046.3406,2046.3406,2046.3406,2023.594407
ExDO42,01/04/2017 00:00,4,2052.768006,2052.768006,2052.768006,2030.017956
ExDO42,01/04/2018 00:00,4,2059.407124,2059.407124,2059.407124,2036.653198
ExDO42,01/04/2019 00:00,4,2066.242385,2066.242385,2066.242385,2043.484566
ExDO42,01/04/2020 00:00,4,2073.089969,2073.089969,2073.089969,2050.328229
