timeseriesdescription,,,A,B,C,D
ExDO42,01/04/2021 00:00,4,2079.9772,2079.9772,2079.9772,2057.211555
ExDO42,01/04/2022 00:00,4,2087.097633,2087.097633,2087.097633,2064.328063
ExDO42,01/04/2023 00:00,4,2094.428245,2094.428245,2094.428245,2071.654756
ExDO42,01/04/2024 00:00,4,2101.909187,2101.909187,2101.909187,2079.131805
ExDO42,01/04/2025 00:00,4,2109.516896,2109.516896,2109.516896,2086.735622
ExDO42,01/04/2026 00:00,4,2117.376244,2117.376244,2117.376244,2094.591067
ExDO42,01/04/2027 00:00,4,2125.495615,2125.495615,2125.495615,2102.706534
ExDO42,01/04/2028 00:00,4,2133.846804,2133.846804,2133.846804,2111.053845
ExDO42,01/04/2029 00:00,4,2142.380002,2142.380002,2142.380002,2119.583207
ExDO42,01/04/2030 00:00,4,2151.108195,2151.108195,2151.108195,2128.307592
ExDO42,01/04/2031 00:00,4,2160.023312,2160.023312,2160.023312,2137.218922
ExDO42,01/04/2032 00:00,4,2169.111519,2169.111519,2169.111519,2146.303336
ExDO42,01/04/2033 00:00,4,2178.346999,2178.346999,2178.346999,2155.535025
ExDO42,01/04/2034 00:00,4,2187.735664,2187.735664,2187.735664,2164.919894
ExDO42,01/04/2035 00:00,4,2197.305682,2197.305682,2197.305682,2174.486118
ExDO42,01/04/2036 00:00,4,2206.990327,2206.990327,2206.990327,2184.166969
ExDO42,01/04/2037 00:00,4,2216.794245,2216.794245,2216.794245,2193.967094
ExDO42,01/04/2038 00:00,4,2226.749626,2226.749626,2226.749626,2203.918679
ExDO42,01/04/2039 00:00,4,2238.230523,2238.230523,2238.230523,2215.39633
ExDO43,01/04/2011 12:11,4,263.8292118,319.1218459,263.8292118,260.9007075
ExDO43,01/04/2012 00:00,4,263.3241542,318.347316,263.3241542,260.4012561
ExDO43,01/04/2013 00:00,4,263.8508635,319.2229664,263.8508635,260.9221189
ExDO43,01/04/2014 00:00,4,264.6483973,320.4225566,264.6483973,261.6662181
ExDO43,01/04/2015 00:00,4,265.5329727,321.7743876,265.5329727,262.5501162
ExDO43,01/04/2016 00:00,4,266.5348966,323.3268852,266.5348966,263.5514346
ExDO43,01/04/2017 00:00,4,267.697229,325.0932347,267.697229,264.7131546
ExDO43,01/04/2018 00:00,4,268.9745329,327.0150059,268.9745329,265.9898296
ExDO43,01/04/2019 00:00,4,270.2351428,328.9161373,270.2351428,267.2497761
ExDO43,01/04/2020 00:00,4,271.4122197,330.7125739,271.4122197,268.4262025
ExDO43,01/04/2021 00:00,4,272.5181808,332.4179643,272.5181808,269.5315325
ExDO43,01/04/2022 00:00,4,273.543237,334.0177684,273.543237,270.5559596
ExDO43,01/04/2023 00:00,4,274.4762988,335.4955368,274.4762988,271.4883911
ExDO43,01/04/2024 00:00,4,275.3252757,336.8655469,275.3252757,272.3367482
ExDO43,01/04/2025 00:00,4,276.0620705,338.0902087,276.0620705,273.0729255
ExDO43,01/04/2026 00:00,4,276.6966031,339.1749898,276.6966031,273.7068408
ExDO43,01/04/2027 00:00,4,277.2810884,340.1879949,277.2810884,274.2907153
ExDO43,01/04/2028 00:00,4,277.8197226,341.133893,277.8197226,274.8287312
ExDO43,01/04/2029 00:00,4,278.3520105,342.076397,278.3520105,275.3604205
ExDO43,01/04/2030 00:00,4,278.9065064,343.0442448,278.9065064,275.9143184
ExDO43,01/04/2031 00:00,4,279.4591344,344.0132867,279.4591344,276.4663529
ExDO43,01/04/2032 00:00,4,280.0555515,345.0333142,280.0555515,277.0621841
ExDO43,01/04/2033 00:00,4,280.6502066,346.055066,280.6502066,277.6562516
ExDO43,01/04/2034 00:00,4,281.2555166,347.0913974,281.2555166,278.2609759
ExDO43,01/04/2035 00:00,4,281.8894262,348.1607131,281.8894262,278.8943015
ExDO43,01/04/2036 00:00,4,282.5263785,349.2368334,282.5263785,279.5306715
ExDO43,01/04/2037 00:00,4,283.1793233,350.3314873,283.1793233,280.1830354
ExDO43,01/04/2038 00:00,4,283.8445491,351.4383131,283.8445491,280.8476815
ExDO43,01/04/2039 00:00,4,285.24801,353.5507623,285.24801,282.2510176
ExDO47,01/04/2011 12:11,4,134.2875359,166.1426739,134.2875359,132.7969443
ExDO47,01/04/2012 00:00,4,134.6112309,166.5882385,134.6112309,133.1170462
ExDO47,01/04/2013 00:00,4,134.857497,167.0111147,134.857497,133.3605787
ExDO47,01/04/2014 00:00,4,135.1932763,167.5602978,135.1932763,134.1743578
ExDO47,01/04/2015 00:00,4,135.5978331,168.2090279,135.5978331,134.578696
ExDO47,01/04/2016 00:00,4,135.962132,168.8134551,135.962132,134.9427745
ExDO47,01/04/2017 00:00,4,136.2809519,169.3577719,136.2809519,135.2613752
ExDO47,01/04/2018 00:00,4,136.5787855,169.872983,136.5787855,135.5589902
ExDO47,01/04/2019 00:00,4,136.8611479,170.3680837,136.8611479,135.8411346
ExDO47,01/04/2020 00:00,4,137.124246,170.8397228,137.124246,136.1040156
ExDO47,01/04/2021 00:00,4,137.3793703,171.303353,137.3793703,136.3589243
ExDO47,01/04/2022 00:00,4,137.6436477,171.7789373,137.6436477,136.6229863
ExDO47,01/04/2023 00:00,4,137.9232182,172.2771195,137.9232182,136.9023415
ExDO47,01/04/2024 00:00,4,138.2244652,172.8073557,138.2244652,137.203374
ExDO47,01/04/2025 00:00,4,138.5434483,173.3638553,138.5434483,137.5221431
ExDO47,01/04/2026 00:00,4,138.869206,173.9263105,138.869206,137.8476849
ExDO47,01/04/2027 00:00,4,139.1972496,174.4891796,139.1972496,138.1755116
ExDO47,01/04/2028 00:00,4,139.5451548,175.0797504,139.5451548,138.5232011
ExDO47,01/04/2029 00:00,4,139.9008639,175.6819863,139.9008639,138.8786947
ExDO47,01/04/2030 00:00,4,140.2637882,176.2937931,140.2637882,139.2414051
ExDO47,01/04/2031 00:00,4,140.631024,176.9111356,140.631024,139.6084277
ExDO47,01/04/2032 00:00,4,141.0151435,177.5506723,141.0151435,139.9923342
ExDO47,01/04/2033 00:00,4,141.4047692,178.1992676,141.4047692,140.3817459
ExDO47,01/04/2034 00:00,4,141.8031652,178.8583557,141.8031652,140.7799287
ExDO47,01/04/2035 00:00,4,142.2056021,179.5231739,142.2056021,141.1821528
ExDO47,01/04/2036 00:00,4,142.6131151,180.1952167,142.6131151,141.5894529
ExDO47,01/04/2037 00:00,4,143.0267873,180.8759874,143.0267873,142.0029124
ExDO47,01/04/2038 00:00,4,143.4474497,181.5663438,143.4474497,142.4233621
ExDO47,01/04/2039 00:00,4,144.0747492,182.5471243,144.0747492,143.0504794
ExDO48,01/04/2011 12:11,4,100.0791631,118.7243986,100.0791631,98.96828443
ExDO48,01/04/2012 00:00,4,100.1815873,118.8483999,100.1815873,99.06957163
ExDO48,01/04/2013 00:00,4,100.5658088,119.4114802,100.5658088,99.44952837
ExDO48,01/04/2014 00:00,4,101.0224343,120.0666655,101.0224343,99.65601062
ExDO48,01/04/2015 00:00,4,101.4690728,120.7117463,101.4690728,100.1023932
ExDO48,01/04/2016 00:00,4,101.891739,121.3302344,101.891739,100.5248215
ExDO48,01/04/2017 00:00,4,102.3195665,121.9559069,102.3195665,100.9524194
ExDO48,01/04/2018 00:00,4,102.7365998,122.5680292,102.7365998,101.369215
ExDO48,01/04/2019 00:00,4,103.1470796,123.1726614,103.1470796,101.7794642
ExDO48,01/04/2020 00:00,4,103.5413286,123.7569062,103.5413286,102.1734811
ExDO48,01/04/2021 00:00,4,103.9218477,124.3268049,103.9218477,102.5537826
ExDO48,01/04/2022 00:00,4,104.2884198,124.877433,104.2884198,102.9201336
ExDO48,01/04/2023 00:00,4,104.6307891,125.3984254,104.6307891,103.2622868
ExDO48,01/04/2024 00:00,4,104.9718328,125.9182068,104.9718328,103.6031249
ExDO48,01/04/2025 00:00,4,105.3083087,126.4340428,105.3083087,103.9393934
ExDO48,01/04/2026 00:00,4,105.6468405,126.9518369,105.6468405,104.2777157
ExDO48,01/04/2027 00:00,4,105.9875843,127.471981,105.9875843,104.6182468
ExDO48,01/04/2028 00:00,4,106.3305981,127.9950934,106.3305981,104.9610403
ExDO48,01/04/2029 00:00,4,106.6775197,128.5229307,106.6775197,105.3077451
ExDO48,01/04/2030 00:00,4,107.0283218,129.0540688,107.0283218,105.6583305
ExDO48,01/04/2031 00:00,4,107.381147,129.5892127,107.381147,106.0109396
ExDO48,01/04/2032 00:00,4,107.7415555,130.1340816,107.7415555,106.3711309
ExDO48,01/04/2033 00:00,4,108.1066617,130.6847981,108.1066617,106.7360185
ExDO48,01/04/2034 00:00,4,108.4770124,131.2420661,108.4770124,107.1061563
ExDO48,01/04/2035 00:00,4,108.855182,131.8073033,108.855182,107.4841116
ExDO48,01/04/2036 00:00,4,109.231075,132.3714607,109.231075,107.8597913
ExDO48,01/04/2037 00:00,4,109.6160287,132.9464208,109.6160287,108.2445323
ExDO48,01/04/2038 00:00,4,110.0027136,133.5247425,110.0027136,108.6310052
ExDO48,01/04/2039 00:00,4,110.6062214,134.3932177,110.6062214,109.234509
ExDO49,01/04/2011 12:11,4,13.00653323,19.04703113,13.00653323,12.86216072
ExDO49,01/04/2012 00:00,4,13.05074942,19.10557096,13.05074942,12.9058861
ExDO49,01/04/2013 00:00,4,13.10975762,19.20433895,13.10975762,12.96423931
ExDO49,01/04/2014 00:00,4,13.19080125,19.33704731,13.19080125,13.00760094
ExDO49,01/04/2015 00:00,4,13.25943813,19.45071717,13.25943813,13.07619331
ExDO49,01/04/2016 00:00,4,13.32091831,19.55397692,13.32091831,13.13763292
ExDO49,01/04/2017 00:00,4,13.37842305,19.65094447,13.37842305,13.19509731
ExDO49,01/04/2018 00:00,4,13.43154492,19.7411544,13.43154492,13.24817932
ExDO49,01/04/2019 00:00,4,13.47946553,19.8233545,13.47946553,13.29606029
ExDO49,01/04/2020 00:00,4,13.52555626,19.90265603,13.52555626,13.34211176
ExDO49,01/04/2021 00:00,4,13.56393569,19.97045861,13.56393569,13.38045079
ExDO49,01/04/2022 00:00,4,13.59662146,20.02884741,13.59662146,13.41309628
ExDO49,01/04/2023 00:00,4,13.6232744,20.07809761,13.6232744,13.43970949
ExDO49,01/04/2024 00:00,4,13.64368985,20.11743499,13.64368985,13.46008509
ExDO49,01/04/2025 00:00,4,13.65672024,20.14543907,13.65672024,13.47307576
ExDO49,01/04/2026 00:00,4,13.66839443,20.1709622,13.66839443,13.48471095
ExDO49,01/04/2027 00:00,4,13.67761201,20.19229425,13.67761201,13.49388989
ExDO49,01/04/2028 00:00,4,13.68615519,20.21251569,13.68615519,13.50239475
ExDO49,01/04/2029 00:00,4,13.69966161,20.24056192,13.69966161,13.51586259
ExDO49,01/04/2030 00:00,4,13.71996505,20.27908649,13.71996505,13.53612665
ExDO49,01/04/2031 00:00,4,13.73325737,20.30659376,13.73325737,13.54937831
ExDO49,01/04/2032 00:00,4,13.74872705,20.33744568,13.74872705,13.56480928
ExDO49,01/04/2033 00:00,4,13.76581282,20.37061474,13.76581282,13.58185548
ExDO49,01/04/2034 00:00,4,13.78367061,20.40504225,13.78367061,13.59967386
ExDO49,01/04/2035 00:00,4,13.8029292,20.441204,13.8029292,13.61889313
ExDO49,01/04/2036 00:00,4,13.82172713,20.47658744,13.82172713,13.63765169
ExDO49,01/04/2037 00:00,4,13.84091573,20.51177468,13.84091573,13.65680105
ExDO49,01/04/2038 00:00,4,13.8605171,20.54744955,13.8605171,13.67636309
ExDO49,01/04/2039 00:00,4,13.89657636,20.60921354,13.89657636,13.71238751
ExDO50,01/04/2011 12:11,4,44.82968971,61.55529327,44.82968971,44.33208016
ExDO50,01/04/2012 00:00,4,44.72399075,61.33292043,44.72399075,44.22755445
ExDO50,01/04/2013 00:00,4,44.78288609,61.44496452,44.78288609,44.28579605
ExDO50,01/04/2014 00:00,4,44.84529913,61.56401875,44.84529913,44.30426716
ExDO50,01/04/2015 00:00,4,44.90510077,61.68063812,44.90510077,44.36395542
ExDO50,01/04/2016 00:00,4,44.96739602,61.80383031,44.96739602,44.42613819
ExDO50,01/04/2017 00:00,4,45.0370556,61.93892343,45.0370556,44.49568191
ExDO50,01/04/2018 00:00,4,45.11550508,62.08746058,45.11550508,44.5740165
ExDO50,01/04/2019 00:00,4,45.19721695,62.24167983,45.19721695,44.65561412
ExDO50,01/04/2020 00:00,4,45.28346351,62.4042498,45.28346351,44.74174754
ExDO50,01/04/2021 00:00,4,45.36773128,62.56500767,45.36773128,44.82590186
ExDO50,01/04/2022 00:00,4,45.45361469,62.72726627,45.45361469,44.91167268
ExDO50,01/04/2023 00:00,4,45.54685527,62.9012881,45.54685527,45.00480112
ExDO50,01/04/2024 00:00,4,45.64676012,63.0867873,45.64676012,45.10459486
ExDO50,01/04/2025 00:00,4,45.74452502,63.26971722,45.74452502,45.20224849
ExDO50,01/04/2026 00:00,4,45.84367038,63.45453434,45.84367038,45.30128252
ExDO50,01/04/2027 00:00,4,45.94353287,63.63786123,45.94353287,45.40103409
ExDO50,01/04/2028 00:00,4,46.04467672,63.82164134,46.04467672,45.50206673
ExDO50,01/04/2029 00:00,4,46.14221705,63.99984867,46.14221705,45.59949487
ExDO50,01/04/2030 00:00,4,46.24502524,64.18627864,46.24502524,45.702192
ExDO50,01/04/2031 00:00,4,46.35270468,64.38008224,46.35270468,45.80975954
ExDO50,01/04/2032 00:00,4,46.46365132,64.57816682,46.46365132,45.92059557
ExDO50,01/04/2033 00:00,4,46.57288426,64.77432651,46.57288426,46.02971755
ExDO50,01/04/2034 00:00,4,46.68645315,64.97608318,46.68645315,46.14317539
ExDO50,01/04/2035 00:00,4,46.8027978,65.18228228,46.8027978,46.25940907
ExDO50,01/04/2036 00:00,4,46.91963179,65.38904344,46.91963179,46.37613218
ExDO50,01/04/2037 00:00,4,47.03783656,65.5976216,47.03783656,46.49422629
ExDO50,01/04/2038 00:00,4,47.15814863,65.80827573,47.15814863,46.61442759
ExDO50,01/04/2039 00:00,4,47.42314291,66.24875795,47.42314291,46.8793568
ExDO51,01/04/2011 12:11,4,97.09724244,120.0499461,92.24238032,88.98639322
ExDO51,01/04/2012 00:00,4,97.1202652,119.9930692,92.26425194,89.02682366
ExDO51,01/04/2013 00:00,4,96.94419865,119.6886297,92.09698872,88.88557024
ExDO51,01/04/2014 00:00,4,96.83267372,119.4654619,91.99104003,88.80298516
ExDO51,01/04/2015 00:00,4,96.75251304,119.2999112,91.91488739,88.74479402
ExDO51,01/04/2016 00:00,4,96.61651211,119.0729304,91.7856865,88.63382616
ExDO51,01/04/2017 00:00,4,96.53278309,118.9115477,91.70614394,88.57042419
ExDO51,01/04/2018 00:00,4,96.44226207,118.7499411,91.62014897,88.49895662
ExDO51,01/04/2019 00:00,4,96.39121161,118.6402261,91.57165103,88.46287045
ExDO51,01/04/2020 00:00,4,96.23065114,118.3873356,91.41911858,88.3284387
ExDO51,01/04/2021 00:00,4,96.10081688,118.174298,91.29577603,88.22167313
ExDO51,01/04/2022 00:00,4,95.98052798,117.9743008,91.18150158,88.12335245
ExDO51,01/04/2023 00:00,4,95.8979479,117.8240085,91.10305051,88.05880454
ExDO51,01/04/2024 00:00,4,95.82734204,117.6903359,91.03597494,88.00479106
ExDO51,01/04/2025 00:00,4,95.77393791,117.5888946,90.98524101,87.96401308
ExDO51,01/04/2026 00:00,4,95.73159589,117.5070349,90.9450161,87.93200684
ExDO51,01/04/2027 00:00,4,95.69279479,117.4308884,90.90815505,87.90293438
ExDO51,01/04/2028 00:00,4,95.68481802,117.3949226,90.90057712,87.9015709
ExDO51,01/04/2029 00:00,4,95.70224066,117.397809,90.91712863,87.92173539
ExDO51,01/04/2030 00:00,4,95.73525605,117.4209023,90.94849325,87.9559437
ExDO51,01/04/2031 00:00,4,95.76405322,117.4387568,90.97585056,87.9863011
ExDO51,01/04/2032 00:00,4,95.80411821,117.4714588,91.0139123,88.0267513
ExDO51,01/04/2033 00:00,4,95.8687291,117.5366936,91.07529264,88.08914479
ExDO51,01/04/2034 00:00,4,95.94251727,117.6135609,91.14539141,88.15986311
ExDO51,01/04/2035 00:00,4,96.03490752,117.7171989,91.23316215,88.24673058
ExDO51,01/04/2036 00:00,4,96.13328509,117.8287851,91.32662083,88.33894767
ExDO51,01/04/2037 00:00,4,96.24452086,117.9584731,91.43229482,88.44241892
ExDO51,01/04/2038 00:00,4,96.36303844,118.0979705,91.54488652,88.55236394
ExDO51,01/04/2039 00:00,4,96.4891499,118.2459265,91.66469241,88.66946251
ExDO52,01/04/2011 12:11,4,125.8181075,147.9285814,119.5272021,118.1448763
ExDO52,01/04/2012 00:00,4,125.961468,148.0245281,119.6633946,118.2936721
ExDO52,01/04/2013 00:00,4,125.9071762,147.8812877,119.6118174,118.2583291
ExDO52,01/04/2014 00:00,4,125.7807948,147.654281,119.4917551,118.1551453
ExDO52,01/04/2015 00:00,4,125.5872082,147.3627602,119.3078478,117.9860493
ExDO52,01/04/2016 00:00,4,125.3920272,147.0769312,119.1224258,117.8139705
ExDO52,01/04/2017 00:00,4,125.308434,146.926618,119.0430123,117.7457531
ExDO52,01/04/2018 00:00,4,125.3516615,146.935188,119.0840784,117.7946182
ExDO52,01/04/2019 00:00,4,125.402478,146.9536883,119.1323541,117.8504068
ExDO52,01/04/2020 00:00,4,125.3269803,146.8160117,119.0606313,117.789173
ExDO52,01/04/2021 00:00,4,125.2626513,146.6914486,118.9995187,117.738423
ExDO52,01/04/2022 00:00,4,125.1792842,146.5453199,118.92032,117.6696477
ExDO52,01/04/2023 00:00,4,125.0363159,146.328335,118.7845001,117.5450983
ExDO52,01/04/2024 00:00,4,124.9037402,146.1249647,118.6585532,117.4300268
ExDO52,01/04/2025 00:00,4,124.7941127,145.9615297,118.554407,117.3339436
ExDO52,01/04/2026 00:00,4,124.7187329,145.8441004,118.4827963,117.2688695
ExDO52,01/04/2027 00:00,4,124.6642945,145.7527052,118.4310797,117.2231683
ExDO52,01/04/2028 00:00,4,124.6232843,145.6791653,118.3921201,117.1896615
ExDO52,01/04/2029 00:00,4,124.6273291,145.6660556,118.3959626,117.1969672
ExDO52,01/04/2030 00:00,4,124.6549994,145.6818421,118.4222495,117.2262224
ExDO52,01/04/2031 00:00,4,124.6794362,145.6945814,118.4454644,117.2522951
ExDO52,01/04/2032 00:00,4,124.712391,145.7171742,118.4767714,117.2863924
ExDO52,01/04/2033 00:00,4,124.7721746,145.7735488,118.5335659,117.3452251
ExDO52,01/04/2034 00:00,4,124.8393362,145.8388076,118.5973694,117.4109399
ExDO52,01/04/2035 00:00,4,124.9231767,145.9272205,118.6770178,117.4916089
ExDO52,01/04/2036 00:00,4,125.0192521,146.0310424,118.7682895,117.5835577
ExDO52,01/04/2037 00:00,4,125.1269934,146.1507162,118.8706438,117.6860336
ExDO52,01/04/2038 00:00,4,125.2471001,146.285557,118.9847451,117.7999892
ExDO52,01/04/2039 00:00,4,125.3745138,146.4281836,119.1057881,117.9209596
ExDO53,01/04/2011 12:11,4,178.3778656,216.6337925,169.4589723,170.7972899
ExDO53,01/04/2012 00:00,4,178.9476342,217.2064768,170.0002525,171.354593
ExDO53,01/04/2013 00:00,4,179.1400001,217.307131,170.1830001,171.5449603
ExDO53,01/04/2014 00:00,4,179.454455,217.5630942,170.4817323,171.8539684
ExDO53,01/04/2015 00:00,4,179.83452,217.9288476,170.842794,172.2261059
ExDO53,01/04/2016 00:00,4,180.2808671,218.3907763,171.2668238,172.6623707
ExDO53,01/04/2017 00:00,4,180.7510027,218.8858148,171.7134526,173.1216842
ExDO53,01/04/2018 00:00,4,181.2759719,219.4636489,172.2121733,173.6339717
ExDO53,01/04/2019 00:00,4,181.8283111,220.0775148,172.7368956,174.1728272
ExDO53,01/04/2020 00:00,4,182.138824,220.3802732,173.0318828,174.4767694
ExDO53,01/04/2021 00:00,4,182.5243947,220.7785274,173.398175,174.8536492
ExDO53,01/04/2022 00:00,4,182.8737569,221.1351163,173.730069,175.1952382
ExDO53,01/04/2023 00:00,4,183.3087772,221.6021385,174.1433383,175.6200311
ExDO53,01/04/2024 00:00,4,183.7517511,222.0808594,174.5641635,176.0525154
ExDO53,01/04/2025 00:00,4,184.230927,222.6253018,175.0193807,176.5197102
ExDO53,01/04/2026 00:00,4,184.7113207,223.1801437,175.4757547,176.9878774
ExDO53,01/04/2027 00:00,4,185.2173482,223.7681941,175.9564808,177.48094
ExDO53,01/04/2028 00:00,4,185.7628804,224.4070342,176.4747364,178.0123789
ExDO53,01/04/2029 00:00,4,186.3521568,225.1109585,177.0345489,178.5861015
ExDO53,01/04/2030 00:00,4,186.9583931,225.8378391,177.6104735,179.1762721
ExDO53,01/04/2031 00:00,4,187.5873744,226.5937162,178.2080057,179.7885437
ExDO53,01/04/2032 00:00,4,188.2290963,227.3659771,178.8176415,180.4131919
ExDO53,01/04/2033 00:00,4,188.9263505,228.2109084,179.480033,181.0917556
ExDO53,01/04/2034 00:00,4,189.6464403,229.0855218,180.1641183,181.7924949
ExDO53,01/04/2035 00:00,4,190.3974299,230.0043076,180.8775584,182.5231452
ExDO53,01/04/2036 00:00,4,191.1696221,230.9508011,181.611141,183.2743817
ExDO53,01/04/2037 00:00,4,191.968917,231.934681,182.3704711,184.0518862
ExDO53,01/04/2038 00:00,4,192.7900114,232.9466923,183.1505109,184.850565
ExDO53,01/04/2039 00:00,4,193.6297738,233.9801356,183.9482851,185.6674396
ExDO54,01/04/2011 12:11,4,254.4781254,305.4569637,241.7542192,243.7396404
ExDO54,01/04/2012 00:00,4,254.9111842,305.7909962,242.165625,244.1710803
ExDO54,01/04/2013 00:00,4,255.0441758,305.7611253,242.291967,244.3149782
ExDO54,01/04/2014 00:00,4,255.2865054,305.8669089,242.5221801,244.563387
ExDO54,01/04/2015 00:00,4,255.4964179,305.977025,242.721597,244.7769742
ExDO54,01/04/2016 00:00,4,255.829386,306.2495479,243.0379167,245.1073466
ExDO54,01/04/2017 00:00,4,256.151572,306.5143565,243.3439934,245.4269252
ExDO54,01/04/2018 00:00,4,256.4797978,306.8007511,243.6558079,245.7510638
ExDO54,01/04/2019 00:00,4,256.8678647,307.156527,244.0244715,246.1328203
ExDO54,01/04/2020 00:00,4,257.0155097,307.2146951,244.1647342,246.2847102
ExDO54,01/04/2021 00:00,4,257.1837918,307.2977675,244.3246022,246.4563863
ExDO54,01/04/2022 00:00,4,257.4372219,307.484669,244.5653608,246.7096076
ExDO54,01/04/2023 00:00,4,257.7105666,307.7009788,244.8250382,246.9814595
ExDO54,01/04/2024 00:00,4,258.0172189,307.9616729,245.116358,247.2848853
ExDO54,01/04/2025 00:00,4,258.4283306,308.3708933,245.506914,247.6865295
ExDO54,01/04/2026 00:00,4,258.8849972,308.8510237,245.9407473,248.1304786
ExDO54,01/04/2027 00:00,4,259.4122517,309.4179335,246.4416391,248.6419681
ExDO54,01/04/2028 00:00,4,260.0077834,310.0712424,247.0073943,249.2185753
ExDO54,01/04/2029 00:00,4,260.6737973,310.8234298,247.6401074,249.8615688
ExDO54,01/04/2030 00:00,4,261.4111301,311.6631248,248.3405736,250.5728168
ExDO54,01/04/2031 00:00,4,262.170253,312.5316646,249.0617403,251.3047371
ExDO54,01/04/2032 00:00,4,262.9599131,313.4382425,249.8119175,252.0658336
ExDO54,01/04/2033 00:00,4,263.7835948,314.3869221,250.5944151,252.859459
ExDO54,01/04/2034 00:00,4,264.6403267,315.3767345,251.4083104,253.6846646
ExDO54,01/04/2035 00:00,4,265.5343464,316.4184945,252.2576291,254.5450223
ExDO54,01/04/2036 00:00,4,266.4543782,317.4921075,253.1316593,255.43028
ExDO54,01/04/2037 00:00,4,267.4139887,318.6184338,254.0432893,256.3530584
ExDO54,01/04/2038 00:00,4,268.4052744,319.7835386,254.9850107,257.3061584
ExDO54,01/04/2039 00:00,4,269.4182256,320.9723676,255.9473143,258.2802392
ExDO55,01/04/2011 12:11,4,91.19894466,110.1032034,86.63899742,80.99161516
ExDO55,01/04/2012 00:00,4,91.07992811,109.8926494,86.52593171,80.911443
ExDO55,01/04/2013 00:00,4,91.04065586,109.7797825,86.48862307,80.9010385
ExDO55,01/04/2014 00:00,4,91.07418096,109.7590319,86.52047191,80.95323661
ExDO55,01/04/2015 00:00,4,91.17532065,109.8347998,86.61655461,81.05952608
ExDO55,01/04/2016 00:00,4,91.22367345,109.8519258,86.66248978,81.11740499
ExDO55,01/04/2017 00:00,4,91.25166525,109.8450748,86.68908199,81.15711317
ExDO55,01/04/2018 00:00,4,91.29143325,109.8583462,86.72686159,81.20501708
ExDO55,01/04/2019 00:00,4,91.43783279,110.0054606,86.86594115,81.34502138
ExDO55,01/04/2020 00:00,4,91.48037572,110.0197433,86.90635694,81.39623639
ExDO55,01/04/2021 00:00,4,91.47399544,109.9753605,86.90029567,81.4041807
ExDO55,01/04/2022 00:00,4,91.47394521,109.9396614,86.90024795,81.41731932
ExDO55,01/04/2023 00:00,4,91.47940367,109.911284,86.90543348,81.43506529
ExDO55,01/04/2024 00:00,4,91.51967627,109.9266743,86.94369245,81.48285555
ExDO55,01/04/2025 00:00,4,91.57603391,109.9707508,86.99723222,81.54139598
ExDO55,01/04/2026 00:00,4,91.64713423,110.0369696,87.06477752,81.61132451
ExDO55,01/04/2027 00:00,4,91.72788275,110.1169564,87.14148862,81.68897328
ExDO55,01/04/2028 00:00,4,91.83376879,110.2288984,87.24208035,81.78818499
ExDO55,01/04/2029 00:00,4,91.9580361,110.3687034,87.36013429,81.90150085
ExDO55,01/04/2030 00:00,4,92.10025456,110.5313333,87.49524183,82.03021328
ExDO55,01/04/2031 00:00,4,92.2505998,110.7043344,87.63806981,82.16588194
ExDO55,01/04/2032 00:00,4,92.40797756,110.8864263,87.78757869,82.30752727
ExDO55,01/04/2033 00:00,4,92.58632955,111.0956871,87.95701307,82.46697698
ExDO55,01/04/2034 00:00,4,92.77191431,111.3139904,88.1333186,82.63268721
ExDO55,01/04/2035 00:00,4,92.97020875,111.5504671,88.32169831,82.80855377
ExDO55,01/04/2036 00:00,4,93.17847788,111.7994035,88.51955399,82.9930581
ExDO55,01/04/2037 00:00,4,93.39675796,112.0625849,88.72692006,83.18558794
ExDO55,01/04/2038 00:00,4,93.62441387,112.3376855,88.94319318,83.38616019
ExDO55,01/04/2039 00:00,4,93.86020738,112.6218753,89.16719701,83.59417722
ExDO56,01/04/2011 12:11,4,163.0297144,218.8275128,154.8782287,142.3401851
ExDO56,01/04/2012 00:00,4,163.1762859,218.8397128,155.0174716,142.5133094
ExDO56,01/04/2013 00:00,4,163.1119528,218.558957,154.9563552,142.506411
ExDO56,01/04/2014 00:00,4,163.081808,218.3289506,154.9277176,142.5278767
ExDO56,01/04/2015 00:00,4,163.1052271,218.2202681,154.9499657,142.5832923
ExDO56,01/04/2016 00:00,4,163.1316971,218.1325019,154.9751123,142.6371281
ExDO56,01/04/2017 00:00,4,163.1926426,218.0948609,155.0330104,142.7198298
ExDO56,01/04/2018 00:00,4,163.292206,218.1300486,155.1275957,142.8306818
ExDO56,01/04/2019 00:00,4,163.4652601,218.2701961,155.2919971,143.0035413
ExDO56,01/04/2020 00:00,4,163.4794763,218.1769367,155.3055025,143.0440256
ExDO56,01/04/2021 00:00,4,163.4964074,218.0911707,155.321587,143.0858933
ExDO56,01/04/2022 00:00,4,163.5691336,218.0874428,155.3906769,143.1742483
ExDO56,01/04/2023 00:00,4,163.6882747,218.1501905,155.503861,143.3017194
ExDO56,01/04/2024 00:00,4,163.8393804,218.2593951,155.6474114,143.4559588
ExDO56,01/04/2025 00:00,4,164.0686616,218.5045371,155.8652285,143.6700659
ExDO56,01/04/2026 00:00,4,164.3066159,218.7756314,156.0912851,143.888088
ExDO56,01/04/2027 00:00,4,164.5579862,219.0651568,156.3300869,144.1176128
ExDO56,01/04/2028 00:00,4,164.8477548,219.4123598,156.6053671,144.3788245
