Sop684_ph2b, 2,2938.8,100
Sop685_ph2b, 2,3544.58,100
Sop686_ph2b, 2,177.18,4.21
Sop687_ph2b, 2,326.31,35.35
Sop688_ph2b, 2,628.6,70.7
Sop689_ph2b, 2,826.63,106.05
Sop690_ph2b, 2,3297.68,41.5
Sop691_ph2b, 2,439.58,13.6
Sop692_ph2b, 2,626.8,15.93
Sop693_ph2b, 2,1290.28,28.13
Sop694_ph2b, 2,1381.56,35.68
Sop701_ph2b, 2,127.72,5.44
Sop1000_ph2b, 2,117.64,8.31
Sop695_ph2b, 2,169.3,14.46
Sop696_ph2b, 2,231.83,24.68
Sop1001_ph2b, 2,234.92,8.91
Sop1002_ph2b, 2,117.79,19.08
Sop1003_ph2b, 2,106.41,17.4
Sop1004_ph2b, 2,830.78,24.54
Sop1005_ph2b, 2,49,4.58
Sop697_ph2b, 2,54.12,2.9
Sop698_ph2b, 2,188.01,1.69
Sop699_ph2b, 2,670.19,31.94
Sop1007_ph2b, 2,322.97,28.44
Sop1008_ph2b, 2,152,17.4
Sop1125_ph2b, 2,183.17,31.76
Sop1127_ph2b, 2,729.43,60.46
Sop1128_ph2b, 2,434.07,35.13
Sop928_ph2b, 2,5007.74,874.61
Sop1130_ph2b, 2,14.11,5.24
Sop1132_ph2b, 2,164.2,6.62
Sop1133_ph2b, 2,43.37,3.47
Sop1134_ph2b, 2,58.1,87.65
Sop1137_ph2b, 2,189.8,15.33
Sop929_ph2b, 2,429.41,28.82
Sop926_ph2b, 2,89.27,12.19
Sop1140_ph2b, 2,119.46,60.73
Sop1129_ph2b, 2,88.91,16.55
Sop1142_ph2b, 2,43.01,22.79
Sop949_ph2b, 2,9.69,0
Sop1143_ph2b, 2,38.99,8.95
Sop1145_ph2b, 2,341.59,14.02
Sop1146_ph2b, 2,17.17,5.87
Sop1147_ph2b, 2,37.81,4.47
Sop1148_ph2b, 2,447.49,34.12
Sop934_ph2b, 2,894.26,92.22
Sop1149_ph2b, 2,212.75,22.21
Sop1150_ph2b, 2,59.83,1.6
Sop1151_ph2b, 2,295.47,99.59
Sop938_ph2b, 2,1359.37,214.87
Sop940_ph2b, 2,523.46,33.36
Sop1171_ph2b, 2,1363.65,87.12
Sop943_ph2b, 2,3213.3,316.32
Sop1153_ph2b, 2,361.26,13.22
Sop1154_ph2b, 2,12444.15,66.54
Sop1155_ph2b, 2,2682.77,98.1
Sop1156_ph2b, 2,8349.17,89.72
Sop1157_ph2b, 2,4602.46,42.88
Sop1158_ph2b, 2,10425.49,65.41
Sop1172_ph2b, 2,1479.28,274.71
Sop1159_ph2b, 2,168.87,182.36
Sop1160_ph2b, 2,311.5,47.33
Sop951_ph2b, 2,1860.49,402.58
Sop952_ph2b, 2,2082.03,596.17
Sop954_ph2b, 2,2242.15,153.73
Sop955_ph2b, 2,1686.81,382.06
Sop957_ph2b, 2,5.29,0
Sop933_ph2b, 2,565.2,285.41
Sop1162_ph2b, 2,11190.27,86.13
Sop1163_ph2b, 2,4251.91,55.49
Sop958_ph2b, 2,102.05,23.61
Sop1180_ph2b, 2,41.44,0.97
Sop3000_ph2b, 2,242.27,10
Sop3001_ph2b, 2,53.16,3
Sop1010_ph2b, 2,2286.86,364.42
Sop1011_ph2b, 2,2774.85,393.65
Sop706_ph2b, 2,4043.09,301.89
Sop1012_ph2b, 2,3812.45,304.63
Sop748_ph2b, 2,5159.08,390.85
Sop1013_ph2b, 2,3583.73,396.3
Sop1014_ph2b, 2,7399.94,764.8
Sop1015_ph2b, 2,4939.76,540.27
Sop1016_ph2b, 2,4290.31,454.31
Sop1017_ph2b, 2,10018.12,855.03
Sop1019_ph2b, 2,575.17,48.79
Sop717_ph2b, 2,518.88,66.97
Sop1026_ph2b, 2,134.16,4.16
Sop1033_ph2b, 2,557.56,58.03
Sop1047_ph2b, 2,2647.42,194.65
Sop1048_ph2b, 2,7721.46,452.43
Sop1049_ph2b, 2,2761.91,182.49
Sop753_ph2b, 2,5026.8,384.44
Sop1051_ph2b, 2,213.93,0
Sop1052_ph2b, 2,2385.12,388.57
Sop1053_ph2b, 2,660.15,144.63
Sop1054_ph2b, 2,1968.38,336.12
Sop1055_ph2b, 2,1781.72,313.39
Sop1056_ph2b, 2,1491.46,277.79
Sop764_ph2b, 2,546.02,-304.13
Sop959_ph2b, 2,1105.35,0
Sop1061_ph2b, 2,1783.36,95.06
Sop1062_ph2b, 2,2818.61,109.11
Sop1063_ph2b, 2,2874.03,152.56
Sop1064_ph2b, 2,3892.99,192.85
Sop1179_ph2b, 2,883.85,73.22
Sop767_ph2b, 2,5071.89,317.32
Sop768_ph2b, 2,2349.41,176.4
Sop769_ph2b, 2,1626.74,112.1
Sop770_ph2b, 2,1733.18,134.37
Sop771_ph2b, 2,3835.53,225.08
Sop772_ph2b, 2,4343.11,255.75
Sop773_ph2b, 2,4485.64,282.87
Sop774_ph2b, 2,4777.77,299.99
Sop775_ph2b, 2,5222.12,330
Sop776_ph2b, 2,1930.99,136.02
Sop777_ph2b, 2,1417.8,121.72
Sop778_ph2b, 2,1564.44,122.73
Sop780_ph2b, 2,35.81,11.84
Sop782_ph2b, 2,82.63,12.28
Sop781_ph2b, 2,61.55,76.54
Sop783_ph2b, 2,2311.76,163.03
Sop784_ph2b, 2,3323.16,215.33
Sop785_ph2b, 2,2974.19,178.05
Sop786_ph2b, 2,2047.06,147.61
Sop787_ph2b, 2,1908.98,129.63
Sop788_ph2b, 2,1629.61,109.56
Sop789_ph2b, 2,1347.83,85.13
Sop790_ph2b, 2,6.04,20.25
Sop791_ph2b, 2,490.34,112.73
Sop792_ph2b, 2,646.53,124.34
Sop1065_ph2b, 2,896.34,143.64
Sop1057_ph2b, 2,635.84,154.57
Sop793_ph2b, 2,2111.59,131.17
Sop794_ph2b, 2,3032.45,150.18
Sop795_ph2b, 2,1982.42,77.56
Sop796_ph2b, 2,2849.59,189.11
Sop797_ph2b, 2,2302.88,173.06
Sop798_ph2b, 2,3558.53,248.55
Sop799_ph2b, 2,5104.33,326.6
Sop800_ph2b, 2,5603.61,337.19
Sop801_ph2b, 2,573.73,49.97
Sop802_ph2b, 2,2068.17,18.82
Sop803_ph2b, 2,3189.04,143.18
Sop804_ph2b, 2,1857.82,111.6
Sop806_ph2b, 2,113.86,21.59
Sop807_ph2b, 2,3081.17,0.25
Sop812_ph2b, 2,2052.24,183.67
Sop813_ph2b, 2,2332.86,211.37
Sop814_ph2b, 2,43.49,1.25
Sop1059_ph2b, 2,949.1,23.15
Sop815_ph2b, 2,2514.7,84.28
Sop816_ph2b, 2,3107.97,132.84
Sop817_ph2b, 2,732.27,57.5
Sop818_ph2b, 2,605.86,48.85
Sop819_ph2b, 2,1866.9,128.69
Sop820_ph2b, 2,2735.64,175.92
Sop821_ph2b, 2,2557.78,124.78
Sop809_ph2b, 2,325.68,58.75
Sop808_ph2b, 2,150.31,3
Sop2001_ph2b, 2,0,0
