Lft104_ph2b, 2,0,4.08
Lft106m_ph2b, 2,0,3.71
Lft107_ph2b, 2,0,0.92
Lft108m_ph2b, 2,0,3.01
Lft114n_ph2b, 2,0,1.36
Lft116_ph2b, 2,0,1.36
Lft124m_ph2b, 2,0,1.69
Lft127n_ph2b, 2,0,1.13
Lft138_ph2b, 2,0,4.08
Lft139_ph2b, 2,0,10.88
Lft140_ph2b, 2,4.03,6.12
Lft141_ph2b, 2,4.03,1.36
Lft142_ph2b, 2,4.03,2.72
Lft143_ph2b, 2,4.03,4.08
Lft144_ph2b, 2,4.03,5.44
Lft204_ph2b, 2,0,0
Lft074_ph2b, 2,2.011105623,0
Lft077_ph2b, 2,1.678483851,0
Lft079_ph2b, 2,1.840247639,0
Lft117a_ph2b, 2,0,0
Lft117b_ph2b, 2,0.097331977,0
Lft1013_ph2b, 2,4.914508586,1.488224594
Lft1014_ph2b, 2,1.75283752,1.023261557
Lft1015_ph2b, 2,1.601596884,0.444661071
Lft1043_ph2b, 2,0.494939376,0.587214814
Lft1044c_ph2b, 2,6.121746982,0.454843481
Lft164_ph2b, 2,6.593608128,0.653763827
Lft165_ph2b, 2,7.289132408,0.593890437
Lft166_ph2b, 2,7.872416538,0.53099908
Lft1200_ph2b, 2,0,0
Lft1201_ph2b, 2,0,0
Lft1202_ph2b, 2,0,0
Lft1203_ph2b, 2,0,0
Lft1204_ph2b, 2,0,0
Lft1205_ph2b, 2,0,0
Lft1206_ph2b, 2,0,0
Lft1207_ph2b, 2,0,0
Lft1208_ph2b, 2,0,0
Lft1209_ph2b, 2,0,0
Lft1210_ph2b, 2,0,0
Lft1211_ph2b, 2,0,0
Lft1212_ph2b, 2,0,0
Lft1213_ph2b, 2,0,0
Lft1214_ph2b, 2,0,0
Lft1215_ph2b, 2,0,0
Lft1216_ph2b, 2,0,0
Lft1217_ph2b, 2,0,0
Lft1218_ph2b, 2,0,0
Lft1219_ph2b, 2,0,0
Lft1220_ph2b, 2,0,0
Lft1221_ph2b, 2,0,0
Lft1222_ph2b, 2,0,0
Lft1223_ph2b, 2,0,0
Lft1224_ph2b, 2,0,0
Lft1225_ph2b, 2,0,0
Lft1226_ph2b, 2,0,0
Lft1227_ph2b, 2,0,0
Lft1228_ph2b, 2,0,0
Lft1229_ph2b, 2,0,0
Lft1230_ph2b, 2,0,0
Lft1231_ph2b, 2,0,0
Lft1232_ph2b, 2,0,0
Lft1233_ph2b, 2,0,0
Lft1234_ph2b, 2,0,0
Lft1235_ph2b, 2,0,0
Lft1236_ph2b, 2,0,0
Lft1237_ph2b, 2,0,0
Lft1238_ph2b, 2,0,0
Lft1239_ph2b, 2,0,0
Lft3002_ph2b, 2,0,0
Lft3003_ph2b, 2,0,0
Lft3500_ph2b, 2,0,0
Lft3501_ph2b, 2,0,0
Lft3140_ph2b, 2,0,0
Lft3141_ph2b, 2,0,0
Lft3142_ph2b, 2,0,0
Lft3143_ph2b, 2,0,0
Lft3144_ph2b, 2,0,0
Lft009c_ph2b, 2,2.021017756,38.604
Lft009a_ph2b, 2,0,0
